sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_left_G_0', 'blue_left_L_45', 'blue_left_V_0', 'blue_bottom_Q_0']","{'color': 'red_left_G_0', 'position': 'blue_bottom_Q_0', 'orientation': 'blue_left_L_45'}",color,"['color', 'orientation', 'position']",red_left_G_0,0,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,195.8255646005273,195.8255646005273,None,,195.8255646005273,196.82761250063777,205.77863050065935,207.7991482000798,207.7991482000798,207.7991482000798,207.7991482000798,1,2.515638799406588,210.37087320070714,213.99468620028347,210.37087320070714,213.99468620028347,210.37087320070714,213.99468620028347,210.37087320070714,213.99468620028347,41.98412698412698,2.598151500336826,space,195.8255646005273,195.8255646005273,196.82761250063777,198.91505040042102,3.5442781997844577,,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['R_Arm_Y_Back', 'R_Torso_Z_Back', 'R_Arm_Z_For', 'L_Arm_Z_Back']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Arm_Y_Back'}",movement,['movement'],R_Arm_Y_Back,0,1,robot,2,True,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,22,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,213.99468620028347,213.99468620028347,space,3.17578539904207,217.20098729990423,218.20301360078156,,,235.13701140042394,235.13701140042394,235.13701140042394,1,1.6191132999956608,236.7728391001001,236.7728391001001,236.7728391001001,236.7728391001001,236.7728391001001,236.7728391001001,236.7728391001001,236.7728391001001,None,None,None,,,,,,231.4957736004144,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['L_Arm_Z_Back', 'R_Head_Z_For', 'R_Arm_X_Back', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_X_Back'}",laterality,['laterality'],L_Arm_Z_Back,0,1,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,22,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,236.7728391001001,236.7728391001001,None,,236.7728391001001,237.77484280057251,,,254.6747236000374,254.6747236000374,254.6747236000374,1,1.3438641000539064,256.0440995004028,256.0440995004028,256.0440995004028,256.0440995004028,256.0440995004028,256.0440995004028,256.0440995004028,256.0440995004028,None,None,None,236.7728391001001,236.7728391001001,237.77484280057251,239.8623071005568,,251.03425460029393,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['L_Base_X_Back', 'L_Arm_X_For', 'L_Arm_Y_For', 'R_Arm_X_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Arm_Y_For'}",localisation,['localisation'],L_Base_X_Back,0,1,robot,2,False,True,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Base_X_Back.mp4,22,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,256.0440995004028,256.0440995004028,None,,256.0440995004028,257.0460965000093,,,273.96266890037805,273.96266890037805,273.96266890037805,1,2.0640222001820803,276.0835589999333,281.4107194002718,276.0835589999333,281.4107194002718,276.0835589999333,281.4107194002718,276.0835589999333,281.4107194002718,23.412698412698415,3.0658689001575112,space,256.0440995004028,256.0440995004028,257.0460965000093,259.15025030076504,5.2548492988571525,270.32222730014473,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['L_Base_X_For', 'R_Base_X_Back', 'L_Arm_X_For', 'L_Base_Z_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Arm_X_For', 'movement': 'L_Base_Z_Back'}",localisation,"['localisation', 'movement']",L_Arm_X_For,2,2,robot,2,True,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,22,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,281.4107194002718,281.4107194002718,space,1.4725820999592543,282.9136554999277,283.9156452007592,,,300.7654830003157,300.7654830003157,300.7654830003157,3,3.677504599094391,304.47276760078967,304.47276760078967,304.47276760078967,304.47276760078967,304.47276760078967,304.47276760078967,304.47276760078967,304.47276760078967,None,None,None,,,,,,297.1249390998855,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['L_Arm_Y_Back', 'L_Arm_X_Back', 'L_Torso_Y_Back', 'R_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_X_Back'}",laterality,"['laterality', 'movement']",R_Arm_Y_For,3,2,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,22,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,304.47276760078967,304.47276760078967,None,,304.47276760078967,305.4747375007719,,,322.12414890062064,322.12414890062064,322.12414890062064,4,2.430487599223852,324.5789970001206,324.5789970001206,324.5789970001206,324.5789970001206,324.5789970001206,324.5789970001206,324.5789970001206,324.5789970001206,None,None,None,304.47276760078967,304.47276760078967,305.4747375007719,307.5621714005247,,318.6172497002408,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['L_Head_Z_Back', 'R_Torso_Z_Back', 'R_Head_Z_Back', 'R_Head_X_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_X_Back'}",movement,"['localisation', 'movement']",R_Head_X_Back,3,2,robot,2,False,True,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,22,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,324.5789970001206,324.5789970001206,None,,324.5789970001206,325.581025400199,,,342.480872400105,342.480872400105,342.480872400105,4,1.3376883985474706,343.88369890023023,351.2982747005299,343.88369890023023,351.2982747005299,343.88369890023023,351.2982747005299,343.88369890023023,351.2982747005299,32.46031746031746,6.589660099707544,space,324.5789970001206,324.5789970001206,325.581025400199,327.68510530050844,7.3590097995474935,338.85714509990066,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['R_Head_Y_Back', 'L_Base_Y_For', 'L_Head_Z_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,0,3,robot,2,True,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,22,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,351.2982747005299,351.2982747005299,space,1.1681883996352553,352.4839392006397,353.48591950070113,,,370.26907630078495,370.26907630078495,370.26907630078495,1,3.2775504998862743,373.57544660009444,373.57544660009444,373.57544660009444,373.57544660009444,373.57544660009444,373.57544660009444,373.57544660009444,373.57544660009444,None,None,None,,,,,,366.62846470065415,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['R_Head_Y_Back', 'R_Arm_Y_Back', 'R_Head_Z_Back', 'L_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Z_Back,2,3,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,22,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,373.57544660009444,373.57544660009444,None,,373.57544660009444,374.57739050034434,,,391.4773254999891,391.4773254999891,391.4773254999891,1,4.581403998658061,396.08642360009253,396.08642360009253,396.08642360009253,396.08642360009253,396.08642360009253,396.08642360009253,396.08642360009253,396.08642360009253,None,None,None,373.57544660009444,373.57544660009444,374.57739050034434,376.6649208003655,,387.8202068004757,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['R_Arm_Z_Back', 'R_Head_Y_Back', 'R_Head_Z_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_Z_Back,0,3,robot,2,False,True,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,22,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,396.08642360009253,396.08642360009253,None,,396.08642360009253,397.0883836001158,,,413.988309700042,413.988309700042,413.988309700042,1,3.774618400260806,417.8292284999043,423.80765920039266,417.8292284999043,423.80765920039266,417.8292284999043,423.80765920039266,417.8292284999043,423.80765920039266,53.88888888888889,5.119779200293124,space,396.08642360009253,396.08642360009253,397.0883836001158,399.17582980077714,5.901748499833047,410.3311099000275,,,,,,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.80765920039266,423.80765920039266,423.80765920039266,c,2.6190900998190045,,,,,,,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['blue_right_P_45', 'blue_top_W_0', 'blue_top_P_45', 'red_top_Z_45']","{'color': 'red_top_Z_45', 'position': 'blue_right_P_45', 'orientation': 'blue_top_W_0'}",position,"['color', 'position']",blue_right_P_45,0,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,429.2851103004068,,,440.44039810076356,440.44039810076356,440.44039810076356,1,2.994367999024689,443.4630070999265,443.4630070999265,443.4630070999265,443.4630070999265,443.4630070999265,443.4630070999265,443.4630070999265,443.4630070999265,None,None,None,,,,,,,,,,,,426.47959390003234,426.47959390003234,space,2.7877356000244617,438.23610800039023,440.44039810076356,,,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['red_left_C_0', 'red_left_S_45', 'red_bottom_P_0', 'blue_left_N_0']","{'color': 'blue_left_N_0', 'position': 'red_bottom_P_0', 'orientation': 'red_left_S_45'}",position,"['color', 'position']",red_bottom_P_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,443.4630070999265,,,454.01708890032023,454.01708890032023,454.01708890032023,3,2.017313299700618,456.05452890042216,456.05452890042216,456.05452890042216,456.05452890042216,456.05452890042216,456.05452890042216,456.05452890042216,456.05452890042216,None,None,None,,,,445.5337936002761,,,,,,,,443.4630070999265,443.4630070999265,None,,451.9966358002275,454.01708890032023,443.4630070999265,443.4630070999265,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['red_bottom_N_45', 'red_top_T_0', 'blue_bottom_T_0', 'red_bottom_D_0']","{'color': 'blue_bottom_T_0', 'position': 'red_top_T_0', 'orientation': 'red_bottom_N_45'}",color,"['color', 'position']",blue_bottom_T_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,456.05452890042216,,,466.39148940052837,466.39148940052837,466.39148940052837,3,7.051076999865472,473.4720887001604,473.4720887001604,473.4720887001604,473.4720887001604,473.4720887001604,473.4720887001604,473.4720887001604,473.4720887001604,None,None,None,,,,458.10856540035456,,,,,,,,456.05452890042216,456.05452890042216,None,,464.37182300072163,466.39148940052837,456.05452890042216,456.05452890042216,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
"['blue_top_L_0', 'red_right_S_0', 'blue_right_Q_45', 'blue_right_H_0']","{'color': 'red_right_S_0', 'position': 'blue_top_L_0', 'orientation': 'blue_right_Q_45'}",orientation,"['color', 'orientation']",blue_right_Q_45,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,473.4720887001604,,,484.20990920066833,484.20990920066833,484.20990920066833,3,1.880711299367249,486.1136702001095,486.1136702001095,486.1136702001095,486.1136702001095,486.1136702001095,486.1136702001095,486.1136702001095,486.1136702001095,None,None,None,,,,475.54282390046865,,,,,,,,473.4720887001604,473.4720887001604,None,,482.1893921000883,484.20990920066833,473.4720887001604,473.4720887001604,,22,001,2024-09-25_16h37.28.159,robot_cogshifting_sign,2022.2.5,59.87317641086729,
