sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_right_G_0', 'red_bottom_Z_0', 'blue_bottom_J_45', 'blue_bottom_W_0']","{'color': 'red_bottom_Z_0', 'position': 'blue_right_G_0', 'orientation': 'blue_bottom_J_45'}",color,"['color', 'orientation', 'position']",red_bottom_Z_0,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,11,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,262.8364809,262.8364809,None,,262.8364809,263.8363807,263.8363807,265.90175289999996,272.37974149999997,274.58962760000003,274.58962760000003,274.58962760000003,274.58962760000003,2,0.701685800000007,275.3439716,277.79648860000003,275.3439716,277.79648860000003,275.3439716,277.79648860000003,275.3439716,277.79648860000003,17.191358024691354,1.9750156999999717,space,262.8364809,262.8364809,2.4024771999999643,,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Arm_Z_For', 'R_Arm_Y_For', 'R_Base_Z_For', 'L_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_Y_For'}",localisation,['localisation'],R_Base_Z_For,2,1,robot,1,True,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,11,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,277.79648860000003,277.79648860000003,space,1.7424599999999941,279.56973239999996,280.569818,280.569818,282.6677246,,,297.3967201,297.3967201,297.3967201,3,8.84629179999996,306.26984699999997,306.26984699999997,306.26984699999997,306.26984699999997,306.26984699999997,306.26984699999997,306.26984699999997,306.26984699999997,None,None,None,,,,293.75868540000005,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Base_Y_Back', 'R_Torso_Y_For', 'L_Base_Y_For', 'R_Base_Z_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Base_Z_Back'}",movement,['movement'],R_Base_Z_Back,3,1,robot,1,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,11,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,306.26984699999997,306.26984699999997,None,,306.26984699999997,307.2699038,307.2699038,309.35360710000003,,,323.9969441,323.9969441,323.9969441,4,0.8208486999999991,324.83644050000004,324.83644050000004,324.83644050000004,324.83644050000004,324.83644050000004,324.83644050000004,324.83644050000004,324.83644050000004,None,None,None,306.26984699999997,306.26984699999997,,320.45075920000005,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Arm_Z_Back', 'R_Head_X_For', 'R_Head_Z_For', 'L_Head_Z_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_X_For'}",laterality,['laterality'],L_Head_Z_Back,3,1,robot,1,False,True,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,11,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,324.83644050000004,324.83644050000004,None,,324.83644050000004,325.83665890000003,325.83665890000003,327.91735940000007,,,342.7796751,342.7796751,342.7796751,4,0.911316099999965,343.7453288,346.09104840000003,343.7453288,346.09104840000003,343.7453288,346.09104840000003,343.7453288,346.09104840000003,14.567901234567898,1.9307092999999895,space,324.83644050000004,324.83644050000004,2.281595399999958,339.13532790000005,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_X_Back', 'L_Torso_Y_Back', 'L_Head_Y_Back', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_X_Back'}",laterality,"['laterality', 'movement']",R_Head_Y_For,3,2,robot,1,True,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,11,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,346.09104840000003,346.09104840000003,space,1.0399802999999679,347.15339150000005,348.1532126,348.1532126,350.23320140000004,,,364.9377529,364.9377529,364.9377529,1,1.5457190000000196,366.5034632,366.5034632,366.5034632,366.5034632,366.5034632,366.5034632,366.5034632,366.5034632,None,None,None,,,,361.3045874,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_X_For', 'R_Torso_X_For', 'R_Head_X_For', 'R_Torso_Z_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Z_For'}",movement,"['localisation', 'movement']",R_Torso_Z_For,3,2,robot,1,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,11,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,366.5034632,366.5034632,None,,366.5034632,367.50360040000004,367.50360040000004,369.5814796,,,384.4287761,384.4287761,384.4287761,4,1.6226538999999889,386.06982940000006,386.06982940000006,386.06982940000006,386.06982940000006,386.06982940000006,386.06982940000006,386.06982940000006,386.06982940000006,None,None,None,366.5034632,366.5034632,,380.77882030000006,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Arm_X_For', 'R_Arm_Z_Back', 'L_Torso_Z_For', 'L_Arm_Z_For']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Arm_X_For'}",localisation,"['localisation', 'movement']",L_Torso_Z_For,2,2,robot,1,False,True,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,11,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,386.06982940000006,386.06982940000006,None,,386.06982940000006,387.07007600000003,387.07007600000003,389.1450177,,,403.942062,403.942062,403.942062,3,1.0695371999999566,405.0611147,407.7484827,405.0611147,407.7484827,405.0611147,407.7484827,405.0611147,407.7484827,19.96913580246913,2.3370359000000462,space,386.06982940000006,386.06982940000006,2.6459762999999725,400.3061813,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_Z_Back', 'L_Head_Z_For', 'L_Head_Y_For', 'L_Arm_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_For'}",movement,"['laterality', 'localisation', 'movement']",L_Head_Y_For,2,3,robot,1,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,11,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,407.7484827,407.7484827,space,0.9673371999999176,408.73650760000004,409.73672289999996,409.73672289999996,411.817555,,,426.6086088,426.6086088,426.6086088,4,6.458068500000024,433.08661750000005,433.08661750000005,433.08661750000005,433.08661750000005,433.08661750000005,433.08661750000005,433.08661750000005,433.08661750000005,None,None,None,,,,422.98039150000005,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Arm_Z_For', 'R_Base_Z_Back', 'R_Arm_Y_Back', 'L_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Arm_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_Z_Back,1,3,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Base_Z_Back.mp4,11,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,433.08661750000005,433.08661750000005,None,,433.08661750000005,434.08665920000004,434.08665920000004,436.17731280000004,,,450.929637,450.929637,450.929637,3,1.9059166999999775,452.85343600000004,452.85343600000004,452.85343600000004,452.85343600000004,452.85343600000004,452.85343600000004,452.85343600000004,452.85343600000004,None,None,None,433.08661750000005,433.08661750000005,,447.2844114,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Arm_X_Back', 'R_Torso_X_For', 'R_Arm_Y_For', 'R_Arm_X_For']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Arm_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Arm_X_Back,0,3,robot,1,False,True,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,11,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,452.85343600000004,452.85343600000004,None,,452.85343600000004,453.8537084,453.8537084,455.9283892,,,470.6120223,470.6120223,470.6120223,2,3.3193282000000295,473.9773287,477.05092110000004,473.9773287,477.05092110000004,473.9773287,477.05092110000004,473.9773287,477.05092110000004,24.598765432098762,2.063176300000009,space,452.85343600000004,452.85343600000004,3.008704000000023,466.9658804,,,,,,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.05092110000004,477.05092110000004,477.05092110000004,c,1.464151299999969,,,,,,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_Y_Back', 'L_Torso_X_Back', 'L_Head_X_Back', 'R_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Head_Y_Back'}",laterality,['laterality'],R_Head_X_Back,3,1,robot,1,True,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,11,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,480.4368768,482.51211000000006,,,497.3425252,497.3425252,497.3425252,4,0.4685819000000606,497.836668,497.836668,497.836668,497.836668,497.836668,497.836668,497.836668,497.836668,None,None,None,,,,,,,,,,478.5524323,478.5524323,space,1.8664607000000046,493.69492859999997,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Base_Y_For', 'L_Head_X_Back', 'L_Base_X_Back', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",movement,['movement'],L_Base_Y_For,0,1,robot,1,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,11,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,497.836668,499.9077603,,,514.5298387,514.5298387,514.5298387,1,0.8975114000000417,515.4537346,515.4537346,515.4537346,515.4537346,515.4537346,515.4537346,515.4537346,515.4537346,None,None,None,,,,,,,,,,497.836668,497.836668,None,,510.98433489999996,497.836668,497.836668,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Torso_Z_Back', 'R_Head_X_For', 'R_Torso_X_For', 'L_Torso_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Z_Back'}",localisation,['localisation'],R_Head_X_For,1,1,robot,1,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,11,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,515.4537346,517.5265933000001,,,532.347489,532.347489,532.347489,2,0.744033100000081,533.1200305,533.1200305,533.1200305,533.1200305,533.1200305,533.1200305,533.1200305,533.1200305,None,None,None,,,,,,,,,,515.4537346,515.4537346,None,,528.712442,515.4537346,515.4537346,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_Z_Back', 'R_Torso_Z_For', 'R_Arm_Z_For', 'R_Torso_X_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Torso_X_For'}",localisation,['localisation'],R_Arm_Z_For,2,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,11,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,533.1200305,535.2014884,,,549.9055825,549.9055825,549.9055825,3,0.48987009999990505,550.4201512,550.4201512,550.4201512,550.4201512,550.4201512,550.4201512,550.4201512,550.4201512,None,None,None,,,,,,,,,,533.1200305,533.1200305,None,,546.2719857,533.1200305,533.1200305,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Base_Z_For', 'R_Base_Z_Back', 'L_Base_Y_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Base_Y_Back'}",movement,['movement'],L_Base_Y_Back,2,1,robot,1,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,11,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,550.4201512,552.4906575,,,567.1635514,567.1635514,567.1635514,3,1.719789399999911,568.9036578,568.9036578,568.9036578,568.9036578,568.9036578,568.9036578,568.9036578,568.9036578,None,None,None,,,,,,,,,,550.4201512,550.4201512,None,,563.5293376,550.4201512,550.4201512,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
