sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Base_Y_Back', 'L_Arm_X_Back', 'R_Head_Y_For', 'L_Head_Z_For']",True,R_Head_Y_For,4,robot,2,False,True,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,20,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,347.31750309999916,347.31750309999916,None,,363.2063367999999,364.2935323999991,,,,364.2935323999991,364.2935323999991,364.2935323999991,c,3.1221726999992825,367.9623439999996,371.2493744000003,367.9623439999996,371.2493744000003,367.9623439999996,371.2493744000003,367.9623439999996,371.2493744000003,67.34567901234568,2.6263947999996162,space,347.31750309999916,347.31750309999916,3.220895099999325,359.56432099999984,364.2935323999991,,,,,,,,,,,,,,,,,,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['L_Head_Z_For', 'R_Base_Z_Back', 'R_Torso_Y_For', 'R_Arm_X_Back', 'L_Base_X_For', 'R_Torso_Z_Back']",False,R_Base_Y_Back,6,robot,2,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,20,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,371.2493744000003,371.2493744000003,space,0.7010523000008106,395.15385269999933,373.0422753999992,,,,396.2458554999994,396.2458554999994,396.2458554999994,c,2.872453599999062,399.88528170000063,399.88528170000063,399.88528170000063,399.88528170000063,399.88528170000063,399.88528170000063,399.88528170000063,399.88528170000063,None,None,None,,,,391.5133967999991,396.2458554999994,,,,,,,,,,,,,,,,,,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['R_Torso_Y_Back', 'R_Base_Y_Back', 'L_Base_X_Back', 'R_Base_X_Back', 'R_Head_Y_For', 'R_Arm_Z_For']",True,R_Torso_Y_Back,6,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,20,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,399.88528170000063,399.88528170000063,None,,423.2238333000005,424.3165403999992,,,,424.3165403999992,424.3165403999992,424.3165403999992,c,2.929427500001111,427.96576710000045,427.96576710000045,427.96576710000045,427.96576710000045,427.96576710000045,427.96576710000045,427.96576710000045,427.96576710000045,None,None,None,399.88528170000063,399.88528170000063,,419.5812989999995,424.3165403999992,,,,,,,,,,,,,,,,,,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['L_Arm_X_For', 'R_Head_X_Back', 'L_Arm_X_Back', 'R_Base_Y_Back', 'R_Base_Z_Back', 'L_Head_X_Back']",True,L_Head_X_Back,6,robot,2,False,True,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,20,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,427.96576710000045,427.96576710000045,None,,451.2220082999993,452.3117070999997,,,,452.3117070999997,452.3117070999997,452.3117070999997,c,2.4071475000000646,455.9807230000006,465.6677784000003,455.9807230000006,465.6677784000003,455.9807230000006,465.6677784000003,455.9807230000006,465.6677784000003,36.94444444444444,8.833136600000216,space,427.96576710000045,427.96576710000045,9.633394899999985,447.5876346999994,452.3117070999997,,,,,,,,,,,,,,,,,,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.6677784000003,465.6677784000003,465.6677784000003,c,3.131202200000189,,,,,,,,,,,,,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['K', 'R']",False,B,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,477.3793876999989,478.4537670999998,,,,,,,,,479.66122220000034,479.66122220000034,479.66122220000034,479.66122220000034,479.66122220000034,479.66122220000034,479.66122220000034,479.66122220000034,None,None,None,,,,,,,,,,,468.83332229999905,468.83332229999905,space,3.165748800000074,475.1725055000006,477.3793876999989,478.4537670999998,478.4537670999998,478.4537670999998,478.4537670999998,n,1.0262013999999908,,,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['B', 'G']",True,B,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,485.0503614999998,486.10183829999914,,,,,,,,,487.3346929999989,487.3346929999989,487.3346929999989,487.3346929999989,487.3346929999989,487.3346929999989,487.3346929999989,487.3346929999989,None,None,None,,,,,,,,,,,479.66122220000034,479.66122220000034,None,,483.03003910000007,485.0503614999998,486.10183829999914,486.10183829999914,486.10183829999914,486.10183829999914,c,1.0419412999999622,479.66122220000034,479.66122220000034,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['T', 'S']",True,S,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,492.8945211999999,493.95365519999905,,,,,,,,,495.1787841000005,495.1787841000005,495.1787841000005,495.1787841000005,495.1787841000005,495.1787841000005,495.1787841000005,495.1787841000005,None,None,None,,,,,,,,,,,487.3346929999989,487.3346929999989,None,,490.6781486,492.8945211999999,493.95365519999905,493.95365519999905,493.95365519999905,493.95365519999905,c,0.9883289000008517,487.3346929999989,487.3346929999989,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['L', 'D']",False,R,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,500.3585418999992,501.42156839999916,,,,,,,,,502.2530852,502.2530852,502.2530852,502.2530852,502.2530852,502.2530852,502.2530852,502.2530852,None,None,None,,,,,,,,,,,495.1787841000005,495.1787841000005,None,,498.3437221000004,500.3585418999992,501.42156839999916,501.42156839999916,501.42156839999916,501.42156839999916,n,0.6100084999998217,495.1787841000005,495.1787841000005,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['J', 'Z']",True,Z,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,507.8174696999995,508.8760686000005,,,,,,,,,511.0943095999992,511.0943095999992,511.0943095999992,511.0943095999992,511.0943095999992,511.0943095999992,511.0943095999992,511.0943095999992,None,None,None,,,,,,,,,,,502.2530852,502.2530852,None,,505.6022338999992,507.8174696999995,508.8760686000005,508.8760686000005,508.8760686000005,508.8760686000005,c,2.0258413999999902,502.2530852,502.2530852,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['W', 'V']",False,X,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,516.670016,512.1565253999997,,,,,,,,,518.7762208000004,518.7762208000004,518.7762208000004,518.7762208000004,518.7762208000004,518.7762208000004,518.7762208000004,518.7762208000004,None,None,None,,,,,,,,,,,511.0943095999992,511.0943095999992,None,,514.4578858000004,516.670016,517.7498653000002,517.7498653000002,517.7498653000002,517.7498653000002,n,0.912922499999695,511.0943095999992,511.0943095999992,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['B', 'F']",False,X,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,524.3470512000004,525.4035473000004,,,,,,,,,526.4344638999992,526.4344638999992,526.4344638999992,526.4344638999992,526.4344638999992,526.4344638999992,526.4344638999992,526.4344638999992,None,None,None,,,,,,,,,,,518.7762208000004,518.7762208000004,None,,522.1381340999997,524.3470512000004,525.4035473000004,525.4035473000004,525.4035473000004,525.4035473000004,n,0.8602692000004026,518.7762208000004,518.7762208000004,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['S', 'B']",False,N,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,531.5976410999992,532.6577108999991,,,,,,,,,533.4785960999998,533.4785960999998,533.4785960999998,533.4785960999998,533.4785960999998,533.4785960999998,533.4785960999998,533.4785960999998,None,None,None,,,,,,,,,,,526.4344638999992,526.4344638999992,None,,529.5806021999997,531.5976410999992,532.6577108999991,532.6577108999991,532.6577108999991,532.6577108999991,n,0.6130886000009923,526.4344638999992,526.4344638999992,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['P', 'D']",True,D,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,538.849168499999,539.9046564,,,,,,,,,541.5320391000005,541.5320391000005,541.5320391000005,541.5320391000005,541.5320391000005,541.5320391000005,541.5320391000005,541.5320391000005,None,None,None,,,,,,,,,,,533.4785960999998,533.4785960999998,None,,536.8323626000001,538.849168499999,539.9046564,539.9046564,539.9046564,539.9046564,c,1.4453097999994498,533.4785960999998,533.4785960999998,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
"['G', 'Q']",True,G,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,20,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,546.8902244000001,547.9545204000005,,,,,,,,,549.0141736999994,552.2289824,549.0141736999994,552.2289824,549.0141736999994,552.2289824,549.0141736999994,552.2289824,40.49382716049382,2.2347279000005074,space,,,3.14444629999889,,,,,,,,541.5320391000005,541.5320391000005,None,,544.876103999999,546.8902244000001,547.9545204000005,547.9545204000005,547.9545204000005,547.9545204000005,c,0.9643126999999367,541.5320391000005,541.5320391000005,,,20,001,2024-07-31_12h57.47.637,robot_sternberg_sign,2022.2.5,60.04830285474082,
