sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_bottom_H_45', 'blue_bottom_V_0', 'blue_top_T_45', 'blue_bottom_J_45']","{'color': 'red_bottom_H_45', 'position': 'blue_top_T_45', 'orientation': 'blue_bottom_V_0'}",color,"['color', 'orientation', 'position']",red_bottom_H_45,0,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,179.05227790027857,179.05227790027857,None,,179.05227790027857,180.05421980004758,188.58777490025386,190.60836860025302,190.60836860025302,190.60836860025302,190.60836860025302,2,3.1174510000273585,193.78129199985415,198.03970429999754,193.78129199985415,198.03970429999754,193.78129199985415,198.03970429999754,193.78129199985415,198.03970429999754,70.87301587301587,3.500041900202632,space,179.05227790027857,179.05227790027857,180.05421980004758,182.12508619995788,4.18479759991169,,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['L_Arm_Y_Back', 'L_Arm_X_Back', 'L_Head_X_Back', 'R_Arm_X_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Arm_Y_Back'}",movement,['movement'],L_Arm_Y_Back,0,1,robot,2,True,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,16,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,198.03970429999754,198.03970429999754,space,1.2934727002866566,199.35891770012677,200.36090209987015,,,217.31159309996292,217.31159309996292,217.31159309996292,3,2.613407500088215,219.94945409987122,219.94945409987122,219.94945409987122,219.94945409987122,219.94945409987122,219.94945409987122,219.94945409987122,219.94945409987122,None,None,None,,,,,,213.65373180015013,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['R_Head_Y_Back', 'R_Head_X_Back', 'R_Torso_Y_For', 'L_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_X_Back'}",localisation,['localisation'],R_Torso_Y_For,2,1,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,16,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,219.94945409987122,219.94945409987122,None,,219.94945409987122,220.95142879988998,,,237.91855029994622,237.91855029994622,237.91855029994622,3,0.9991859998553991,238.9368445002474,238.9368445002474,238.9368445002474,238.9368445002474,238.9368445002474,238.9368445002474,238.9368445002474,238.9368445002474,None,None,None,219.94945409987122,219.94945409987122,220.95142879988998,223.05552509985864,,234.29437390016392,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['L_Torso_Z_For', 'L_Head_Z_For', 'L_Head_Y_Back', 'R_Head_Z_For']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_Y_Back'}",laterality,['laterality'],R_Head_Z_For,3,1,robot,2,False,True,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,16,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,238.9368445002474,238.9368445002474,None,,238.9368445002474,239.9387894999236,,,256.8553844001144,256.8553844001144,256.8553844001144,4,0.6140964003279805,257.52341490006074,261.53128009987995,257.52341490006074,261.53128009987995,257.52341490006074,261.53128009987995,257.52341490006074,261.53128009987995,27.698412698412696,3.7176699000410736,space,238.9368445002474,238.9368445002474,239.9387894999236,242.02631990006194,3.929507799912244,253.21498840022832,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['L_Base_Z_For', 'R_Head_Z_Back', 'R_Base_X_For', 'R_Base_Z_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_X_For'}",movement,"['localisation', 'movement']",R_Base_X_For,2,2,robot,2,True,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,16,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,261.53128009987995,261.53128009987995,space,1.2739679999649525,262.8338434002362,263.835821100045,,,280.55207219999284,280.55207219999284,280.55207219999284,2,5.0209069000557065,285.59534660028294,285.59534660028294,285.59534660028294,285.59534660028294,285.59534660028294,285.59534660028294,285.59534660028294,285.59534660028294,None,None,None,,,,,,277.01175560010597,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['L_Torso_Y_Back', 'L_Arm_Y_Back', 'R_Arm_Y_For', 'L_Arm_X_Back']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_X_Back'}",laterality,"['laterality', 'movement']",R_Arm_Y_For,2,2,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,16,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,285.59534660028294,285.59534660028294,None,,285.59534660028294,286.597316400148,,,303.22999949986115,303.22999949986115,303.22999949986115,3,2.1834480999968946,305.4343857001513,305.4343857001513,305.4343857001513,305.4343857001513,305.4343857001513,305.4343857001513,305.4343857001513,305.4343857001513,None,None,None,285.59534660028294,285.59534660028294,286.597316400148,288.68475789995864,,299.5733917001635,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['R_Base_Z_For', 'R_Head_Y_Back', 'L_Base_Y_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Base_Z_For'}",localisation,"['localisation', 'movement']",R_Head_Y_Back,1,2,robot,2,False,True,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,16,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,305.4343857001513,305.4343857001513,None,,305.4343857001513,306.4363418999128,,,323.21937600011006,323.21937600011006,323.21937600011006,2,3.650189899839461,326.92668149992824,330.5839362000115,326.92668149992824,330.5839362000115,326.92668149992824,330.5839362000115,326.92668149992824,330.5839362000115,69.92063492063492,3.2332341000437737,space,305.4343857001513,305.4343857001513,306.4363418999128,308.52381590008736,3.590323199983686,319.5788561999798,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['R_Head_Z_Back', 'L_Head_Y_Back', 'L_Base_Z_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Head_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Head_Y_Back,1,3,robot,2,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,16,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,330.5839362000115,330.5839362000115,space,0.8944291998632252,331.5023619001731,332.50434149987996,,,349.40425230003893,349.40425230003893,349.40425230003893,2,4.5613092998974025,353.99664520006627,353.99664520006627,353.99664520006627,353.99664520006627,353.99664520006627,353.99664520006627,353.99664520006627,353.99664520006627,None,None,None,,,,,,345.76382010011,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['R_Arm_Y_Back', 'R_Torso_Y_Back', 'R_Torso_Z_For', 'L_Torso_Y_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Torso_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_Y_Back,0,3,robot,2,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,16,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,353.99664520006627,353.99664520006627,None,,353.99664520006627,354.99856049986556,,,371.76494259992614,371.76494259992614,371.76494259992614,1,5.407915499992669,377.1922857002355,377.1922857002355,377.1922857002355,377.1922857002355,377.1922857002355,377.1922857002355,377.1922857002355,377.1922857002355,None,None,None,353.99664520006627,353.99664520006627,354.99856049986556,357.0861428999342,,368.25803080014884,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['R_Base_X_Back', 'L_Torso_X_For', 'R_Torso_X_For', 'R_Torso_Z_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_Back', 'movement': 'R_Torso_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_X_For,1,3,robot,2,False,True,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,16,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,377.1922857002355,377.1922857002355,None,,377.1922857002355,378.1942691998556,,,395.12761100009084,395.12761100009084,395.12761100009084,1,4.246241999790072,399.4360764999874,402.42532970011234,399.4360764999874,402.42532970011234,399.4360764999874,402.42532970011234,399.4360764999874,402.42532970011234,85.31746031746033,2.6350606996566057,space,377.1922857002355,377.1922857002355,378.1942691998556,380.2817450002767,2.937797799706459,391.4704158999957,,,,,,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.42532970011234,402.42532970011234,402.42532970011234,c,40.36431080009788,,,,,,,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['red_left_D_45', 'blue_left_G_45', 'red_right_B_45', 'red_left_K_0']","{'color': 'blue_left_G_45', 'position': 'red_right_B_45', 'orientation': 'red_left_K_0'}",color,"['color', 'orientation']",blue_left_G_45,1,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,448.1820451999083,,,458.91984670003876,458.91984670003876,458.91984670003876,2,3.581631099805236,462.52692339988425,462.52692339988425,462.52692339988425,462.52692339988425,462.52692339988425,462.52692339988425,462.52692339988425,462.52692339988425,None,None,None,,,,,,,,,,,,442.85490310005844,442.85490310005844,space,5.310443500056863,456.89956649998203,458.91984670003876,,,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['blue_bottom_W_45', 'red_bottom_H_0', 'blue_right_P_0', 'blue_bottom_T_0']","{'color': 'red_bottom_H_0', 'position': 'blue_right_P_0', 'orientation': 'blue_bottom_W_45'}",orientation,"['orientation', 'position']",blue_bottom_W_45,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,462.52692339988425,,,473.46512700011954,473.46512700011954,473.46512700011954,1,1.1483264998532832,474.6341038001701,474.6341038001701,474.6341038001701,474.6341038001701,474.6341038001701,474.6341038001701,474.6341038001701,474.6341038001701,None,None,None,,,,464.59769929992035,,,,,,,,462.52692339988425,462.52692339988425,None,,471.24423470022157,473.46512700011954,462.52692339988425,462.52692339988425,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['red_left_P_45', 'red_left_Z_0', 'blue_left_B_45', 'red_right_S_45']","{'color': 'blue_left_B_45', 'position': 'red_right_S_45', 'orientation': 'red_left_Z_0'}",position,"['orientation', 'position']",red_right_S_45,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,474.6341038001701,,,485.57232040027156,485.57232040027156,485.57232040027156,4,1.729212500154972,487.3257937999442,487.3257937999442,487.3257937999442,487.3257937999442,487.3257937999442,487.3257937999442,487.3257937999442,487.3257937999442,None,None,None,,,,476.70486770011485,,,,,,,,474.6341038001701,474.6341038001701,None,,483.36818480025977,485.57232040027156,474.6341038001701,474.6341038001701,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
"['red_bottom_K_0', 'red_top_D_45', 'blue_bottom_Q_45', 'red_bottom_N_45']","{'color': 'blue_bottom_Q_45', 'position': 'red_top_D_45', 'orientation': 'red_bottom_K_0'}",orientation,"['orientation', 'position']",red_bottom_K_0,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,487.3257937999442,,,497.8631807002239,497.8631807002239,497.8631807002239,1,3.0626521999947727,500.9525711000897,500.9525711000897,500.9525711000897,500.9525711000897,500.9525711000897,500.9525711000897,500.9525711000897,500.9525711000897,None,None,None,,,,489.3965460001491,,,,,,,,487.3257937999442,487.3257937999442,None,,495.8426288999617,497.8631807002239,487.3257937999442,487.3257937999442,,16,001,2024-09-10_10h33.36.515,robot_cogshifting_sign,2022.2.5,59.86324838550586,
