sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_V_0', 'red_top_P_45', 'blue_top_Q_0', 'red_left_K_0']","{'color': 'blue_top_Q_0', 'position': 'red_left_K_0', 'orientation': 'red_top_P_45'}",orientation,"['color', 'orientation', 'position']",red_top_P_45,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,5,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,348.04877680000004,348.04877680000004,None,,348.04877680000004,349.04914080000003,349.04914080000003,351.1159783,357.6085685,359.63223730000004,359.63223730000004,359.63223730000004,359.63223730000004,2,4.426857099999964,364.1089883,366.409058,364.1089883,366.409058,364.1089883,366.409058,364.1089883,366.409058,48.67283950617284,1.7286494999999604,space,348.04877680000004,348.04877680000004,2.237353399999975,,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Head_Z_Back', 'L_Base_Z_For', 'R_Base_Y_For', 'R_Base_Z_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_Y_For'}",laterality,['laterality'],L_Base_Z_For,1,1,robot,1,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_For.mp4,5,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,366.409058,366.409058,space,3.240957999999992,369.6821466,370.6823886,370.6823886,372.7765294,,,387.51103470000004,387.51103470000004,387.51103470000004,2,0.6522762999999969,388.18216160000003,388.18216160000003,388.18216160000003,388.18216160000003,388.18216160000003,388.18216160000003,388.18216160000003,388.18216160000003,None,None,None,,,,383.9725702,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Base_Z_Back', 'L_Base_Z_Back', 'R_Base_X_Back', 'R_Head_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_X_Back'}",localisation,['localisation'],R_Head_Z_Back,3,1,robot,1,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,5,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,388.18216160000003,388.18216160000003,None,,388.18216160000003,389.1822996,389.1822996,391.27182500000004,,,406.0197603,406.0197603,406.0197603,4,0.4780038999999334,406.5157258,406.5157258,406.5157258,406.5157258,406.5157258,406.5157258,406.5157258,406.5157258,None,None,None,388.18216160000003,388.18216160000003,,402.382228,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Torso_Y_For', 'L_Arm_Y_Back', 'L_Arm_X_Back', 'R_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_X_Back'}",movement,['movement'],L_Arm_X_Back,2,1,robot,1,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,5,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,406.5157258,406.5157258,None,,406.5157258,407.5156734,407.5156734,409.59665580000006,,,424.3024734,424.3024734,424.3024734,3,0.3319454000000661,424.69015640000003,427.7486727,424.69015640000003,427.7486727,424.69015640000003,427.7486727,424.69015640000003,427.7486727,38.64197530864198,2.607190199999991,space,406.5157258,406.5157258,3.008098099999941,420.8089282,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Arm_Y_Back', 'R_Base_Y_For', 'L_Base_Y_Back', 'L_Base_Z_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Base_Z_For'}",laterality,"['laterality', 'movement']",R_Base_Y_For,1,2,robot,1,True,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,5,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,427.7486727,427.7486727,space,1.5657305000000434,429.332065,430.332299,430.332299,432.4137666,,,447.17607720000007,447.17607720000007,447.17607720000007,2,5.105826199999981,452.29885659999997,452.29885659999997,452.29885659999997,452.29885659999997,452.29885659999997,452.29885659999997,452.29885659999997,452.29885659999997,None,None,None,,,,443.54058100000003,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Torso_Z_Back', 'R_Head_Y_Back', 'R_Torso_Y_For', 'L_Torso_Y_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_Z_Back'}",localisation,"['localisation', 'movement']",R_Head_Y_Back,1,2,robot,1,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,5,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,452.29885659999997,452.29885659999997,None,,452.29885659999997,453.29880900000006,453.29880900000006,455.3750026000001,,,470.0607385,470.0607385,470.0607385,2,3.4211965999999876,473.4986743,473.4986743,473.4986743,473.4986743,473.4986743,473.4986743,473.4986743,473.4986743,None,None,None,452.29885659999997,452.29885659999997,,466.55840130000007,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Base_X_For', 'R_Head_X_Back', 'R_Base_Z_Back', 'R_Base_X_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Base_Z_Back'}",movement,"['localisation', 'movement']",R_Base_Z_Back,2,2,robot,1,False,True,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,5,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,473.4986743,473.4986743,None,,473.4986743,474.4989407,474.4989407,476.5780378,,,491.27695869999997,491.27695869999997,491.27695869999997,4,13.982766900000072,505.3076273,508.3080981,505.3076273,508.3080981,505.3076273,508.3080981,505.3076273,508.3080981,50.21604938271606,2.796654500000045,space,473.4986743,473.4986743,2.950684099999947,487.64134570000004,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Base_Y_For', 'L_Torso_X_Back', 'L_Torso_Y_For', 'R_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_X_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,1,3,robot,1,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,5,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,508.3080981,508.3080981,space,2.3824500999999856,510.7153901,511.7154794,511.7154794,513.794054,,,528.4820957,528.4820957,528.4820957,2,7.15136170000001,535.6653468,535.6653468,535.6653468,535.6653468,535.6653468,535.6653468,535.6653468,535.6653468,None,None,None,,,,524.8594592999999,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Base_Z_For', 'R_Arm_Z_Back', 'R_Base_Y_For', 'L_Base_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_Z_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,5,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,535.6653468,535.6653468,None,,535.6653468,536.6657008999999,536.6657008999999,538.7399743,,,553.5710937,553.5710937,553.5710937,4,3.8791855000000197,557.4820513,557.4820513,557.4820513,557.4820513,557.4820513,557.4820513,557.4820513,557.4820513,None,None,None,535.6653468,535.6653468,,549.9354426,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Base_Z_For', 'L_Base_X_Back', 'L_Torso_X_Back', 'R_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Base_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,2,3,robot,1,False,True,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,5,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,557.4820513,557.4820513,None,,557.4820513,558.4824903,558.4824903,560.5530338,,,575.3605967999999,575.3605967999999,575.3605967999999,2,5.906155599999991,581.3236397999999,583.8015495,581.3236397999999,583.8015495,581.3236397999999,583.8015495,581.3236397999999,583.8015495,42.345679012345684,2.2180933000000778,space,557.4820513,557.4820513,2.4141200999999484,571.7250653,,,,,,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.8015495,583.8015495,583.8015495,c,2.880189000000044,,,,,,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Base_X_Back', 'R_Torso_Y_Back', 'L_Base_Y_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_Back'}",movement,"['laterality', 'movement']",R_Base_X_Back,0,2,robot,1,True,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,5,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,595.4819934999999,597.5650966,,,612.2746015,612.2746015,612.2746015,1,3.448463700000005,615.7488025,615.7488025,615.7488025,615.7488025,615.7488025,615.7488025,615.7488025,615.7488025,None,None,None,,,,,,,,,,586.7154267,586.7154267,space,8.734680500000039,608.6276012,,,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['L_Torso_Y_Back', 'L_Torso_Z_Back', 'L_Base_Z_Back', 'R_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Torso_Y_Back'}",localisation,"['laterality', 'localisation']",L_Base_Z_Back,2,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,5,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,615.7488025,617.8242220999999,,,632.3914864,632.3914864,632.3914864,3,2.8987371000000195,635.3154727,635.3154727,635.3154727,635.3154727,635.3154727,635.3154727,635.3154727,635.3154727,None,None,None,,,,,,,,,,615.7488025,615.7488025,None,,628.7542593,615.7488025,615.7488025,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Torso_Y_For', 'R_Torso_Z_Back', 'L_Torso_Z_For', 'R_Head_Z_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Torso_Y_For'}",laterality,"['laterality', 'movement']",L_Torso_Z_For,2,2,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,5,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,635.3154727,637.4054385,,,652.217307,652.217307,652.217307,3,26.36913710000006,678.6153581,678.6153581,678.6153581,678.6153581,678.6153581,678.6153581,678.6153581,678.6153581,None,None,None,,,,,,,,,,635.3154727,635.3154727,None,,648.5885261999999,635.3154727,635.3154727,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Torso_X_Back', 'R_Arm_X_For', 'L_Torso_X_For', 'R_Torso_Y_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Torso_Y_Back'}",movement,"['laterality', 'movement']",R_Torso_Y_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,5,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,678.6153581,680.6917953999999,,,695.5252378,695.5252378,695.5252378,4,4.237813700000018,699.7818717,699.7818717,699.7818717,699.7818717,699.7818717,699.7818717,699.7818717,699.7818717,None,None,None,,,,,,,,,,678.6153581,678.6153581,None,,691.8795603,678.6153581,678.6153581,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
"['R_Torso_Z_Back', 'L_Torso_Z_Back', 'L_Torso_Y_Back', 'L_Base_Z_For']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Torso_Y_Back'}",laterality,"['laterality', 'localisation']",R_Torso_Z_Back,0,2,robot,1,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,5,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,699.7818717,701.8563326,,,716.4246743,716.4246743,716.4246743,1,1.7290856999999988,718.1820404,718.1820404,718.1820404,718.1820404,718.1820404,718.1820404,718.1820404,718.1820404,None,None,None,,,,,,,,,,699.7818717,699.7818717,None,,712.773514,699.7818717,699.7818717,,,5,001,2024-07-17_09h56.25.979,robot_cogshifting_sign,2022.2.5,59.97339580162343,
