sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_bottom_W_45', 'blue_top_T_45', 'blue_bottom_Z_0', 'blue_bottom_C_45']","{'color': 'red_bottom_W_45', 'position': 'blue_top_T_45', 'orientation': 'blue_bottom_Z_0'}",orientation,"['color', 'orientation', 'position']",blue_bottom_Z_0,2,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,255.6579167,255.6579167,None,,255.6579167,256.65852789999997,256.65852789999997,258.7316457,265.2179947,267.4277844,267.4277844,267.4277844,267.4277844,3,8.423120799999992,275.9000415,279.602639,275.9000415,279.602639,275.9000415,279.602639,275.9000415,279.602639,29.22839506172839,2.109273700000017,space,255.6579167,255.6579167,3.655365500000073,,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Head_X_For', 'L_Head_X_For', 'L_Base_X_For', 'L_Head_Y_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Y_Back'}",localisation,['localisation'],L_Base_X_For,2,1,robot,1,True,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,1,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,279.602639,279.602639,space,2.329064399999993,281.9580248,282.958377,282.958377,285.0537126,,,299.7695558,299.7695558,299.7695558,3,12.618029599999943,312.4081608,312.4081608,312.4081608,312.4081608,312.4081608,312.4081608,312.4081608,312.4081608,None,None,None,,,,296.1194952,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Arm_Z_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'L_Base_Z_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_Y_Back'}",movement,['movement'],R_Base_Y_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,1,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,312.4081608,312.4081608,None,,312.4081608,313.4081699,313.4081699,315.49934559999997,,,330.3503639,330.3503639,330.3503639,3,3.5819093000000066,333.9583549,333.9583549,333.9583549,333.9583549,333.9583549,333.9583549,333.9583549,333.9583549,None,None,None,312.4081608,312.4081608,,326.7042985,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Torso_Y_Back', 'L_Head_Y_For', 'R_Head_Y_For', 'L_Head_X_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_X_Back'}",laterality,['laterality'],R_Head_Y_For,2,1,robot,1,False,True,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,1,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,333.9583549,333.9583549,None,,333.9583549,334.9582331,334.9582331,337.04076630000003,,,351.7510693,351.7510693,351.7510693,3,1.797803100000067,353.59984049999997,360.6426022,353.59984049999997,360.6426022,353.59984049999997,360.6426022,353.59984049999997,360.6426022,19.351851851851848,4.776800500000036,space,333.9583549,333.9583549,6.97137390000006,348.1027608,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Head_Z_For', 'L_Head_X_For', 'R_Head_X_For', 'R_Arm_X_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Z_For'}",laterality,"['laterality', 'movement']",L_Head_X_For,1,2,robot,1,True,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,1,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,360.6426022,360.6426022,space,2.994172399999968,363.65823040000004,364.6583401,364.6583401,366.7361364,,,381.5005859,381.5005859,381.5005859,2,11.838997499999948,393.35820440000003,393.35820440000003,393.35820440000003,393.35820440000003,393.35820440000003,393.35820440000003,393.35820440000003,393.35820440000003,None,None,None,,,,377.8682849,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Head_X_Back', 'R_Head_Z_Back', 'L_Head_Z_Back', 'L_Base_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Head_X_Back'}",movement,"['localisation', 'movement']",L_Head_X_Back,0,2,robot,1,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\L_Head_X_Back.mp4,1,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,393.35820440000003,393.35820440000003,None,,393.35820440000003,394.35839749999997,394.35839749999997,396.4375369,,,411.30164840000003,411.30164840000003,411.30164840000003,1,11.382936799999982,422.7085566,422.7085566,422.7085566,422.7085566,422.7085566,422.7085566,422.7085566,422.7085566,None,None,None,393.35820440000003,393.35820440000003,,407.655461,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Torso_Z_For', 'R_Torso_X_Back', 'R_Base_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Torso_X_Back'}",localisation,"['laterality', 'localisation']",R_Base_Z_Back,2,2,robot,1,False,True,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,1,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,422.7085566,422.7085566,None,,422.7085566,423.7085172,423.7085172,425.78977890000004,,,440.41946609999997,440.41946609999997,440.41946609999997,2,9.480607000000134,449.950091,457.15471269999995,449.950091,457.15471269999995,449.950091,457.15471269999995,449.950091,457.15471269999995,27.685185185185183,6.1365646000000424,space,422.7085566,422.7085566,7.1492705,436.9176117,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Arm_X_For', 'L_Base_Z_Back', 'L_Base_X_For', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Arm_X_For', 'movement': 'L_Base_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_X_For,3,3,robot,1,True,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,1,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,457.15471269999995,457.15471269999995,space,2.200215200000059,459.37513029999997,460.3751683,460.3751683,462.45154929999995,,,477.0949608,477.0949608,477.0949608,3,5.851836900000023,482.97496399999994,482.97496399999994,482.97496399999994,482.97496399999994,482.97496399999994,482.97496399999994,482.97496399999994,482.97496399999994,None,None,None,,,,473.5692237,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Head_X_Back', 'L_Head_Z_Back', 'L_Arm_X_Back', 'L_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_X_Back,2,3,robot,1,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,1,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,482.97496399999994,482.97496399999994,None,,482.97496399999994,483.9751766,483.9751766,486.0460165,,,500.8610676,500.8610676,500.8610676,3,5.00590040000003,505.89174210000004,505.89174210000004,505.89174210000004,505.89174210000004,505.89174210000004,505.89174210000004,505.89174210000004,505.89174210000004,None,None,None,482.97496399999994,482.97496399999994,,497.23552779999994,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Head_Y_For', 'R_Head_Z_Back', 'R_Base_Y_For', 'R_Head_Y_Back']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Z_Back,1,3,robot,1,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,1,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,505.89174210000004,505.89174210000004,None,,505.89174210000004,506.8918455,506.8918455,508.9668442,,,523.7987056,523.7987056,523.7987056,2,1.3731542999999533,525.2166898,532.0348247,525.2166898,532.0348247,525.2166898,532.0348247,525.2166898,532.0348247,29.38271604938271,3.7150618000000577,space,505.89174210000004,505.89174210000004,6.771176500000081,520.1509266999999,,,,,,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0348247,532.0348247,532.0348247,c,2.6492902000000527,,,,,,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Arm_X_For', 'L_Torso_X_For', 'R_Torso_X_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Arm_X_For', 'movement': 'L_Torso_Z_Back'}",movement,"['laterality', 'movement']",L_Torso_Z_Back,3,2,robot,1,True,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,539.9086852,541.9818146,,,556.6663435,556.6663435,556.6663435,4,3.5138128000000393,560.2086016999999,560.2086016999999,560.2086016999999,560.2086016999999,560.2086016999999,560.2086016999999,560.2086016999999,560.2086016999999,None,None,None,,,,,,,,,,534.7249575000001,534.7249575000001,space,5.151301000000046,553.1683002,,,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Head_X_Back', 'R_Head_Y_For', 'R_Torso_X_For', 'L_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Y_For'}",localisation,"['laterality', 'localisation']",R_Torso_X_For,2,2,robot,1,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,560.2086016999999,562.2825553,,,577.1029742000001,577.1029742000001,577.1029742000001,3,6.773645800000111,583.9088119999999,583.9088119999999,583.9088119999999,583.9088119999999,583.9088119999999,583.9088119999999,583.9088119999999,583.9088119999999,None,None,None,,,,,,,,,,560.2086016999999,560.2086016999999,None,,573.4531155,560.2086016999999,560.2086016999999,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Arm_Z_For', 'L_Arm_Y_For', 'L_Base_Y_For', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_Z_For'}",laterality,"['laterality', 'localisation']",R_Arm_Y_Back,3,2,robot,1,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,1,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,583.9088119999999,585.995351,,,600.752514,600.752514,600.752514,4,4.987592600000028,605.7589627,605.7589627,605.7589627,605.7589627,605.7589627,605.7589627,605.7589627,605.7589627,None,None,None,,,,,,,,,,583.9088119999999,583.9088119999999,None,,597.1005863999999,583.9088119999999,583.9088119999999,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['R_Head_X_Back', 'R_Arm_Y_Back', 'L_Head_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_X_Back'}",movement,"['laterality', 'movement']",R_Head_X_Back,0,2,robot,1,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,605.7589627,607.8469995999999,,,622.6296087999999,622.6296087999999,622.6296087999999,2,3.942814100000021,626.5919650999999,626.5919650999999,626.5919650999999,626.5919650999999,626.5919650999999,626.5919650999999,626.5919650999999,626.5919650999999,None,None,None,,,,,,,,,,605.7589627,605.7589627,None,,619.0022951000001,605.7589627,605.7589627,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
"['L_Arm_Z_Back', 'R_Base_Z_For', 'L_Base_Y_For', 'L_Base_Z_Back']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Base_Y_For'}",movement,"['localisation', 'movement']",L_Base_Y_For,2,2,robot,1,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Y_For.mp4,1,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,626.5919650999999,628.6659884999999,,,643.3500299,643.3500299,643.3500299,3,2.646107200000017,646.0255380000001,646.0255380000001,646.0255380000001,646.0255380000001,646.0255380000001,646.0255380000001,646.0255380000001,646.0255380000001,None,None,None,,,,,,,,,,626.5919650999999,626.5919650999999,None,,639.7130969,626.5919650999999,626.5919650999999,,,1,001,2024-07-02_10h05.01.207,robot_cogshifting_sign,2022.2.5,59.963218561736426,
