sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_right_P_45', 'red_right_C_45', 'red_right_T_0', 'red_bottom_S_45']","{'color': 'blue_right_P_45', 'position': 'red_bottom_S_45', 'orientation': 'red_right_T_0'}",orientation,"['color', 'orientation', 'position']",red_right_T_0,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,278.77943619999996,278.77943619999996,None,,278.77943619999996,279.77975879999997,279.77975879999997,281.83875149999994,288.310569,290.3367342,290.3367342,290.3367342,290.3367342,3,3.4487307000000555,293.8426541,298.05727260000003,293.8426541,298.05727260000003,293.8426541,298.05727260000003,293.8426541,298.05727260000003,24.290123456790123,2.8536148999999114,space,278.77943619999996,278.77943619999996,4.1425874999999905,,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Head_Z_For', 'L_Head_X_For', 'L_Torso_Z_For', 'L_Head_Z_For']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_X_For'}",localisation,['localisation'],L_Torso_Z_For,2,1,robot,2,True,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,6,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,298.05727260000003,298.05727260000003,space,18.135108399999922,316.21279689999994,317.21308969999995,317.21308969999995,319.311918,,,334.08345369999995,334.08345369999995,334.08345369999995,3,3.4305806999999504,337.54630569999995,337.54630569999995,337.54630569999995,337.54630569999995,337.54630569999995,337.54630569999995,337.54630569999995,337.54630569999995,None,None,None,,,,330.4466234,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['L_Arm_Z_For', 'R_Arm_X_For', 'R_Arm_Z_For', 'R_Torso_Z_Back']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Arm_X_For'}",laterality,['laterality'],L_Arm_Z_For,0,1,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,6,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,337.54630569999995,337.54630569999995,None,,337.54630569999995,338.54628649999995,338.54628649999995,340.621402,,,355.43440079999993,355.43440079999993,355.43440079999993,2,10.81499040000017,366.2797472000001,366.2797472000001,366.2797472000001,366.2797472000001,366.2797472000001,366.2797472000001,366.2797472000001,366.2797472000001,None,None,None,337.54630569999995,337.54630569999995,,351.8062563,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Head_Z_Back', 'R_Head_Y_For', 'L_Head_Z_For', 'R_Arm_Z_Back']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_Y_For'}",movement,['movement'],R_Head_Y_For,1,1,robot,2,False,True,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,6,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,366.2797472000001,366.2797472000001,None,,366.2797472000001,367.2796638000001,367.2796638000001,369.3746622,,,384.18982760000006,384.18982760000006,384.18982760000006,2,3.060540800000126,387.3039758000001,391.6225550999999,387.3039758000001,391.6225550999999,387.3039758000001,391.6225550999999,387.3039758000001,391.6225550999999,34.166666666666664,3.11477119999995,space,366.2797472000001,366.2797472000001,4.264855199999829,380.5549666999999,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Base_Z_For', 'R_Arm_Y_Back', 'R_Arm_Z_For', 'L_Arm_Z_Back']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_Y_Back'}",movement,"['laterality', 'movement']",R_Arm_Y_Back,1,2,robot,2,True,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,6,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,391.6225550999999,391.6225550999999,space,4.379272800000081,396.0296138,397.0295861999999,397.0295861999999,399.1127396999999,,,413.89652220000005,413.89652220000005,413.89652220000005,2,5.608599199999844,419.529578,419.529578,419.529578,419.529578,419.529578,419.529578,419.529578,419.529578,None,None,None,,,,410.27290729999993,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['L_Arm_X_For', 'L_Base_Z_For', 'R_Arm_Z_For', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_X_For'}",localisation,"['localisation', 'movement']",L_Base_Z_For,1,2,robot,2,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Z_For.mp4,6,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,419.529578,419.529578,None,,419.529578,420.52998489999993,420.52998489999993,422.60886990000006,,,437.4878493,437.4878493,437.4878493,3,5.065840999999864,442.5795862000001,442.5795862000001,442.5795862000001,442.5795862000001,442.5795862000001,442.5795862000001,442.5795862000001,442.5795862000001,None,None,None,419.529578,419.529578,,433.8408725999999,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Arm_X_Back', 'L_Base_X_For', 'R_Base_Z_Back', 'R_Base_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Base_Z_Back'}",laterality,"['laterality', 'movement']",L_Base_X_For,1,2,robot,2,False,True,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,6,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,442.5795862000001,442.5795862000001,None,,442.5795862000001,443.57981469999993,443.57981469999993,445.65791449999995,,,460.23237159999996,460.23237159999996,460.23237159999996,4,13.545212199999924,473.82102539999994,478.7971338000001,473.82102539999994,478.7971338000001,473.82102539999994,478.7971338000001,473.82102539999994,478.7971338000001,33.85802469135802,3.802102300000115,space,442.5795862000001,442.5795862000001,4.924825999999939,456.7050885,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['L_Base_Y_For', 'L_Head_X_Back', 'L_Base_X_For', 'R_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_X_Back,1,3,robot,2,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,6,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,478.7971338000001,478.7971338000001,space,2.756704199999831,481.57973720000007,482.5797567999999,482.5797567999999,484.6579186,,,499.2879921,499.2879921,499.2879921,4,1.5932348999999704,500.91302740000003,500.91302740000003,500.91302740000003,500.91302740000003,500.91302740000003,500.91302740000003,500.91302740000003,500.91302740000003,None,None,None,,,,495.6405039,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Base_X_For', 'R_Head_Z_For', 'L_Head_X_For', 'R_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_X_For,2,3,robot,2,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,6,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,500.91302740000003,500.91302740000003,None,,500.91302740000003,501.91314019999993,501.91314019999993,503.9891521999999,,,518.6177379,518.6177379,518.6177379,3,6.416096299999936,525.0630606999999,525.0630606999999,525.0630606999999,525.0630606999999,525.0630606999999,525.0630606999999,525.0630606999999,525.0630606999999,None,None,None,500.91302740000003,500.91302740000003,,514.9815679,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Arm_X_For', 'L_Arm_X_Back', 'R_Head_X_For', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Arm_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_Z_Back,3,3,robot,2,False,True,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,6,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,525.0630606999999,525.0630606999999,None,,525.0630606999999,526.0631702,526.0631702,528.1368776999999,,,542.957063,542.957063,542.957063,2,5.675409700000046,548.6869032999999,552.6536144,548.6869032999999,552.6536144,548.6869032999999,552.6536144,548.6869032999999,552.6536144,37.25308641975308,2.805541200000107,space,525.0630606999999,525.0630606999999,3.9060517000000345,539.3085381,,,,,,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6536144,552.6536144,552.6536144,c,3.2514466999998604,,,,,,,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_H_45', 'red_left_X_45', 'blue_left_T_45', 'red_left_J_0']","{'color': 'blue_left_T_45', 'position': 'red_bottom_H_45', 'orientation': 'red_left_J_0'}",orientation,"['color', 'orientation']",red_left_J_0,3,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,559.1797946999999,561.2391798,,,570.1323024,570.1323024,570.1323024,4,2.332423800000015,572.4966874,572.4966874,572.4966874,572.4966874,572.4966874,572.4966874,572.4966874,572.4966874,None,None,None,,,,,,,,,,555.9478737999999,555.9478737999999,space,3.2135708000000704,567.9170656,570.1323024,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_left_J_0', 'blue_right_Z_0', 'blue_right_S_45', 'red_right_C_0']","{'color': 'red_right_C_0', 'position': 'blue_left_J_0', 'orientation': 'blue_right_S_45'}",orientation,"['color', 'orientation']",blue_right_S_45,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,572.4966874,574.5570422,,,582.8273628999999,582.8273628999999,582.8273628999999,3,3.036882500000047,585.8967174,585.8967174,585.8967174,585.8967174,585.8967174,585.8967174,585.8967174,585.8967174,None,None,None,,,,,,,,,,572.4966874,572.4966874,None,,580.8089948,582.8273628999999,572.4966874,572.4966874,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_bottom_D_45', 'red_bottom_T_45', 'blue_bottom_V_0', 'blue_left_D_45']","{'color': 'red_bottom_T_45', 'position': 'blue_left_D_45', 'orientation': 'blue_bottom_V_0'}",position,"['orientation', 'position']",blue_left_D_45,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,585.8967174,587.9557725000001,,,596.4299096999999,596.4299096999999,596.4299096999999,4,2.834566900000027,599.2966221999999,599.2966221999999,599.2966221999999,599.2966221999999,599.2966221999999,599.2966221999999,599.2966221999999,599.2966221999999,None,None,None,,,,,,,,,,585.8967174,585.8967174,None,,594.4056247,596.4299096999999,585.8967174,585.8967174,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_B_0', 'red_right_T_0', 'red_right_J_45', 'blue_right_D_0']","{'color': 'blue_right_D_0', 'position': 'red_bottom_B_0', 'orientation': 'red_right_J_45'}",position,"['orientation', 'position']",red_bottom_B_0,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,599.2966221999999,601.3555186,,,609.8219069,609.8219069,609.8219069,1,2.8036944999998923,612.6466915,612.6466915,612.6466915,612.6466915,612.6466915,612.6466915,612.6466915,612.6466915,None,None,None,,,,,,,,,,599.2966221999999,599.2966221999999,None,,607.8066455,609.8219069,599.2966221999999,599.2966221999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_C_0', 'red_left_F_0', 'blue_left_X_0', 'blue_left_M_45']","{'color': 'red_left_F_0', 'position': 'blue_right_C_0', 'orientation': 'blue_left_M_45'}",color,"['color', 'position']",red_left_F_0,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,612.6466915,614.7016413,,,623.1826809999999,623.1826809999999,623.1826809999999,2,3.0191388000000643,626.2299114000001,626.2299114000001,626.2299114000001,626.2299114000001,626.2299114000001,626.2299114000001,626.2299114000001,626.2299114000001,None,None,None,,,,,,,,,,612.6466915,612.6466915,None,,621.1588734999999,623.1826809999999,612.6466915,612.6466915,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
