sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject
"['L_Base_X_For', 'L_Arm_Y_For', 'L_Base_X_Back', 'L_Arm_Z_Back']",True,L_Arm_Y_For,4,robot,1,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Y_For.mp4,1
"['L_Torso_Y_Back', 'L_Arm_X_For', 'L_Torso_Y_For', 'L_Head_X_For']",False,R_Base_Z_For,4,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,1
"['R_Base_Z_Back', 'R_Arm_Z_Back', 'L_Arm_Y_For', 'R_Head_X_Back']",False,L_Arm_Z_For,4,robot,1,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,1
"['L_Torso_Z_For', 'R_Head_Z_For', 'R_Base_X_Back', 'L_Arm_X_Back']",True,R_Head_Z_For,4,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,1
"['R_Arm_Y_For', 'L_Arm_Y_For', 'R_Base_Z_For', 'L_Arm_X_Back']",False,L_Torso_Z_For,4,robot,1,False,True,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,1
"['L_Head_Y_For', 'R_Head_X_Back', 'L_Head_Y_Back', 'R_Head_Z_For', 'R_Head_Y_For', 'R_Arm_X_For']",True,L_Head_Y_For,6,robot,1,True,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,1
"['L_Torso_X_Back', 'L_Base_Z_For', 'L_Arm_Z_For', 'R_Arm_X_For', 'R_Torso_X_For', 'L_Head_Z_Back']",False,L_Head_Y_Back,6,robot,1,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,1
"['R_Base_X_Back', 'R_Base_X_For', 'R_Arm_Y_Back', 'L_Base_Y_For', 'L_Torso_X_Back', 'R_Torso_Z_For']",False,R_Arm_Y_For,6,robot,1,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,1
"['R_Arm_Z_For', 'L_Head_Z_Back', 'L_Arm_Y_For', 'L_Arm_Y_Back', 'L_Arm_X_For', 'R_Torso_Y_For']",True,R_Torso_Y_For,6,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,1
"['R_Torso_Z_Back', 'R_Head_Y_For', 'L_Head_X_For', 'L_Arm_X_For', 'R_Arm_Y_For', 'R_Head_Z_For']",True,R_Head_Z_For,6,robot,1,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,1
"['R_Head_Z_Back', 'L_Head_Y_For', 'R_Head_X_For', 'L_Torso_Z_For', 'L_Head_Z_Back', 'R_Torso_Z_Back']",False,L_Arm_Z_Back,6,robot,1,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,1
"['R_Torso_Z_Back', 'R_Head_Z_For', 'L_Arm_Z_For', 'R_Arm_Y_For', 'R_Base_Z_For', 'L_Arm_X_For']",True,R_Head_Z_For,6,robot,1,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,1
"['L_Arm_X_For', 'R_Torso_Z_Back', 'R_Head_Z_For', 'R_Torso_X_For', 'R_Base_Y_Back', 'R_Base_Y_For']",False,L_Head_Y_Back,6,robot,1,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,1
"['L_Head_X_Back', 'L_Base_X_For', 'R_Head_Y_Back', 'L_Torso_X_For', 'R_Base_Z_Back', 'R_Base_X_For']",False,L_Torso_Z_Back,6,robot,1,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,1
"['R_Arm_Z_Back', 'L_Torso_X_For', 'R_Torso_Z_Back', 'L_Arm_Y_Back', 'R_Arm_Y_Back', 'R_Base_X_Back']",True,R_Torso_Z_Back,6,robot,1,False,True,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,1
"['F', 'P', 'X', 'Z']",True,F,4,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R', 'P', 'F', 'G']",False,Z,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R', 'K', 'F', 'X']",False,G,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['W', 'V', 'P', 'G']",False,Z,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R', 'L', 'H', 'J']",False,C,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['M', 'D', 'C', 'R']",False,F,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['T', 'G', 'M', 'W']",True,W,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R', 'Q', 'G', 'F']",True,G,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['H', 'M', 'T', 'V']",True,M,4,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['P', 'N', 'M', 'V']",True,V,4,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['H', 'N', 'G', 'R', 'V', 'X']",True,N,6,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['V', 'M', 'Z', 'W', 'L', 'X']",True,M,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['N', 'B', 'C', 'L', 'Q', 'P']",False,X,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['F', 'D', 'J', 'X', 'T', 'N']",False,Z,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['F', 'X', 'P', 'S', 'Q', 'C']",True,X,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['X', 'G', 'B', 'F', 'K', 'N']",True,F,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['K', 'G', 'F', 'R', 'L', 'S']",False,X,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['K', 'N', 'B', 'V', 'Q', 'L']",True,B,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['G', 'M', 'X', 'F', 'L', 'Q']",False,S,6,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['C', 'S', 'W', 'G', 'B', 'V']",False,Q,6,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['V', 'W']",True,V,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['G', 'Z']",False,R,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['S', 'F']",False,Q,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['F', 'C']",False,J,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['X', 'Q']",True,Q,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['W', 'D']",False,Q,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['D', 'F']",True,D,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R', 'V']",True,V,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['P', 'D']",True,D,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['B', 'D']",False,J,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1
"['R_Head_Z_Back', 'L_Arm_Z_For', 'L_Torso_Z_Back', 'R_Base_Y_Back']",True,R_Head_Z_Back,4,robot,3,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,1
"['R_Arm_Y_For', 'L_Base_Y_For', 'L_Base_Y_Back', 'R_Arm_Z_Back']",False,L_Arm_Z_For,4,robot,3,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,1
"['R_Base_X_Back', 'R_Arm_Y_Back', 'L_Base_Y_Back', 'R_Torso_X_Back']",True,R_Arm_Y_Back,4,robot,3,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,1
"['L_Head_Y_Back', 'L_Base_Z_Back', 'R_Head_X_Back', 'R_Torso_X_For']",True,R_Head_X_Back,4,robot,3,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,1
"['R_Arm_Y_Back', 'R_Base_X_For', 'R_Torso_Z_For', 'R_Arm_Z_For']",False,L_Head_X_For,4,robot,3,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Head_X_For.mp4,1
"['L_Arm_Y_Back', 'L_Torso_X_Back', 'R_Head_Z_Back', 'L_Head_Z_Back']",True,L_Torso_X_Back,4,robot,3,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,1
"['R_Torso_X_For', 'R_Base_X_Back', 'R_Base_Z_Back', 'L_Torso_X_Back']",True,R_Base_Z_Back,4,robot,3,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,1
"['R_Arm_X_For', 'L_Torso_Z_For', 'L_Base_X_Back', 'L_Arm_X_Back']",False,R_Head_Z_Back,4,robot,3,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,1
"['L_Base_X_For', 'R_Head_Z_For', 'L_Base_Z_Back', 'R_Base_Y_Back']",False,R_Base_Y_For,4,robot,3,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_Y_For.mp4,1
"['L_Base_X_For', 'L_Base_X_Back', 'L_Torso_Y_For', 'R_Base_X_For']",False,R_Torso_Y_For,4,robot,3,False,True,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,1
"['L_Arm_Z_For', 'R_Torso_X_For', 'R_Head_Y_Back', 'L_Head_X_Back', 'L_Arm_X_Back', 'R_Torso_Z_Back']",True,R_Torso_Z_Back,6,robot,3,True,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,1
"['R_Torso_X_For', 'R_Base_Z_For', 'R_Torso_Y_Back', 'R_Torso_X_Back', 'L_Torso_Y_Back', 'L_Torso_Z_For']",True,R_Torso_Y_Back,6,robot,3,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,1
"['R_Base_X_For', 'R_Torso_Y_For', 'L_Torso_Z_Back', 'R_Head_Y_Back', 'L_Base_Z_For', 'L_Base_X_Back']",False,R_Base_X_Back,6,robot,3,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,1
"['L_Base_Z_Back', 'R_Base_X_For', 'R_Head_Z_For', 'L_Torso_Z_For', 'R_Head_X_Back', 'R_Head_Y_For']",False,L_Torso_Y_For,6,robot,3,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,1
"['R_Torso_X_Back', 'R_Torso_Z_Back', 'L_Arm_X_For', 'L_Torso_Z_Back', 'R_Base_Y_For', 'L_Arm_X_Back']",True,R_Torso_Z_Back,6,robot,3,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,1
"['L_Torso_X_For', 'L_Torso_Z_For', 'L_Base_Z_Back', 'L_Base_Y_Back', 'L_Arm_Z_For', 'R_Head_Z_For']",False,R_Arm_Y_For,6,robot,3,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,1
