sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_W_0', 'red_right_K_0', 'blue_right_T_0', 'red_right_K_45']","{'color': 'blue_right_T_0', 'position': 'red_top_W_0', 'orientation': 'red_right_K_45'}",orientation,"['color', 'orientation', 'position']",red_right_K_45,3,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,21,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,296.3468243004754,296.3468243004754,None,,296.3468243004754,297.3487777998671,305.8989605996758,308.1200341004878,308.1200341004878,308.1200341004878,308.1200341004878,4,1.459417199715972,309.63967240042984,315.9186466000974,309.63967240042984,315.9186466000974,309.63967240042984,315.9186466000974,309.63967240042984,315.9186466000974,34.84126984126984,5.0528451995924115,space,296.3468243004754,296.3468243004754,297.3487777998671,299.41950879991055,6.212168399244547,,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_Y_For', 'R_Head_Z_For', 'R_Base_Y_For', 'L_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_Z_For'}",movement,['movement'],R_Head_Z_For,1,1,robot,1,True,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,21,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,315.9186466000974,315.9186466000974,space,8.612864299677312,324.5523119997233,325.554277099669,,,342.4549928000197,342.4549928000197,342.4549928000197,3,22.03688200004399,364.5142914997414,364.5142914997414,364.5142914997414,364.5142914997414,364.5142914997414,364.5142914997414,364.5142914997414,364.5142914997414,None,None,None,,,,,,338.8137753000483,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_Y_Back', 'R_Head_Z_For', 'R_Base_Y_Back', 'L_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Head_Z_For'}",localisation,['localisation'],R_Base_Y_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,21,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,364.5142914997414,364.5142914997414,None,,364.5142914997414,365.5162725998089,,,382.4162245001644,382.4162245001644,382.4162245001644,3,2.7235494991764426,385.171624599956,385.171624599956,385.171624599956,385.171624599956,385.171624599956,385.171624599956,385.171624599956,385.171624599956,None,None,None,364.5142914997414,364.5142914997414,365.5162725998089,367.60371090006083,,378.7756930999458,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Head_Y_For', 'R_Arm_Y_Back', 'L_Arm_Z_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_For'}",laterality,['laterality'],R_Arm_Y_Back,1,1,robot,1,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,21,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,385.171624599956,385.171624599956,None,,385.171624599956,386.1735829003155,,,403.07357920054346,403.07357920054346,403.07357920054346,2,10.347171099856496,413.47731909994036,420.0068597001955,413.47731909994036,420.0068597001955,413.47731909994036,420.0068597001955,413.47731909994036,420.0068597001955,48.17460317460317,5.403367700055242,space,385.171624599956,385.171624599956,386.1735829003155,388.2610748996958,6.454236499965191,399.4330262001604,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Arm_Y_Back', 'R_Arm_Y_Back', 'R_Head_Y_For', 'R_Arm_X_For']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Arm_X_For'}",movement,"['laterality', 'movement']",R_Arm_X_For,3,2,robot,1,True,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,21,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,420.0068597001955,420.0068597001955,space,23.932527099736035,443.97068290039897,444.9726943997666,,,461.9059888003394,461.9059888003394,461.9059888003394,3,11.161628699861467,473.0947102000937,473.0947102000937,473.0947102000937,473.0947102000937,473.0947102000937,473.0947102000937,473.0947102000937,473.0947102000937,None,None,None,,,,,,458.2655306002125,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Arm_Y_For', 'R_Arm_Y_Back', 'L_Arm_Z_Back', 'L_Base_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_Z_Back'}",localisation,"['localisation', 'movement']",L_Base_Y_For,3,2,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,21,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,473.0947102000937,473.0947102000937,None,,473.0947102000937,474.0966261001304,,,490.8963969005272,490.8963969005272,490.8963969005272,4,4.699633399955928,495.62232830002904,495.62232830002904,495.62232830002904,495.62232830002904,495.62232830002904,495.62232830002904,495.62232830002904,495.62232830002904,None,None,None,473.0947102000937,473.0947102000937,474.0966261001304,476.1841766005382,,487.35608190018684,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Torso_Y_For', 'L_Torso_X_Back', 'L_Torso_Y_For', 'L_Base_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_X_Back'}",laterality,"['laterality', 'localisation']",R_Torso_Y_For,0,2,robot,1,False,True,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,21,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,495.62232830002904,495.62232830002904,None,,495.62232830002904,496.6243276000023,,,513.4574523000047,513.4574523000047,513.4574523000047,1,3.762632000260055,517.2816468002275,522.5753950998187,517.2816468002275,522.5753950998187,517.2816468002275,522.5753950998187,517.2816468002275,522.5753950998187,45.0,3.1995222000405192,space,495.62232830002904,495.62232830002904,496.6243276000023,498.7117904005572,5.2432917999103665,509.91715910006315,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_Z_Back', 'L_Base_Y_Back', 'L_Torso_Z_For', 'L_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Base_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Z_For,2,3,robot,1,True,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,21,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,522.5753950998187,522.5753950998187,space,4.995977600105107,527.6019689999521,528.6039546998218,,,545.3535868003964,545.3535868003964,545.3535868003964,2,11.13789280038327,556.5088555002585,556.5088555002585,556.5088555002585,556.5088555002585,556.5088555002585,556.5088555002585,556.5088555002585,556.5088555002585,None,None,None,,,,,,541.7130863005295,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_Y_For', 'R_Base_X_For', 'L_Head_X_Back', 'R_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_X_Back,2,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,21,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,556.5088555002585,556.5088555002585,None,,556.5088555002585,557.5108550004661,,,574.3272441998124,574.3272441998124,574.3272441998124,3,3.1165233002975583,577.4667744999751,577.4667744999751,577.4667744999751,577.4667744999751,577.4667744999751,577.4667744999751,577.4667744999751,577.4667744999751,None,None,None,556.5088555002585,556.5088555002585,557.5108550004661,559.5983124002814,,570.6867609005421,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_X_For', 'R_Head_X_Back', 'R_Base_Y_For', 'L_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Base_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Base_Y_For,2,3,robot,1,False,True,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_Y_For.mp4,21,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,577.4667744999751,577.4667744999751,None,,577.4667744999751,578.4687222996727,,,595.2183774001896,595.2183774001896,595.2183774001896,3,14.082768000662327,609.3628981001675,614.2391710001975,609.3628981001675,614.2391710001975,609.3628981001675,614.2391710001975,609.3628981001675,614.2391710001975,56.74603174603175,4.000384100712836,space,577.4667744999751,577.4667744999751,578.4687222996727,580.5561950001866,4.809224899858236,591.6113344002515,,,,,,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.2391710001975,614.2391710001975,614.2391710001975,c,76.04407639987767,,,,,,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Head_Y_For', 'R_Head_Z_Back', 'L_Arm_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_For'}",movement,"['laterality', 'localisation', 'movement']",L_Head_Y_For,0,3,robot,1,True,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,21,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,704.6504359999672,,,721.5336484005675,721.5336484005675,721.5336484005675,4,22.710280099883676,744.2617378998548,744.2617378998548,744.2617378998548,744.2617378998548,744.2617378998548,744.2617378998548,744.2617378998548,744.2617378998548,None,None,None,,,,,,,,,,,,690.3389208000153,690.3389208000153,space,14.28197729960084,717.9098559999838,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Torso_Y_For', 'L_Base_Y_Back', 'L_Torso_Y_For', 'L_Torso_X_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,0,3,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,21,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,744.2617378998548,,,761.1115822996944,761.1115822996944,761.1115822996944,2,10.828141500242054,771.9662488000467,771.9662488000467,771.9662488000467,771.9662488000467,771.9662488000467,771.9662488000467,771.9662488000467,771.9662488000467,None,None,None,,,,746.3491601999849,,,,,,,,744.2617378998548,744.2617378998548,None,,757.4711076002568,744.2617378998548,744.2617378998548,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Arm_Z_Back', 'R_Head_Z_Back', 'L_Head_Z_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Head_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_Z_Back,0,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,21,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,771.9662488000467,,,788.8829041998833,788.8829041998833,788.8829041998833,1,5.912540999241173,794.8279042998329,794.8279042998329,794.8279042998329,794.8279042998329,794.8279042998329,794.8279042998329,794.8279042998329,794.8279042998329,None,None,None,,,,774.0704482002184,,,,,,,,771.9662488000467,771.9662488000467,None,,785.2257173005491,771.9662488000467,771.9662488000467,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Base_Z_Back', 'R_Base_Y_Back', 'R_Base_Z_For', 'R_Head_Z_For']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Base_Y_Back,1,3,robot,1,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,21,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,794.8279042998329,,,811.7278596004471,811.7278596004471,811.7278596004471,2,7.89202200062573,819.6434252001345,819.6434252001345,819.6434252001345,819.6434252001345,819.6434252001345,819.6434252001345,819.6434252001345,819.6434252001345,None,None,None,,,,796.9153740005568,,,,,,,,794.8279042998329,794.8279042998329,None,,808.0706727001816,794.8279042998329,794.8279042998329,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
