sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Torso_Y_Back', 'R_Torso_Z_Back']",False,R_Arm_X_Back,2,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,4,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,209.65293619999989,209.65293619999989,None,,218.10534630000006,210.73298320000004,,,,219.20282640000005,219.20282640000005,219.20282640000005,n,2.8419414999999617,222.85665449999988,222.85665449999988,222.85665449999988,222.85665449999988,222.85665449999988,222.85665449999988,222.85665449999988,222.85665449999988,None,None,None,209.65293619999989,209.65293619999989,,214.47384069999998,219.20282640000005,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['L_Torso_X_Back', 'L_Head_X_Back']",True,L_Torso_X_Back,2,robot,2,False,True,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,4,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,222.85665449999988,222.85665449999988,None,,231.34291280000002,232.43662429999995,,,,232.43662429999995,232.43662429999995,232.43662429999995,c,5.302155200000129,237.79150289999984,249.56061999999997,237.79150289999984,249.56061999999997,237.79150289999984,249.56061999999997,237.79150289999984,249.56061999999997,4.537037037037034,3.4548597999998947,space,222.85665449999988,222.85665449999988,11.707951900000012,227.7024853999999,232.43662429999995,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['L_Arm_X_For', 'L_Head_Y_Back', 'R_Head_Y_For', 'L_Torso_Y_For']",True,R_Head_Y_For,4,robot,2,True,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,4,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,249.56061999999997,249.56061999999997,space,5.6119857000002185,271.15967179999984,272.2447288999999,,,,272.2447288999999,272.2447288999999,272.2447288999999,c,2.919152600000075,275.8859998999999,275.8859998999999,275.8859998999999,275.8859998999999,275.8859998999999,275.8859998999999,275.8859998999999,275.8859998999999,None,None,None,,,,267.5137345999999,272.2447288999999,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['L_Torso_Z_Back', 'L_Head_Y_For', 'R_Base_Z_Back', 'L_Arm_Y_For']",True,L_Torso_Z_Back,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,4,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,275.8859998999999,275.8859998999999,None,,291.5584501999999,292.6501005,,,,292.6501005,292.6501005,292.6501005,n,3.8665886000002274,296.54855180000004,296.54855180000004,296.54855180000004,296.54855180000004,296.54855180000004,296.54855180000004,296.54855180000004,296.54855180000004,None,None,None,275.8859998999999,275.8859998999999,,287.9158602,292.6501005,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['L_Base_Y_For', 'L_Base_X_For', 'R_Base_Y_For', 'L_Head_Y_Back']",False,L_Torso_X_For,4,robot,2,False,True,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,4,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,296.54855180000004,296.54855180000004,None,,312.25591770000005,297.6306024999999,,,,313.36347520000004,313.36347520000004,313.36347520000004,c,7.4562921000000415,320.8828194,328.53385149999986,320.8828194,328.53385149999986,320.8828194,328.53385149999986,320.8828194,328.53385149999986,15.18518518518518,6.3324947000000975,space,296.54855180000004,296.54855180000004,7.58422250000001,308.6304132,313.36347520000004,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['R_Head_X_Back', 'L_Base_Y_Back', 'R_Arm_Z_For', 'L_Base_Z_For', 'L_Head_Y_For', 'L_Head_Y_Back']",True,L_Head_Y_Back,6,robot,2,True,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,4,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,328.53385149999986,328.53385149999986,space,2.828920599999833,354.6771779999999,355.76439400000004,,,,355.76439400000004,355.76439400000004,355.76439400000004,c,3.1513872000001584,359.41551819999995,359.41551819999995,359.41551819999995,359.41551819999995,359.41551819999995,359.41551819999995,359.41551819999995,359.41551819999995,None,None,None,,,,351.04287610000006,355.76439400000004,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['R_Head_Z_For', 'R_Arm_X_Back', 'L_Base_Y_Back', 'L_Arm_Y_Back', 'L_Head_Z_For', 'L_Arm_Z_Back']",True,R_Head_Z_For,6,robot,2,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,4,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,359.41551819999995,359.41551819999995,None,,382.6870758,383.76395149999985,,,,383.76395149999985,383.76395149999985,383.76395149999985,c,2.8319422000000714,387.4022536,387.4022536,387.4022536,387.4022536,387.4022536,387.4022536,387.4022536,387.4022536,None,None,None,359.41551819999995,359.41551819999995,,379.0643146,383.76395149999985,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['R_Torso_Z_For', 'R_Arm_Z_Back', 'L_Head_Y_For', 'L_Arm_Z_For', 'R_Base_Y_Back', 'L_Base_X_For']",False,L_Base_Y_For,6,robot,2,False,True,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,4,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,387.4022536,387.4022536,None,,410.6609248,411.764586,,,,411.764586,411.764586,411.764586,n,3.0879192000001012,415.3358736,419.00492970000005,415.3358736,419.00492970000005,415.3358736,419.00492970000005,415.3358736,419.00492970000005,20.586419753086417,2.3257315999999264,space,387.4022536,387.4022536,3.6106986999999435,407.0778728999999,411.764586,,,,,,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.00492970000005,419.00492970000005,419.00492970000005,c,3.582156500000224,,,,,,,,,,,,,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['P', 'J', 'F', 'X', 'R', 'S']",False,N,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,441.14745949999997,442.23373790000005,,,,,,,,,452.85366939999994,452.85366939999994,452.85366939999994,452.85366939999994,452.85366939999994,452.85366939999994,452.85366939999994,452.85366939999994,None,None,None,,,,,,,,,,,422.6194596999999,422.6194596999999,space,4.383269499999983,439.1320541,441.14745949999997,442.23373790000005,442.23373790000005,442.23373790000005,442.23373790000005,n,10.424992000000088,,,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['W', 'R', 'N', 'L', 'P', 'V']",True,W,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,466.7719711,453.9139246,,,,,,,,,469.87125649999984,469.87125649999984,469.87125649999984,469.87125649999984,469.87125649999984,469.87125649999984,469.87125649999984,469.87125649999984,None,None,None,,,,,,,,,,,452.85366939999994,452.85366939999994,None,,464.5597184999999,466.7719711,467.8466788999999,467.8466788999999,467.8466788999999,467.8466788999999,c,1.9496663999999555,452.85366939999994,452.85366939999994,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['P', 'M', 'H', 'K', 'B', 'G']",False,V,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,483.97014450000006,485.0271473999999,,,,,,,,,486.6475648999999,486.6475648999999,486.6475648999999,486.6475648999999,486.6475648999999,486.6475648999999,486.6475648999999,486.6475648999999,None,None,None,,,,,,,,,,,469.87125649999984,469.87125649999984,None,,481.7593313,483.97014450000006,485.0271473999999,485.0271473999999,485.0271473999999,485.0271473999999,n,1.440624400000047,469.87125649999984,469.87125649999984,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['P', 'W', 'V', 'K', 'Z', 'R']",False,C,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,500.56102740000006,501.6265011999999,,,,,,,,,503.85066299999994,503.85066299999994,503.85066299999994,503.85066299999994,503.85066299999994,503.85066299999994,503.85066299999994,503.85066299999994,None,None,None,,,,,,,,,,,486.6475648999999,486.6475648999999,None,,498.54965189999984,500.56102740000006,501.6265011999999,501.6265011999999,501.6265011999999,501.6265011999999,n,2.0579111000000694,486.6475648999999,486.6475648999999,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['W', 'C', 'F', 'J', 'M', 'Q']",True,F,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,518.1714729999999,519.2242690999999,,,,,,,,,520.6539410999999,520.6539410999999,520.6539410999999,520.6539410999999,520.6539410999999,520.6539410999999,520.6539410999999,520.6539410999999,None,None,None,,,,,,,,,,,503.85066299999994,503.85066299999994,None,,515.9555723999999,518.1714729999999,519.2242690999999,519.2242690999999,519.2242690999999,519.2242690999999,c,1.2835708000001205,503.85066299999994,503.85066299999994,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['S', 'N', 'F', 'T', 'Q', 'X']",True,Q,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,534.768836,535.8239103999999,,,,,,,,,537.2475075,537.2475075,537.2475075,537.2475075,537.2475075,537.2475075,537.2475075,537.2475075,None,None,None,,,,,,,,,,,520.6539410999999,520.6539410999999,None,,532.7522653999999,534.768836,535.8239103999999,535.8239103999999,535.8239103999999,535.8239103999999,c,1.3717801000001373,520.6539410999999,520.6539410999999,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['H', 'W', 'C', 'Z', 'S', 'P']",True,P,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,551.5712882,552.6298990999999,,,,,,,,,559.8673285,559.8673285,559.8673285,559.8673285,559.8673285,559.8673285,559.8673285,559.8673285,None,None,None,,,,,,,,,,,537.2475075,537.2475075,None,,549.3557320999998,551.5712882,552.6298990999999,552.6298990999999,552.6298990999999,552.6298990999999,c,7.164573599999926,537.2475075,537.2475075,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
"['J', 'D', 'K', 'S', 'M', 'N']",False,Q,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,574.3788448,575.4402143,,,,,,,,,578.0711815,578.0711815,578.0711815,578.0711815,578.0711815,578.0711815,578.0711815,578.0711815,None,None,None,,,,,,,,,,,559.8673285,559.8673285,None,,572.3643629999999,574.3788448,575.4402143,575.4402143,575.4402143,575.4402143,n,2.443966400000022,559.8673285,559.8673285,,,4,001,2024-06-27_14h11.15.725,robot_sternberg_sign,2022.2.5,59.916117435570385,
