sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_bottom_X_45', 'blue_bottom_M_0', 'blue_top_C_45', 'blue_bottom_F_45']","{'color': 'red_bottom_X_45', 'position': 'blue_top_C_45', 'orientation': 'blue_bottom_M_0'}",position,"['color', 'orientation', 'position']",blue_top_C_45,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,313.24152760000004,313.24152760000004,None,,313.24152760000004,314.241877,314.241877,316.31305280000004,322.9988402,325.2196356,325.2196356,325.2196356,325.2196356,3,2.621213199999957,327.8833173,331.1114271,327.8833173,331.1114271,327.8833173,331.1114271,327.8833173,331.1114271,69.96913580246914,2.744344100000035,space,313.24152760000004,313.24152760000004,3.172470800000056,,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Torso_Z_For', 'L_Torso_Z_Back', 'L_Torso_Y_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Torso_Y_Back'}",movement,['movement'],L_Torso_Y_Back,2,1,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,2,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,331.1114271,331.1114271,space,1.5616812000000238,332.6914579,333.69157640000003,333.69157640000003,335.7859772,,,350.3205699,350.3205699,350.3205699,3,1.1120321999999447,351.45824150000004,351.45824150000004,351.45824150000004,351.45824150000004,351.45824150000004,351.45824150000004,351.45824150000004,351.45824150000004,None,None,None,,,,346.6809933,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Arm_X_Back', 'R_Torso_X_For', 'L_Arm_X_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Arm_Y_Back'}",laterality,['laterality'],L_Arm_X_Back,2,1,robot,2,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,2,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,351.45824150000004,351.45824150000004,None,,351.45824150000004,352.45835700000003,352.45835700000003,354.54556610000003,,,369.4161733,369.4161733,369.4161733,3,1.1531349999999776,370.591668,370.591668,370.591668,370.591668,370.591668,370.591668,370.591668,370.591668,None,None,None,351.45824150000004,351.45824150000004,,365.7706276,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Torso_Y_For', 'R_Base_Y_For', 'R_Torso_X_For', 'L_Torso_Y_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Torso_X_For'}",localisation,['localisation'],R_Base_Y_For,1,1,robot,2,False,True,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\R_Base_Y_For.mp4,2,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,370.591668,370.591668,None,,370.591668,371.5918103,371.5918103,373.666804,,,388.35230870000004,388.35230870000004,388.35230870000004,2,0.9758747999999997,389.38300830000003,396.34127390000003,389.38300830000003,396.34127390000003,389.38300830000003,396.34127390000003,389.38300830000003,396.34127390000003,38.64197530864198,6.385883399999955,space,370.591668,370.591668,6.88891009999999,384.8362924,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Arm_Z_For', 'R_Base_Y_For', 'L_Arm_Y_For', 'R_Arm_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Arm_Z_For'}",localisation,"['laterality', 'localisation']",R_Base_Y_For,1,2,robot,2,True,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,2,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,396.34127390000003,396.34127390000003,space,1.1559341999999475,397.5250794,398.52516349999996,398.52516349999996,400.62032020000004,,,415.31385620000003,415.31385620000003,415.31385620000003,3,2.014120300000073,417.35834940000007,417.35834940000007,417.35834940000007,417.35834940000007,417.35834940000007,417.35834940000007,417.35834940000007,417.35834940000007,None,None,None,,,,411.8048219,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Arm_Z_For', 'L_Head_Z_For', 'R_Head_Z_For', 'L_Head_Y_For']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'movement']",R_Head_Z_For,2,2,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,2,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,417.35834940000007,417.35834940000007,None,,417.35834940000007,418.35855349999997,418.35855349999997,420.43365830000005,,,435.25162320000004,435.25162320000004,435.25162320000004,3,1.8996727000000107,437.17473110000003,437.17473110000003,437.17473110000003,437.17473110000003,437.17473110000003,437.17473110000003,437.17473110000003,437.17473110000003,None,None,None,417.35834940000007,417.35834940000007,,431.6173447,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Torso_X_Back', 'L_Torso_Y_Back', 'L_Torso_X_Back', 'L_Arm_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Arm_X_For', 'movement': 'L_Torso_Y_Back'}",movement,"['localisation', 'movement']",L_Torso_Y_Back,1,2,robot,2,False,True,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,2,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,437.17473110000003,437.17473110000003,None,,437.17473110000003,438.1752222,438.1752222,440.2549474,,,455.0025942,455.0025942,455.0025942,3,4.957297899999972,460.01659010000003,462.9601387,460.01659010000003,462.9601387,460.01659010000003,462.9601387,460.01659010000003,462.9601387,66.88271604938271,2.216589299999896,space,437.17473110000003,437.17473110000003,2.895048999999986,451.3558206,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Base_Y_Back', 'L_Torso_X_For', 'R_Base_X_For', 'L_Base_X_Back']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Base_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_X_For,2,3,robot,2,True,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,2,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,462.9601387,462.9601387,space,1.1674325000000323,464.1585209,465.15860440000006,465.15860440000006,467.2421571,,,481.86432479999996,481.86432479999996,481.86432479999996,3,2.576491499999989,484.4584503,484.4584503,484.4584503,484.4584503,484.4584503,484.4584503,484.4584503,484.4584503,None,None,None,,,,478.2623929,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Base_X_For', 'R_Base_Y_For', 'R_Base_X_Back', 'R_Torso_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Base_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Base_Y_For,1,3,robot,2,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,2,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,484.4584503,484.4584503,None,,484.4584503,485.4585266,485.4585266,487.53432369999996,,,502.24982439999997,502.24982439999997,502.24982439999997,4,2.2142419000000615,504.49181540000006,504.49181540000006,504.49181540000006,504.49181540000006,504.49181540000006,504.49181540000006,504.49181540000006,504.49181540000006,None,None,None,484.4584503,484.4584503,,498.61132810000004,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Head_Y_For', 'L_Torso_Y_For', 'R_Torso_Y_Back', 'L_Torso_X_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Head_Y_For', 'movement': 'L_Torso_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Y_For,0,3,robot,2,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,2,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,504.49181540000006,504.49181540000006,None,,504.49181540000006,505.49209440000004,505.49209440000004,507.56724270000007,,,522.37069,522.37069,522.37069,3,7.109524800000045,529.5327665,532.5813112,529.5327665,532.5813112,529.5327665,532.5813112,529.5327665,532.5813112,59.783950617283956,2.4164971999999807,space,504.49181540000006,504.49181540000006,3.0111228999999327,518.7316189000001,,,,,,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.5813112,532.5813112,532.5813112,c,2.1630118000000635,,,,,,,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_top_X_45', 'red_right_Q_45', 'red_top_W_0', 'blue_top_F_45']","{'color': 'blue_top_F_45', 'position': 'red_right_Q_45', 'orientation': 'red_top_W_0'}",orientation,"['orientation', 'position']",red_top_W_0,2,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,536.6087764,538.6626032,,,547.5373345,547.5373345,547.5373345,3,2.0401402000000104,549.6088844,549.6088844,549.6088844,549.6088844,549.6088844,549.6088844,549.6088844,549.6088844,None,None,None,,,,,,,,,,534.7926325,534.7926325,space,1.7845800999999852,545.5222172,547.5373345,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_K_45', 'blue_bottom_S_0', 'red_left_L_0', 'red_bottom_R_0']","{'color': 'blue_bottom_S_0', 'position': 'red_left_L_0', 'orientation': 'red_bottom_K_45'}",position,"['orientation', 'position']",red_left_L_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,549.6088844,551.6654374,,,560.5819605,560.5819605,560.5819605,3,2.0255743999999964,562.6256575,562.6256575,562.6256575,562.6256575,562.6256575,562.6256575,562.6256575,562.6256575,None,None,None,,,,,,,,,,549.6088844,549.6088844,None,,558.3684483000001,560.5819605,549.6088844,549.6088844,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_R_45', 'red_left_X_0', 'red_left_F_45', 'blue_left_M_45']","{'color': 'blue_left_M_45', 'position': 'red_bottom_R_45', 'orientation': 'red_left_X_0'}",color,"['color', 'orientation']",blue_left_M_45,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,562.6256575,564.676961,,,573.5657491000001,573.5657491000001,573.5657491000001,4,2.0911365999999276,575.6754859,575.6754859,575.6754859,575.6754859,575.6754859,575.6754859,575.6754859,575.6754859,None,None,None,,,,,,,,,,562.6256575,562.6256575,None,,571.3450272,573.5657491000001,562.6256575,562.6256575,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_K_0', 'red_top_D_0', 'red_bottom_C_45', 'blue_bottom_H_0']","{'color': 'blue_bottom_H_0', 'position': 'red_top_D_0', 'orientation': 'red_bottom_C_45'}",position,"['orientation', 'position']",red_top_D_0,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,575.6754859,577.7333159,,,586.6136692,586.6136692,586.6136692,2,2.482971600000056,589.1256005,589.1256005,589.1256005,589.1256005,589.1256005,589.1256005,589.1256005,589.1256005,None,None,None,,,,,,,,,,575.6754859,575.6754859,None,,584.3985398,586.6136692,575.6754859,575.6754859,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_top_B_45', 'blue_bottom_K_45', 'red_bottom_H_0', 'red_bottom_N_45']","{'color': 'blue_bottom_K_45', 'position': 'red_top_B_45', 'orientation': 'red_bottom_H_0'}",color,"['color', 'orientation']",blue_bottom_K_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,589.1256005,591.1861702,,,600.0547954,600.0547954,600.0547954,2,1.001801100000094,601.0755401,601.0755401,601.0755401,601.0755401,601.0755401,601.0755401,601.0755401,601.0755401,None,None,None,,,,,,,,,,589.1256005,589.1256005,None,,597.8333690000001,600.0547954,589.1256005,589.1256005,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
