sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
S,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,8,8,8,,,,,,,,,,,,,106.12905049999995,106.12905049999995,None,,106.12905049999995,107.19496659999982,107.19496659999982,107.19496659999982,107.19496659999982,107.19496659999982,109.22765519999984,c,109.22765519999984,109.22765519999984,109.22765519999984,109.22765519999984,109.22765519999984,109.22765519999984,109.22765519999984,109.22765519999984,None,None,None,106.12905049999995,106.12905049999995,1.9360326000000896,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
F,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,9,9,9,,,,,,,,,,,,,109.22765519999984,109.22765519999984,None,,109.22765519999984,110.2967299999998,110.2967299999998,110.2967299999998,110.2967299999998,110.2967299999998,112.33390220000001,n,112.33390220000001,112.33390220000001,112.33390220000001,112.33390220000001,112.33390220000001,112.33390220000001,112.33390220000001,112.33390220000001,None,None,None,109.22765519999984,109.22765519999984,1.1781650000000354,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,10,10,10,,,,,,,,,,,,,112.33390220000001,112.33390220000001,None,,112.33390220000001,,113.41474259999995,113.41474259999995,113.41474259999995,113.41474259999995,115.4477301999998,n,115.4477301999998,115.4477301999998,115.4477301999998,115.4477301999998,115.4477301999998,115.4477301999998,115.4477301999998,115.4477301999998,None,None,None,112.33390220000001,112.33390220000001,0.9635064000001421,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
F,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,23,0,0,0,0,0,11,11,11,,,,,,,,,,,,,115.4477301999998,115.4477301999998,None,,115.4477301999998,116.51219229999992,116.51219229999992,116.51219229999992,116.51219229999992,116.51219229999992,118.57697259999986,None,118.57697259999986,124.82537949999983,118.57697259999986,124.82537949999983,118.57697259999986,124.82537949999983,118.57697259999986,124.82537949999983,16.882716049382715,4.733485900000005,space,115.4477301999998,115.4477301999998,,6.200086300000066,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
P,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,12,12,12,,,,,,,,,,,,,124.82537949999983,124.82537949999983,space,1.8884673000002294,126.73172239999985,127.80198339999993,127.80198339999993,127.80198339999993,127.80198339999993,127.80198339999993,130.02377409999986,None,130.02377409999986,130.02377409999986,130.02377409999986,130.02377409999986,130.02377409999986,130.02377409999986,130.02377409999986,130.02377409999986,None,None,None,,,,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
B,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,13,13,13,,,,,,,,,,,,,130.02377409999986,130.02377409999986,None,,130.02377409999986,131.0968381,131.0968381,131.0968381,131.0968381,131.0968381,133.1241505999999,None,133.1241505999999,133.1241505999999,133.1241505999999,133.1241505999999,133.1241505999999,133.1241505999999,133.1241505999999,133.1241505999999,None,None,None,130.02377409999986,130.02377409999986,,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,14,14,14,,,,,,,,,,,,,133.1241505999999,133.1241505999999,None,,133.1241505999999,134.1975157999998,134.1975157999998,134.1975157999998,134.1975157999998,134.1975157999998,136.22422269999993,n,136.22422269999993,136.22422269999993,136.22422269999993,136.22422269999993,136.22422269999993,136.22422269999993,136.22422269999993,136.22422269999993,None,None,None,133.1241505999999,133.1241505999999,0.6997279000001981,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,15,15,15,,,,,,,,,,,,,136.22422269999993,136.22422269999993,None,,136.22422269999993,137.29560129999982,137.29560129999982,137.29560129999982,137.29560129999982,137.29560129999982,139.3308791999998,c,139.3308791999998,139.3308791999998,139.3308791999998,139.3308791999998,139.3308791999998,139.3308791999998,139.3308791999998,139.3308791999998,None,None,None,136.22422269999993,136.22422269999993,1.1221921999999722,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
B,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,23,0,0,0,0,0,16,16,16,,,,,,,,,,,,,139.3308791999998,139.3308791999998,None,,139.3308791999998,140.3946630999999,140.3946630999999,140.3946630999999,140.3946630999999,140.3946630999999,142.42138739999996,None,142.42138739999996,142.42138739999996,142.42138739999996,142.42138739999996,142.42138739999996,142.42138739999996,142.42138739999996,142.42138739999996,None,None,None,139.3308791999998,139.3308791999998,,,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
B,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,23,0,0,0,0,0,17,17,17,,,,,,,,,,,,,142.42138739999996,142.42138739999996,None,,142.42138739999996,143.49447509999982,143.49447509999982,143.49447509999982,143.49447509999982,143.49447509999982,145.55386809999982,n,145.55386809999982,148.7501739999998,145.55386809999982,148.7501739999998,145.55386809999982,148.7501739999998,145.55386809999982,148.7501739999998,22.901234567901227,2.224700799999937,space,142.42138739999996,142.42138739999996,1.4844668000000638,3.1513972000000194,,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Torso_Z_Back,False,1,robot,1,True,False,robot_stimuli\L_Torso_Z_Back.mp4,23,0,0,0,0,0,18,18,18,,,,,,,,,,,,,148.7501739999998,148.7501739999998,space,3.804548000000068,152.58161359999986,153.6991191999998,,153.6991191999998,153.6991191999998,153.6991191999998,,None,157.19717109999988,157.19717109999988,157.19717109999988,157.19717109999988,157.19717109999988,157.19717109999988,157.19717109999988,157.19717109999988,None,None,None,,,,,153.6991191999998,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Torso_Z_Back,True,1,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,23,0,0,0,0,0,19,19,19,,,,,,,,,,,,,157.19717109999988,157.19717109999988,None,,157.19717109999988,158.28939259999993,,158.28939259999993,158.28939259999993,158.28939259999993,,c,161.7984760999998,161.7984760999998,161.7984760999998,161.7984760999998,161.7984760999998,161.7984760999998,161.7984760999998,161.7984760999998,None,None,None,157.19717109999988,157.19717109999988,1.8405973000001268,,158.28939259999993,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,23,0,0,0,0,0,20,20,20,,,,,,,,,,,,,161.7984760999998,161.7984760999998,None,,161.7984760999998,162.89307439999993,,162.89307439999993,162.89307439999993,162.89307439999993,,n,166.48336419999987,166.48336419999987,166.48336419999987,166.48336419999987,166.48336419999987,166.48336419999987,166.48336419999987,166.48336419999987,None,None,None,161.7984760999998,161.7984760999998,2.2134651000001213,,162.89307439999993,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,23,0,0,0,0,0,21,21,21,,,,,,,,,,,,,166.48336419999987,166.48336419999987,None,,166.48336419999987,,,167.59298379999996,167.59298379999996,167.59298379999996,,n,171.24875409999981,171.24875409999981,171.24875409999981,171.24875409999981,171.24875409999981,171.24875409999981,171.24875409999981,171.24875409999981,None,None,None,166.48336419999987,166.48336419999987,1.7285395000001245,,167.59298379999996,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Arm_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,23,0,0,0,0,0,22,22,22,,,,,,,,,,,,,171.24875409999981,171.24875409999981,None,,171.24875409999981,172.3394953999998,,172.3394953999998,172.3394953999998,172.3394953999998,,c,175.9823331,175.9823331,175.9823331,175.9823331,175.9823331,175.9823331,175.9823331,175.9823331,None,None,None,171.24875409999981,171.24875409999981,2.1343891000003623,,172.3394953999998,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Arm_Z_Back,False,1,robot,1,False,True,robot_stimuli\L_Arm_Z_Back.mp4,23,0,0,0,0,0,23,23,23,,,,,,,,,,,,,175.9823331,175.9823331,None,,175.9823331,177.0742886999999,,177.0742886999999,177.0742886999999,177.0742886999999,,n,180.74552960000005,184.48384569999985,180.74552960000005,184.48384569999985,180.74552960000005,184.48384569999985,180.74552960000005,184.48384569999985,11.944444444444441,2.7325880999997025,space,175.9823331,175.9823331,2.7919847000000573,3.6873841999997694,177.0742886999999,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Head_Z_Back,False,2,robot,1,True,False,robot_stimuli\L_Head_Z_Back.mp4,23,0,0,0,0,0,24,24,24,,,,,,,,,,,,,184.48384569999985,184.48384569999985,space,1.6626450000001114,186.1650044999999,187.24838429999977,,187.24838429999977,187.24838429999977,187.24838429999977,,None,190.8988164,190.8988164,190.8988164,190.8988164,190.8988164,190.8988164,190.8988164,190.8988164,None,None,None,,,,,187.24838429999977,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Torso_X_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,23,0,0,0,0,0,25,25,25,,,,,,,,,,,,,190.8988164,190.8988164,None,,190.8988164,191.9889842,,191.9889842,191.9889842,191.9889842,,n,195.6341004999997,195.6341004999997,195.6341004999997,195.6341004999997,195.6341004999997,195.6341004999997,195.6341004999997,195.6341004999997,None,None,None,190.8988164,190.8988164,3.460597000000007,,191.9889842,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Head_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,23,0,0,0,0,0,26,26,26,,,,,,,,,,,,,195.6341004999997,195.6341004999997,None,,195.6341004999997,,,196.7383183999998,196.7383183999998,196.7383183999998,,None,200.3832058999999,200.3832058999999,200.3832058999999,200.3832058999999,200.3832058999999,200.3832058999999,200.3832058999999,200.3832058999999,None,None,None,195.6341004999997,195.6341004999997,,,196.7383183999998,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Torso_X_For,True,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,23,0,0,0,0,0,27,27,27,,,,,,,,,,,,,200.3832058999999,200.3832058999999,None,,200.3832058999999,,,201.49206499999968,201.49206499999968,201.49206499999968,,n,205.13421689999973,205.13421689999973,205.13421689999973,205.13421689999973,205.13421689999973,205.13421689999973,205.13421689999973,205.13421689999973,None,None,None,200.3832058999999,200.3832058999999,3.5025874000004933,,201.49206499999968,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Torso_Y_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,23,0,0,0,0,0,28,28,28,,,,,,,,,,,,,205.13421689999973,205.13421689999973,None,,205.13421689999973,,,206.24345100000005,206.24345100000005,206.24345100000005,,n,209.88498379999987,209.88498379999987,209.88498379999987,209.88498379999987,209.88498379999987,209.88498379999987,209.88498379999987,209.88498379999987,None,None,None,205.13421689999973,205.13421689999973,3.1418036000002303,,206.24345100000005,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_X_For,False,2,robot,1,False,True,robot_stimuli\R_Head_X_For.mp4,23,0,0,0,0,0,29,29,29,,,,,,,,,,,,,209.88498379999987,209.88498379999987,None,,209.88498379999987,210.98869119999995,,210.98869119999995,210.98869119999995,210.98869119999995,,n,214.66583289999994,218.11534909999978,214.66583289999994,218.11534909999978,214.66583289999994,218.11534909999978,214.66583289999994,218.11534909999978,30.925925925925924,2.5396577999999863,space,209.88498379999987,209.88498379999987,2.5741599000000406,3.383278100000325,210.98869119999995,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_Z_Back,False,3,robot,1,True,False,robot_stimuli\R_Head_Z_Back.mp4,23,0,0,0,0,0,30,30,30,,,,,,,,,,,,,218.11534909999978,218.11534909999978,space,9.0472199000003,227.18208720000007,228.28291620000005,,228.28291620000005,228.28291620000005,228.28291620000005,,n,231.93175169999972,231.93175169999972,231.93175169999972,231.93175169999972,231.93175169999972,231.93175169999972,231.93175169999972,231.93175169999972,None,None,None,,,3.047085400000242,,228.28291620000005,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_X_For,False,3,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,23,0,0,0,0,0,31,31,31,,,,,,,,,,,,,231.93175169999972,231.93175169999972,None,,231.93175169999972,233.02507760000003,,233.02507760000003,233.02507760000003,233.02507760000003,,n,236.66761220000012,236.66761220000012,236.66761220000012,236.66761220000012,236.66761220000012,236.66761220000012,236.66761220000012,236.66761220000012,None,None,None,231.93175169999972,231.93175169999972,2.8407463999999436,,233.02507760000003,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Arm_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,23,0,0,0,0,0,32,32,32,,,,,,,,,,,,,236.66761220000012,236.66761220000012,None,,236.66761220000012,,,237.7744669000001,237.7744669000001,237.7744669000001,,n,241.41628960000003,241.41628960000003,241.41628960000003,241.41628960000003,241.41628960000003,241.41628960000003,241.41628960000003,241.41628960000003,None,None,None,236.66761220000012,236.66761220000012,1.7871557999999368,,237.7744669000001,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_Z_Back,True,3,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,23,0,0,0,0,0,33,33,33,,,,,,,,,,,,,241.41628960000003,241.41628960000003,None,,241.41628960000003,242.50475949999986,,242.50475949999986,242.50475949999986,242.50475949999986,,c,246.1510108,246.1510108,246.1510108,246.1510108,246.1510108,246.1510108,246.1510108,246.1510108,None,None,None,241.41628960000003,241.41628960000003,2.4738620000000537,,242.50475949999986,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_X_For,True,3,robot,1,False,False,robot_stimuli\R_Head_X_For.mp4,23,0,0,0,0,0,34,34,34,,,,,,,,,,,,,246.1510108,246.1510108,None,,246.1510108,,,247.25638619999995,247.25638619999995,247.25638619999995,,c,250.8961595999997,250.8961595999997,250.8961595999997,250.8961595999997,250.8961595999997,250.8961595999997,250.8961595999997,250.8961595999997,None,None,None,246.1510108,246.1510108,2.4814245000004576,,247.25638619999995,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Base_Z_For,False,3,robot,1,False,True,robot_stimuli\R_Base_Z_For.mp4,23,0,0,0,0,0,35,35,35,,,,,,,,,,,,,250.8961595999997,250.8961595999997,None,,250.8961595999997,251.98166669999978,,251.98166669999978,251.98166669999978,251.98166669999978,,n,255.6546797999997,260.9381995000001,255.6546797999997,260.9381995000001,255.6546797999997,260.9381995000001,255.6546797999997,260.9381995000001,40.03086419753087,4.914657899999838,space,250.8961595999997,250.8961595999997,2.684944100000166,5.218902300000309,251.98166669999978,,,,,,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9381995000001,260.9381995000001,260.9381995000001,c,2.68842090000021,,,,,,,,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Arm_Y_Back,False,1,robot,1,True,False,robot_stimuli\L_Arm_Y_Back.mp4,23,,,,,,,,,0,0,0,0,,,,,,,,,,,,,264.86515989999975,265.9657215,,,,,,,269.61513809999974,269.61513809999974,269.61513809999974,269.61513809999974,269.61513809999974,269.61513809999974,269.61513809999974,269.61513809999974,None,None,None,,,,,,,,,,,263.6865952999999,263.6865952999999,space,1.1468791999998302,265.9657215,265.9657215,None,,,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,23,,,,,,,,,0,1,1,1,,,,,,,,,,,,,269.61513809999974,270.69619480000006,,,,,,,274.34799369999996,274.34799369999996,274.34799369999996,274.34799369999996,274.34799369999996,274.34799369999996,274.34799369999996,274.34799369999996,None,None,None,,,,,,,,,,,269.61513809999974,269.61513809999974,None,,270.69619480000006,270.69619480000006,None,269.61513809999974,269.61513809999974,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
L_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,23,,,,,,,,,0,2,2,2,,,,,,,,,,,,,274.34799369999996,275.44301819999987,,,,,,,278.9710757999999,278.9710757999999,278.9710757999999,278.9710757999999,278.9710757999999,278.9710757999999,278.9710757999999,278.9710757999999,None,None,None,,,,,,,,,,,274.34799369999996,274.34799369999996,None,,275.44301819999987,275.44301819999987,None,274.34799369999996,274.34799369999996,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,23,,,,,,,,,0,3,3,3,,,,,,,,,,,,,278.9710757999999,280.0657404000001,,,,,,,283.70598859999996,283.70598859999996,283.70598859999996,283.70598859999996,283.70598859999996,283.70598859999996,283.70598859999996,283.70598859999996,None,None,None,,,,,,,,,,,278.9710757999999,278.9710757999999,None,,280.0657404000001,280.0657404000001,None,278.9710757999999,278.9710757999999,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
R_Head_Y_For,True,1,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,23,,,,,,,,,0,4,4,4,,,,,,,,,,,,,283.70598859999996,284.7884176,,,,,,,288.42805299999986,288.42805299999986,288.42805299999986,288.42805299999986,288.42805299999986,288.42805299999986,288.42805299999986,288.42805299999986,None,None,None,,,,,,,,,,,283.70598859999996,283.70598859999996,None,,284.7884176,284.7884176,None,283.70598859999996,283.70598859999996,,,,23,001,2024-08-01_10h04.23.152,robot_nback_sign,2022.2.5,59.99642421309046,
