sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Torso_Y_For', 'R_Head_Z_Back', 'R_Head_Y_For', 'L_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_Back'}",localisation,['localisation'],R_Torso_Y_For,0,1,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,8,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,304.1517679,304.1517679,None,,304.1517679,305.15176569999994,305.15176569999994,307.2324641,,,322.07912009999995,322.07912009999995,322.07912009999995,1,0.5460458000001154,322.65192119999995,322.65192119999995,322.65192119999995,322.65192119999995,322.65192119999995,322.65192119999995,322.65192119999995,322.65192119999995,None,None,None,304.1517679,304.1517679,,318.42702139999994,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['R_Head_X_For', 'R_Base_X_For', 'R_Head_Y_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Y_For'}",movement,['movement'],R_Head_Y_For,2,1,robot,2,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,8,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,322.65192119999995,322.65192119999995,None,,322.65192119999995,323.65198569999995,323.65198569999995,325.7406744,,,340.38043600000003,340.38043600000003,340.38043600000003,3,0.4377772999999934,340.86004719999994,347.26195629999995,340.86004719999994,347.26195629999995,340.86004719999994,347.26195629999995,340.86004719999994,347.26195629999995,20.27777777777778,5.377890699999966,space,322.65192119999995,322.65192119999995,6.333035900000027,336.8111643,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['R_Arm_Z_Back', 'L_Arm_Y_Back', 'L_Arm_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Arm_Y_Back'}",movement,"['laterality', 'movement']",L_Arm_Y_Back,1,2,robot,2,True,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,8,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,347.26195629999995,347.26195629999995,space,5.508076899999992,352.80176289999997,353.80196209999997,353.80196209999997,355.88250099999993,,,370.6221008,370.6221008,370.6221008,1,0.459012400000006,371.10189979999996,371.10189979999996,371.10189979999996,371.10189979999996,371.10189979999996,371.10189979999996,371.10189979999996,371.10189979999996,None,None,None,,,,367.11298939999995,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['R_Base_X_Back', 'R_Base_Z_For', 'R_Head_X_Back', 'L_Base_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'localisation']",L_Base_X_For,3,2,robot,2,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,8,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,371.10189979999996,371.10189979999996,None,,371.10189979999996,372.1018619,372.1018619,374.1806617,,,388.96033520000003,388.96033520000003,388.96033520000003,1,3.1856798999999683,392.1685242,392.1685242,392.1685242,392.1685242,392.1685242,392.1685242,392.1685242,392.1685242,None,None,None,371.10189979999996,371.10189979999996,,385.37949189999995,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['L_Head_Z_Back', 'R_Head_X_For', 'L_Head_X_For', 'L_Base_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Z_Back'}",localisation,"['localisation', 'movement']",L_Base_X_For,3,2,robot,2,False,True,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,8,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,392.1685242,392.1685242,None,,392.1685242,393.16885149999996,393.16885149999996,395.2448813,,,409.93867149999994,409.93867149999994,409.93867149999994,4,2.0216208000000506,412.00988340000004,420.0929856,412.00988340000004,420.0929856,412.00988340000004,420.0929856,412.00988340000004,420.0929856,36.327160493827165,7.817731399999957,space,392.1685242,392.1685242,8.01475030000006,406.3650762,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['L_Head_X_For', 'R_Head_Y_For', 'L_Arm_Y_For', 'L_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Head_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Y_For,1,3,robot,2,True,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,8,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,420.0929856,420.0929856,space,2.9331143000000566,423.0518406,424.0519402,424.0519402,426.13440879999996,,,440.8934861,440.8934861,440.8934861,2,1.1155570999999327,442.03522150000003,442.03522150000003,442.03522150000003,442.03522150000003,442.03522150000003,442.03522150000003,442.03522150000003,442.03522150000003,None,None,None,,,,437.24915580000004,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['R_Torso_X_For', 'R_Torso_Z_Back', 'L_Torso_X_Back', 'R_Arm_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_Back,1,3,robot,2,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,8,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,442.03522150000003,442.03522150000003,None,,442.03522150000003,443.03533459999994,443.03533459999994,445.1115932,,,459.91726919999996,459.91726919999996,459.91726919999996,1,4.916558900000041,464.8518918,464.8518918,464.8518918,464.8518918,464.8518918,464.8518918,464.8518918,464.8518918,None,None,None,442.03522150000003,442.03522150000003,,456.2683329,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['L_Torso_X_Back', 'R_Torso_Z_For', 'R_Base_X_For', 'R_Torso_X_For']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_X_For,2,3,robot,2,False,True,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,8,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,464.8518918,464.8518918,None,,464.8518918,465.85192359999996,465.85192359999996,467.9425768,,,482.67434000000003,482.67434000000003,482.67434000000003,2,2.5598585000000185,485.2765339,487.57311070000003,485.2765339,487.57311070000003,485.2765339,487.57311070000003,485.2765339,487.57311070000003,41.57407407407407,1.7593047000000297,space,464.8518918,464.8518918,2.251885800000082,479.0446342,,,,,,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.57311070000003,487.57311070000003,487.57311070000003,c,1.844560300000012,,,,,,,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['blue_right_K_45', 'blue_top_N_45', 'blue_right_X_0', 'red_right_P_45']","{'color': 'red_right_P_45', 'position': 'blue_top_N_45', 'orientation': 'blue_right_X_0'}",position,['position'],blue_top_N_45,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,495.3520711,497.4205442,,,506.101404,506.101404,506.101404,2,0.6685604000000467,506.80190159999995,506.80190159999995,506.80190159999995,506.80190159999995,506.80190159999995,506.80190159999995,506.80190159999995,506.80190159999995,None,None,None,,,,,,,,,,489.4548009,489.4548009,space,5.8655390000000125,503.8870087,506.101404,,,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['red_top_T_45', 'blue_left_X_45', 'red_left_B_0', 'red_left_N_45']","{'color': 'blue_left_X_45', 'position': 'red_top_T_45', 'orientation': 'red_left_B_0'}",color,['color'],blue_left_X_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,506.80190159999995,508.8589356,,,517.5515301,517.5515301,517.5515301,2,0.849042000000054,518.4187284999999,518.4187284999999,518.4187284999999,518.4187284999999,518.4187284999999,518.4187284999999,518.4187284999999,518.4187284999999,None,None,None,,,,,,,,,,506.80190159999995,506.80190159999995,None,,515.5269654,517.5515301,506.80190159999995,506.80190159999995,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['blue_bottom_B_45', 'red_bottom_H_45', 'blue_right_M_45', 'blue_bottom_R_0']","{'color': 'red_bottom_H_45', 'position': 'blue_right_M_45', 'orientation': 'blue_bottom_R_0'}",position,['position'],blue_right_M_45,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,518.4187284999999,520.4743155,,,529.1632817999999,529.1632817999999,529.1632817999999,1,4.366311300000007,533.5522628,533.5522628,533.5522628,533.5522628,533.5522628,533.5522628,533.5522628,533.5522628,None,None,None,,,,,,,,,,518.4187284999999,518.4187284999999,None,,527.1409722,529.1632817999999,518.4187284999999,518.4187284999999,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['red_bottom_G_45', 'red_right_P_0', 'blue_bottom_F_0', 'red_bottom_Z_0']","{'color': 'blue_bottom_F_0', 'position': 'red_right_P_0', 'orientation': 'red_bottom_G_45'}",color,['color'],blue_bottom_F_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,533.5522628,535.6153965,,,544.4897165,544.4897165,544.4897165,3,0.7925465000000713,545.3020914,545.3020914,545.3020914,545.3020914,545.3020914,545.3020914,545.3020914,545.3020914,None,None,None,,,,,,,,,,533.5522628,533.5522628,None,,542.4802158,544.4897165,533.5522628,533.5522628,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
"['blue_right_C_0', 'blue_right_X_45', 'red_right_B_0', 'blue_left_X_0']","{'color': 'red_right_B_0', 'position': 'blue_left_X_0', 'orientation': 'blue_right_X_45'}",position,['position'],blue_left_X_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,545.3020914,547.3557423,,,556.2452602,556.2452602,556.2452602,4,1.5803391000000602,557.8521647,557.8521647,557.8521647,557.8521647,557.8521647,557.8521647,557.8521647,557.8521647,None,None,None,,,,,,,,,,545.3020914,545.3020914,None,,554.0242777999999,556.2452602,545.3020914,545.3020914,,8,001,2024-07-24_14h05.50.871,robot_cogshifting_sign,2022.2.5,60.06056507381638,
