sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_left_S_45', 'red_left_B_45', 'red_right_X_45', 'red_left_T_0']","{'color': 'blue_left_S_45', 'position': 'red_right_X_45', 'orientation': 'red_left_T_0'}",orientation,"['color', 'orientation', 'position']",red_left_T_0,3,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,15,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,192.94583890028298,192.94583890028298,None,,192.94583890028298,193.94779970031232,202.6984027000144,204.91941360011697,204.91941360011697,204.91941360011697,204.91941360011697,4,2.5383720002137125,207.50784610025585,210.7809347002767,207.50784610025585,210.7809347002767,207.50784610025585,210.7809347002767,207.50784610025585,210.7809347002767,65.7936507936508,2.2641808995977044,space,192.94583890028298,192.94583890028298,193.94779970031232,196.01855259994045,3.2215815000236034,,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Z_Back', 'L_Arm_Z_For', 'L_Base_Z_For', 'L_Arm_X_For']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_X_For'}",movement,['movement'],L_Arm_X_For,3,1,robot,1,True,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,15,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,210.7809347002767,210.7809347002767,space,5.5165756000205874,216.32519830018282,217.32717470033094,,,234.24455340020359,234.24455340020359,234.24455340020359,4,3.5171552998945117,237.78406170010567,237.78406170010567,237.78406170010567,237.78406170010567,237.78406170010567,237.78406170010567,237.78406170010567,237.78406170010567,None,None,None,,,,,,230.60326950019225,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_Y_Back', 'R_Torso_Y_Back', 'L_Torso_Z_For', 'L_Base_Y_For']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_Z_For'}",localisation,['localisation'],L_Base_Y_For,3,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,15,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,237.78406170010567,237.78406170010567,None,,237.78406170010567,238.78609250020236,,,255.45217780023813,255.45217780023813,255.45217780023813,4,11.054116999730468,266.52397230034694,266.52397230034694,266.52397230034694,266.52397230034694,266.52397230034694,266.52397230034694,266.52397230034694,266.52397230034694,None,None,None,237.78406170010567,237.78406170010567,238.78609250020236,240.87348970025778,,251.9119130000472,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Base_Z_For', 'R_Torso_Z_For', 'L_Torso_Y_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Torso_Y_Back'}",laterality,['laterality'],R_Torso_Z_For,1,1,robot,1,False,True,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_For.mp4,15,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,266.52397230034694,266.52397230034694,None,,266.52397230034694,267.5259469002485,,,284.1920622000471,284.1920622000471,284.1920622000471,2,0.8892827001400292,285.14395340019837,288.09977490035817,285.14395340019837,288.09977490035817,285.14395340019837,288.09977490035817,285.14395340019837,288.09977490035817,40.55555555555556,2.4642111998982728,space,266.52397230034694,266.52397230034694,267.5259469002485,269.630135900341,2.905421799980104,280.6852535000071,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Torso_X_For', 'R_Torso_Z_For', 'R_Head_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Torso_X_For'}",laterality,"['laterality', 'movement']",L_Torso_Z_Back,3,2,robot,1,True,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,15,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,288.09977490035817,288.09977490035817,space,1.125456599984318,289.252036599908,290.2540331003256,,,307.03707429999486,307.03707429999486,307.03707429999486,4,2.1407395000569522,309.20801299996674,309.20801299996674,309.20801299996674,309.20801299996674,309.20801299996674,309.20801299996674,309.20801299996674,309.20801299996674,None,None,None,,,,,,303.51344260014594,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Y_For', 'R_Arm_Z_Back', 'L_Arm_Z_For', 'R_Head_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_Y_For'}",localisation,"['laterality', 'localisation']",R_Head_Z_For,3,2,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,15,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,309.20801299996674,309.20801299996674,None,,309.20801299996674,310.2099816002883,,,327.0097290002741,327.0097290002741,327.0097290002741,4,4.200025900267065,331.2346872999333,331.2346872999333,331.2346872999333,331.2346872999333,331.2346872999333,331.2346872999333,331.2346872999333,331.2346872999333,None,None,None,309.20801299996674,309.20801299996674,310.2099816002883,312.29742170032114,,323.35253329994157,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Y_For', 'L_Arm_X_For', 'R_Torso_X_Back', 'R_Arm_X_Back']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Arm_Y_For'}",movement,"['laterality', 'movement']",R_Arm_Y_For,0,2,robot,1,False,True,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,15,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,331.2346872999333,331.2346872999333,None,,331.2346872999333,332.23666250007227,,,349.0030471999198,349.0030471999198,349.0030471999198,4,3.582577900029719,352.6434729001485,355.2820164002478,352.6434729001485,355.2820164002478,352.6434729001485,355.2820164002478,352.6434729001485,355.2820164002478,55.47619047619048,2.080056699924171,space,331.2346872999333,331.2346872999333,332.23666250007227,334.3241461003199,2.582101999782026,345.3457816001028,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Base_Z_For', 'R_Base_Z_For', 'L_Head_Z_For', 'L_Base_X_Back']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Z_For,1,3,robot,1,True,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_Z_For.mp4,15,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,355.2820164002478,355.2820164002478,space,2.407926000189036,357.7201587003656,358.7221065000631,,,375.5886527001858,375.5886527001858,375.5886527001858,2,3.060738699976355,378.67806489998475,378.67806489998475,378.67806489998475,378.67806489998475,378.67806489998475,378.67806489998475,378.67806489998475,378.67806489998475,None,None,None,,,,,,371.9648676002398,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Base_Y_For', 'L_Base_Z_For', 'L_Torso_Z_Back', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Base_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Z_Back,2,3,robot,1,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,15,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,378.67806489998475,378.67806489998475,None,,378.67806489998475,379.6800819002092,,,396.26269200025126,396.26269200025126,396.26269200025126,1,3.6188650000840425,399.90319700026885,399.90319700026885,399.90319700026885,399.90319700026885,399.90319700026885,399.90319700026885,399.90319700026885,399.90319700026885,None,None,None,378.67806489998475,378.67806489998475,379.6800819002092,381.7842157999985,,392.7057094001211,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Base_X_For', 'L_Base_Z_For', 'L_Base_X_Back', 'L_Torso_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Base_Z_For'}",movement,"['laterality', 'localisation', 'movement']",L_Base_Z_For,1,3,robot,1,False,True,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\L_Base_Z_For.mp4,15,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,399.90319700026885,399.90319700026885,None,,399.90319700026885,400.9051880999468,,,417.68819870008156,417.68819870008156,417.68819870008156,2,3.9531263997778296,421.69611340016127,423.9338349001482,421.69611340016127,423.9338349001482,421.69611340016127,423.9338349001482,421.69611340016127,423.9338349001482,68.80952380952381,1.9131909999996424,space,399.90319700026885,399.90319700026885,400.9051880999468,403.00941490009427,2.1692818999290466,414.03100710036233,,,,,,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.9338349001482,423.9338349001482,423.9338349001482,c,49.67551810014993,,,,,,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Head_X_For', 'L_Arm_Z_For', 'R_Head_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_X_For'}",laterality,['laterality'],R_Head_Z_For,2,1,robot,1,True,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,15,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,476.93815350020304,,,493.78799210023135,493.78799210023135,493.78799210023135,3,0.4056736999191344,494.2222301000729,494.2222301000729,494.2222301000729,494.2222301000729,494.2222301000729,494.2222301000729,494.2222301000729,494.2222301000729,None,None,None,,,,,,,,,,,,473.6650833999738,473.6650833999738,space,3.2563892998732626,490.1474979999475,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Head_Z_For', 'R_Torso_X_Back', 'L_Torso_Z_Back', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Torso_X_Back'}",laterality,['laterality'],L_Torso_Z_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,15,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,494.2222301000729,,,510.9718315000646,510.9718315000646,510.9718315000646,3,0.789822000078857,511.790118700359,511.790118700359,511.790118700359,511.790118700359,511.790118700359,511.790118700359,511.790118700359,511.790118700359,None,None,None,,,,496.309673700016,,,,,,,,494.2222301000729,494.2222301000729,None,,507.3313337001018,494.2222301000729,494.2222301000729,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Z_For', 'L_Arm_X_For', 'L_Head_Z_For', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_X_For'}",localisation,['localisation'],L_Head_Z_For,2,1,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,15,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,511.790118700359,,,528.6900296001695,528.6900296001695,528.6900296001695,3,0.6555088995955884,529.3747245003469,529.3747245003469,529.3747245003469,529.3747245003469,529.3747245003469,529.3747245003469,529.3747245003469,529.3747245003469,None,None,None,,,,513.877562600188,,,,,,,,511.790118700359,511.790118700359,None,,525.0328951999545,511.790118700359,511.790118700359,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Head_X_Back', 'L_Base_X_For', 'L_Head_Z_Back', 'R_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Z_Back'}",laterality,['laterality'],R_Head_X_For,3,1,robot,1,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,15,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,529.3747245003469,,,546.2078531999141,546.2078531999141,546.2078531999141,4,0.7052694000303745,546.9426303002983,546.9426303002983,546.9426303002983,546.9426303002983,546.9426303002983,546.9426303002983,546.9426303002983,546.9426303002983,None,None,None,,,,531.4622341003269,,,,,,,,529.3747245003469,529.3747245003469,None,,542.5506820003502,529.3747245003469,529.3747245003469,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
