sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
M,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,10,10,10,,,,,,,,,,,,,195.65745319999996,195.65745319999996,None,,195.65745319999996,196.73047559999998,196.73047559999998,196.73047559999998,196.73047559999998,196.73047559999998,198.760698,None,198.760698,198.760698,198.760698,198.760698,198.760698,198.760698,198.760698,198.760698,None,None,None,195.65745319999996,195.65745319999996,,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,18,0,0,0,0,0,11,11,11,,,,,,,,,,,,,198.760698,198.760698,None,,198.760698,199.84644729999997,199.84644729999997,199.84644729999997,199.84644729999997,199.84644729999997,201.9059337,None,201.9059337,205.91672469999997,201.9059337,205.91672469999997,201.9059337,205.91672469999997,201.9059337,205.91672469999997,70.58641975308642,2.956871000000035,space,198.760698,198.760698,,3.956637100000023,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
H,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,12,12,12,,,,,,,,,,,,,205.91672469999997,205.91672469999997,space,4.305350599999997,210.24054619999998,211.31469119999997,211.31469119999997,211.31469119999997,211.31469119999997,211.31469119999997,213.34848599999998,None,213.34848599999998,213.34848599999998,213.34848599999998,213.34848599999998,213.34848599999998,213.34848599999998,213.34848599999998,213.34848599999998,None,None,None,,,,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
G,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,13,13,13,,,,,,,,,,,,,213.34848599999998,213.34848599999998,None,,213.34848599999998,214.42944310000001,214.42944310000001,214.42944310000001,214.42944310000001,214.42944310000001,216.660591,n,216.660591,216.660591,216.660591,216.660591,216.660591,216.660591,216.660591,216.660591,None,None,None,213.34848599999998,213.34848599999998,0.8259451000000126,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,14,14,14,,,,,,,,,,,,,216.660591,216.660591,None,,216.660591,217.7435676,217.7435676,217.7435676,217.7435676,217.7435676,219.97100039999998,n,219.97100039999998,219.97100039999998,219.97100039999998,219.97100039999998,219.97100039999998,219.97100039999998,219.97100039999998,219.97100039999998,None,None,None,216.660591,216.660591,1.2633288000000107,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
H,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,15,15,15,,,,,,,,,,,,,219.97100039999998,219.97100039999998,None,,219.97100039999998,221.0394288,221.0394288,221.0394288,221.0394288,221.0394288,223.06411930000002,c,223.06411930000002,223.06411930000002,223.06411930000002,223.06411930000002,223.06411930000002,223.06411930000002,223.06411930000002,223.06411930000002,None,None,None,219.97100039999998,219.97100039999998,0.9269014999999854,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
G,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,0,0,0,0,0,16,16,16,,,,,,,,,,,,,223.06411930000002,223.06411930000002,None,,223.06411930000002,224.13936869999998,224.13936869999998,224.13936869999998,224.13936869999998,224.13936869999998,226.17341679999998,None,226.17341679999998,226.17341679999998,226.17341679999998,226.17341679999998,226.17341679999998,226.17341679999998,226.17341679999998,226.17341679999998,None,None,None,223.06411930000002,223.06411930000002,,,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
P,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,18,0,0,0,0,0,17,17,17,,,,,,,,,,,,,226.17341679999998,226.17341679999998,None,,226.17341679999998,227.2476451,227.2476451,227.2476451,227.2476451,227.2476451,229.3040704,n,229.3040704,233.8303628,229.3040704,233.8303628,229.3040704,233.8303628,229.3040704,233.8303628,56.85185185185185,3.249274000000014,space,226.17341679999998,226.17341679999998,1.4163116000000286,4.4860075999999935,,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_X_Back,False,1,robot,2,True,False,robot_stimuli\R_Head_X_Back.mp4,18,0,0,0,0,0,18,18,18,,,,,,,,,,,,,233.8303628,233.8303628,space,5.408726300000012,239.2573809,240.3801972,,240.3801972,240.3801972,240.3801972,,None,244.0087987,244.0087987,244.0087987,244.0087987,244.0087987,244.0087987,244.0087987,244.0087987,None,None,None,,,,,240.3801972,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_X_Back,True,1,robot,2,False,False,robot_stimuli\R_Head_X_Back.mp4,18,0,0,0,0,0,19,19,19,,,,,,,,,,,,,244.0087987,244.0087987,None,,244.0087987,,,245.1164379,245.1164379,245.1164379,,c,248.75146109999997,248.75146109999997,248.75146109999997,248.75146109999997,248.75146109999997,248.75146109999997,248.75146109999997,248.75146109999997,None,None,None,244.0087987,244.0087987,3.2985350000000153,,245.1164379,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_X_Back,True,1,robot,2,False,False,robot_stimuli\R_Head_X_Back.mp4,18,0,0,0,0,0,20,20,20,,,,,,,,,,,,,248.75146109999997,248.75146109999997,None,,248.75146109999997,249.84690940000002,,249.84690940000002,249.84690940000002,249.84690940000002,,None,253.4894815,253.4894815,253.4894815,253.4894815,253.4894815,253.4894815,253.4894815,253.4894815,None,None,None,248.75146109999997,248.75146109999997,,,249.84690940000002,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Torso_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Torso_Z_For.mp4,18,0,0,0,0,0,21,21,21,,,,,,,,,,,,,253.4894815,253.4894815,None,,253.4894815,254.5980631,,254.5980631,254.5980631,254.5980631,,n,258.2403709,258.2403709,258.2403709,258.2403709,258.2403709,258.2403709,258.2403709,258.2403709,None,None,None,253.4894815,253.4894815,2.832997500000033,,254.5980631,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Base_X_Back,False,1,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,18,0,0,0,0,0,22,22,22,,,,,,,,,,,,,258.2403709,258.2403709,None,,258.2403709,259.34052299999996,,259.34052299999996,259.34052299999996,259.34052299999996,,n,262.9846053,262.9846053,262.9846053,262.9846053,262.9846053,262.9846053,262.9846053,262.9846053,None,None,None,258.2403709,258.2403709,2.7625759000000016,,259.34052299999996,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Arm_Y_For,False,1,robot,2,False,True,robot_stimuli\R_Arm_Y_For.mp4,18,0,0,0,0,0,23,23,23,,,,,,,,,,,,,262.9846053,262.9846053,None,,262.9846053,264.0950166,,264.0950166,264.0950166,264.0950166,,None,267.6330882,272.8812176,267.6330882,272.8812176,267.6330882,272.8812176,267.6330882,272.8812176,25.67901234567901,3.8518685000000232,space,262.9846053,262.9846053,,5.182070100000033,264.0950166,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Torso_Z_Back,False,2,robot,2,True,False,robot_stimuli\L_Torso_Z_Back.mp4,18,0,0,0,0,0,24,24,24,,,,,,,,,,,,,272.8812176,272.8812176,space,3.789803900000038,276.6907941,277.7903672,,277.7903672,277.7903672,277.7903672,,None,281.3078208,281.3078208,281.3078208,281.3078208,281.3078208,281.3078208,281.3078208,281.3078208,None,None,None,,,,,277.7903672,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Base_Y_Back,False,2,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,18,0,0,0,0,0,25,25,25,,,,,,,,,,,,,281.3078208,281.3078208,None,,281.3078208,282.4063567,,282.4063567,282.4063567,282.4063567,,n,285.9908492,285.9908492,285.9908492,285.9908492,285.9908492,285.9908492,285.9908492,285.9908492,None,None,None,281.3078208,281.3078208,2.9917593000000693,,282.4063567,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Torso_Z_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,18,0,0,0,0,0,26,26,26,,,,,,,,,,,,,285.9908492,285.9908492,None,,285.9908492,287.0881531,,287.0881531,287.0881531,287.0881531,,c,290.6071988,290.6071988,290.6071988,290.6071988,290.6071988,290.6071988,290.6071988,290.6071988,None,None,None,285.9908492,285.9908492,2.1664703000000145,,287.0881531,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Arm_X_For,False,2,robot,2,False,False,robot_stimuli\L_Arm_X_For.mp4,18,0,0,0,0,0,27,27,27,,,,,,,,,,,,,290.6071988,290.6071988,None,,290.6071988,291.6906818,,291.6906818,291.6906818,291.6906818,,n,295.3413949,295.3413949,295.3413949,295.3413949,295.3413949,295.3413949,295.3413949,295.3413949,None,None,None,290.6071988,290.6071988,3.2594656000000555,,291.6906818,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,18,0,0,0,0,0,28,28,28,,,,,,,,,,,,,295.3413949,295.3413949,None,,295.3413949,296.4329882,,296.4329882,296.4329882,296.4329882,,n,300.0728104,300.0728104,300.0728104,300.0728104,300.0728104,300.0728104,300.0728104,300.0728104,None,None,None,295.3413949,295.3413949,3.045204500000011,,296.4329882,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Arm_X_For,True,2,robot,2,False,True,robot_stimuli\L_Arm_X_For.mp4,18,0,0,0,0,0,29,29,29,,,,,,,,,,,,,300.0728104,300.0728104,None,,300.0728104,301.1564196,,301.1564196,301.1564196,301.1564196,,None,304.8395322,314.20742609999996,304.8395322,314.20742609999996,304.8395322,314.20742609999996,304.8395322,314.20742609999996,40.49382716049382,8.22798849999998,space,300.0728104,300.0728104,,9.318637300000034,301.1564196,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Base_Z_For,False,3,robot,2,True,False,robot_stimuli\L_Base_Z_For.mp4,18,0,0,0,0,0,30,30,30,,,,,,,,,,,,,314.20742609999996,314.20742609999996,space,4.0554736000000275,318.2907079,319.3886777,,319.3886777,319.3886777,319.3886777,,None,323.036202,323.036202,323.036202,323.036202,323.036202,323.036202,323.036202,323.036202,None,None,None,,,,,319.3886777,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Arm_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Arm_Z_For.mp4,18,0,0,0,0,0,31,31,31,,,,,,,,,,,,,323.036202,323.036202,None,,323.036202,324.1381004,,324.1381004,324.1381004,324.1381004,,n,327.792,327.792,327.792,327.792,327.792,327.792,327.792,327.792,None,None,None,323.036202,323.036202,3.3009338000000525,,324.1381004,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_Y_For,False,3,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,18,0,0,0,0,0,32,32,32,,,,,,,,,,,,,327.792,327.792,None,,327.792,,,328.8985069,328.8985069,328.8985069,,None,332.538122,332.538122,332.538122,332.538122,332.538122,332.538122,332.538122,332.538122,None,None,None,327.792,327.792,,,328.8985069,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L_Base_Z_For,True,3,robot,2,False,False,robot_stimuli\L_Base_Z_For.mp4,18,0,0,0,0,0,33,33,33,,,,,,,,,,,,,332.538122,332.538122,None,,332.538122,333.6330597,,333.6330597,333.6330597,333.6330597,,c,337.2737082,337.2737082,337.2737082,337.2737082,337.2737082,337.2737082,337.2737082,337.2737082,None,None,None,332.538122,332.538122,2.6859856000000377,,333.6330597,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_X_For,False,3,robot,2,False,False,robot_stimuli\R_Head_X_For.mp4,18,0,0,0,0,0,34,34,34,,,,,,,,,,,,,337.2737082,337.2737082,None,,337.2737082,338.3555426,,338.3555426,338.3555426,338.3555426,,n,342.0080364,342.0080364,342.0080364,342.0080364,342.0080364,342.0080364,342.0080364,342.0080364,None,None,None,337.2737082,337.2737082,2.32391130000002,,338.3555426,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
R_Head_Y_For,True,3,robot,2,False,True,robot_stimuli\R_Head_Y_For.mp4,18,0,0,0,0,0,35,35,35,,,,,,,,,,,,,342.0080364,342.0080364,None,,342.0080364,343.0996687,,343.0996687,343.0996687,343.0996687,,c,346.7708953,350.9538019,346.7708953,350.9538019,346.7708953,350.9538019,346.7708953,350.9538019,50.833333333333336,2.6871103999999946,space,342.0080364,342.0080364,1.9384498000000008,4.123726200000021,343.0996687,,,,,,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.9538019,350.9538019,350.9538019,c,8.98860000000002,,,,,,,,,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
K,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,0,0,0,,,,,,,,,,,,,365.2410127,366.311089,,,,,,,368.5363388,368.5363388,368.5363388,368.5363388,368.5363388,368.5363388,368.5363388,368.5363388,None,None,None,,,,,,,,,,,360.0139719,360.0139719,space,5.200574700000061,366.311089,366.311089,368.5363388,None,,,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,1,1,1,,,,,,,,,,,,,368.5363388,369.5936094,,,,,,,371.6234422,371.6234422,371.6234422,371.6234422,371.6234422,371.6234422,371.6234422,371.6234422,None,None,None,,,,,,,,,,,368.5363388,368.5363388,None,,369.5936094,369.5936094,371.6234422,None,368.5363388,368.5363388,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
F,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,2,2,2,,,,,,,,,,,,,371.6234422,372.6762457,,,,,,,374.9044397,374.9044397,374.9044397,374.9044397,374.9044397,374.9044397,374.9044397,374.9044397,None,None,None,,,,,,,,,,,371.6234422,371.6234422,None,,372.6762457,372.6762457,374.9044397,None,371.6234422,371.6234422,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
Z,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,3,3,3,,,,,,,,,,,,,374.9044397,375.96066909999996,,,,,,,378.1907097,378.1907097,378.1907097,378.1907097,378.1907097,378.1907097,378.1907097,378.1907097,None,None,None,,,,,,,,,,,374.9044397,374.9044397,None,,375.96066909999996,375.96066909999996,378.1907097,n,374.9044397,374.9044397,1.6696050000000469,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,4,4,4,,,,,,,,,,,,,378.1907097,379.2437013,,,,,,,381.2754008,381.2754008,381.2754008,381.2754008,381.2754008,381.2754008,381.2754008,381.2754008,None,None,None,,,,,,,,,,,378.1907097,378.1907097,None,,379.2437013,379.2437013,381.2754008,None,378.1907097,378.1907097,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,5,5,5,,,,,,,,,,,,,381.2754008,,,,,,,,384.36899320000003,384.36899320000003,384.36899320000003,384.36899320000003,384.36899320000003,384.36899320000003,384.36899320000003,384.36899320000003,None,None,None,,,,,,,,,,,381.2754008,381.2754008,None,,382.34390709999997,382.34390709999997,384.36899320000003,None,381.2754008,381.2754008,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
Z,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,6,6,6,,,,,,,,,,,,,384.36899320000003,385.42794499999997,,,,,,,387.4621554,387.4621554,387.4621554,387.4621554,387.4621554,387.4621554,387.4621554,387.4621554,None,None,None,,,,,,,,,,,384.36899320000003,384.36899320000003,None,,385.42794499999997,385.42794499999997,387.4621554,None,384.36899320000003,384.36899320000003,,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,7,7,7,,,,,,,,,,,,,387.4621554,388.5386746,,,,,,,390.5611055,390.5611055,390.5611055,390.5611055,390.5611055,390.5611055,390.5611055,390.5611055,None,None,None,,,,,,,,,,,387.4621554,387.4621554,None,,388.5386746,388.5386746,390.5611055,n,387.4621554,387.4621554,0.8924417000000062,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
H,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,8,8,8,,,,,,,,,,,,,390.5611055,391.63073,,,,,,,393.66010739999996,393.66010739999996,393.66010739999996,393.66010739999996,393.66010739999996,393.66010739999996,393.66010739999996,393.66010739999996,None,None,None,,,,,,,,,,,390.5611055,390.5611055,None,,391.63073,391.63073,393.66010739999996,n,390.5611055,390.5611055,1.823708300000078,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
Q,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,18,,,,,,,,,0,9,9,9,,,,,,,,,,,,,393.66010739999996,,,,,,,,396.7658515,396.7658515,396.7658515,396.7658515,396.7658515,396.7658515,396.7658515,396.7658515,None,None,None,,,,,,,,,,,393.66010739999996,393.66010739999996,None,,394.7362274,394.7362274,396.7658515,n,393.66010739999996,393.66010739999996,0.35063870000004727,,18,001,2024-07-01_13h34.42.743,robot_nback_sign,2022.2.5,59.913066141027485,
