sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_right_M_45', 'blue_right_F_0', 'red_right_S_0', 'red_left_S_0']","{'color': 'blue_right_F_0', 'position': 'red_left_S_0', 'orientation': 'red_right_M_45'}",color,"['color', 'orientation', 'position']",blue_right_F_0,1,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,247.6479326998815,247.6479326998815,None,,247.6479326998815,248.6499085999094,257.1834475998767,259.20402699988335,259.20402699988335,259.20402699988335,259.20402699988335,2,1.4603959997184575,260.72364489967003,264.998756499961,260.72364489967003,264.998756499961,260.72364489967003,264.998756499961,260.72364489967003,264.998756499961,29.761904761904763,3.383014400023967,space,247.6479326998815,247.6479326998815,248.6499085999094,250.72074129991233,4.221295100171119,,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Arm_Y_For', 'R_Base_Y_Back', 'R_Arm_Z_For', 'L_Arm_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Arm_Z_For'}",localisation,['localisation'],R_Base_Y_Back,1,1,robot,2,True,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,14,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,264.998756499961,264.998756499961,space,2.922331599984318,267.93785119988024,268.9398447996937,,,285.7236064998433,285.7236064998433,285.7236064998433,2,5.909132000058889,291.6512202997692,291.6512202997692,291.6512202997692,291.6512202997692,291.6512202997692,291.6512202997692,291.6512202997692,291.6512202997692,None,None,None,,,,,,282.08246369985864,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Base_Z_For', 'L_Base_Z_Back', 'R_Head_Z_Back', 'R_Base_Y_For']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_Y_For'}",laterality,['laterality'],L_Base_Z_Back,1,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,14,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,291.6512202997692,291.6512202997692,None,,291.6512202997692,292.6531990999356,,,309.55308480001986,309.55308480001986,309.55308480001986,2,0.37554700020700693,309.95391879975796,309.95391879975796,309.95391879975796,309.95391879975796,309.95391879975796,309.95391879975796,309.95391879975796,309.95391879975796,None,None,None,291.6512202997692,291.6512202997692,292.6531990999356,294.7573595000431,,305.91262449976057,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Head_Z_For', 'R_Torso_Y_For', 'R_Head_Y_For', 'L_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_For'}",movement,['movement'],R_Head_Z_For,0,1,robot,2,False,True,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,14,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,309.95391879975796,309.95391879975796,None,,309.95391879975796,310.956000499893,,,327.88918119994923,327.88918119994923,327.88918119994923,1,1.1445180997252464,329.09156839968637,334.802802299615,329.09156839968637,334.802802299615,329.09156839968637,334.802802299615,329.09156839968637,334.802802299615,12.301587301587306,3.3826866997405887,space,309.95391879975796,309.95391879975796,310.956000499893,313.0433739,5.661065599881113,324.24871549988165,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Base_Y_Back', 'L_Arm_Y_Back', 'L_Base_X_For', 'L_Base_Y_Back']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Base_X_For'}",localisation,"['laterality', 'localisation']",L_Arm_Y_Back,1,2,robot,2,True,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,14,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,334.802802299615,334.802802299615,space,3.5582226999104023,338.3932340997271,339.39518309989944,,,356.1615172000602,356.1615172000602,356.1615172000602,3,7.960712100379169,364.1439028996974,364.1439028996974,364.1439028996974,364.1439028996974,364.1439028996974,364.1439028996974,364.1439028996974,364.1439028996974,None,None,None,,,,,,352.5877828998491,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Torso_X_For', 'R_Base_X_For', 'R_Base_Z_For', 'L_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'localisation']",L_Base_X_Back,3,2,robot,2,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,14,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,364.1439028996974,364.1439028996974,None,,364.1439028996974,365.14588449988514,,,381.89551679976285,381.89551679976285,381.89551679976285,4,5.729679000098258,387.65686299977824,387.65686299977824,387.65686299977824,387.65686299977824,387.65686299977824,387.65686299977824,387.65686299977824,387.65686299977824,None,None,None,364.1439028996974,364.1439028996974,365.14588449988514,367.23334769997746,,378.2884313999675,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Head_X_For', 'L_Head_Z_Back', 'L_Head_X_For', 'L_Arm_X_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Z_Back'}",movement,"['laterality', 'movement']",L_Head_Z_Back,1,2,robot,2,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,14,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,387.65686299977824,387.65686299977824,None,,387.65686299977824,388.6588324997574,,,405.4752829996869,405.4752829996869,405.4752829996869,2,4.981412199791521,410.51854509999976,414.3761101998389,410.51854509999976,414.3761101998389,410.51854509999976,414.3761101998389,410.51854509999976,414.3761101998389,35.95238095238095,2.714815099723637,space,387.65686299977824,387.65686299977824,388.6588324997574,390.7462897999212,3.793816300109029,401.8347698999569,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Torso_X_For', 'R_Torso_Z_For', 'L_Torso_Z_For', 'R_Arm_Z_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Torso_X_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_Z_Back,3,3,robot,2,True,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,14,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,414.3761101998389,414.3761101998389,space,1.264642100315541,415.66195189999416,416.66393100004643,,,433.56388629972935,433.56388629972935,433.56388629972935,4,2.8460925999097526,436.43618729989976,436.43618729989976,436.43618729989976,436.43618729989976,436.43618729989976,436.43618729989976,436.43618729989976,436.43618729989976,None,None,None,,,,,,429.92340719979256,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['L_Arm_Z_For', 'L_Arm_X_Back', 'L_Torso_Z_For', 'R_Arm_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Arm_X_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Arm_X_Back,1,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,14,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,436.43618729989976,436.43618729989976,None,,436.43618729989976,437.4381849998608,,,454.35483990004286,454.35483990004286,454.35483990004286,3,7.758147299755365,462.13678850000724,462.13678850000724,462.13678850000724,462.13678850000724,462.13678850000724,462.13678850000724,462.13678850000724,462.13678850000724,None,None,None,436.43618729989976,436.43618729989976,437.4381849998608,439.5423181997612,,450.7143361000344,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['L_Head_Y_For', 'L_Torso_Y_Back', 'R_Head_Y_Back', 'L_Head_X_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,2,3,robot,2,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,14,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,462.13678850000724,462.13678850000724,None,,462.13678850000724,463.138773099985,,,479.8382804999128,479.8382804999128,479.8382804999128,3,6.738352699670941,486.63503069989383,490.4592166999355,486.63503069989383,490.4592166999355,486.63503069989383,490.4592166999355,486.63503069989383,490.4592166999355,39.285714285714285,2.8987324996851385,space,462.13678850000724,462.13678850000724,463.138773099985,465.2263445998542,3.773668700363487,476.26461189985275,,,,,,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.4592166999355,490.4592166999355,490.4592166999355,c,3.32548540038988,,,,,,,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_left_G_0', 'red_left_L_0', 'blue_top_V_0', 'blue_left_Z_45']","{'color': 'red_left_L_0', 'position': 'blue_top_V_0', 'orientation': 'blue_left_Z_45'}",position,"['color', 'position']",blue_top_V_0,2,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,498.1076436997391,,,509.04578869976103,509.04578869976103,509.04578869976103,3,1.5223865997977555,510.5988562996499,510.5988562996499,510.5988562996499,510.5988562996499,510.5988562996499,510.5988562996499,510.5988562996499,510.5988562996499,None,None,None,,,,,,,,,,,,493.84920889977366,493.84920889977366,space,4.231063200160861,507.0253276997246,509.04578869976103,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_top_R_45', 'red_right_D_45', 'red_top_H_45', 'red_top_P_0']","{'color': 'blue_top_R_45', 'position': 'red_right_D_45', 'orientation': 'red_top_P_0'}",position,"['color', 'position']",red_right_D_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,510.5988562996499,,,521.3366651996039,521.3366651996039,521.3366651996039,2,2.4961462998762727,523.8582741999999,523.8582741999999,523.8582741999999,523.8582741999999,523.8582741999999,523.8582741999999,523.8582741999999,523.8582741999999,None,None,None,,,,512.6696345000528,,,,,,,,510.5988562996499,510.5988562996499,None,,519.3161804997362,521.3366651996039,510.5988562996499,510.5988562996499,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_left_P_45', 'red_left_M_45', 'red_top_H_45', 'red_left_Z_0']","{'color': 'blue_left_P_45', 'position': 'red_top_H_45', 'orientation': 'red_left_Z_0'}",color,"['color', 'orientation']",blue_left_P_45,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,523.8582741999999,,,534.5794198997319,534.5794198997319,534.5794198997319,1,1.4050696999765933,536.0155384996906,536.0155384996906,536.0155384996906,536.0155384996906,536.0155384996906,536.0155384996906,536.0155384996906,536.0155384996906,None,None,None,,,,525.9123889999464,,,,,,,,523.8582741999999,523.8582741999999,None,,532.3750872998498,534.5794198997319,523.8582741999999,523.8582741999999,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_right_W_45', 'blue_top_Z_0', 'blue_right_F_0', 'red_right_K_0']","{'color': 'red_right_K_0', 'position': 'blue_top_Z_0', 'orientation': 'blue_right_W_45'}",color,"['color', 'position']",red_right_K_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,536.0155384996906,,,547.1541563998908,547.1541563998908,547.1541563998908,1,3.574363300111145,550.7612614999525,550.7612614999525,550.7612614999525,550.7612614999525,550.7612614999525,550.7612614999525,550.7612614999525,550.7612614999525,None,None,None,,,,538.0863464996219,,,,,,,,536.0155384996906,536.0155384996906,None,,544.9499184000306,547.1541563998908,536.0155384996906,536.0155384996906,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
