sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
N,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,8,8,8,,,,,,,,,,,,,1507.5071494,1507.5071494,None,,1507.5071494,,1508.5906091000002,1508.5906091000002,1508.5906091000002,1508.5906091000002,1510.8286830000002,c,1510.8286830000002,1510.8286830000002,1510.8286830000002,1510.8286830000002,1510.8286830000002,1510.8286830000002,1510.8286830000002,1510.8286830000002,None,None,None,1507.5071494,1507.5071494,0.6761569000001373,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
X,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,9,9,9,,,,,,,,,,,,,1510.8286830000002,1510.8286830000002,None,,1510.8286830000002,1511.9073322,1511.9073322,1511.9073322,1511.9073322,1511.9073322,1514.1404833000001,c,1514.1404833000001,1514.1404833000001,1514.1404833000001,1514.1404833000001,1514.1404833000001,1514.1404833000001,1514.1404833000001,1514.1404833000001,None,None,None,1510.8286830000002,1510.8286830000002,0.4779296000000386,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
F,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,10,10,10,,,,,,,,,,,,,1514.1404833000001,1514.1404833000001,None,,1514.1404833000001,,1515.2228673999998,1515.2228673999998,1515.2228673999998,1515.2228673999998,1517.4523764,n,1517.4523764,1517.4523764,1517.4523764,1517.4523764,1517.4523764,1517.4523764,1517.4523764,1517.4523764,None,None,None,1514.1404833000001,1514.1404833000001,0.7636479999999892,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
S,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,1,0,0,0,0,0,11,11,11,,,,,,,,,,,,,1517.4523764,1517.4523764,None,,1517.4523764,1518.5266234,1518.5266234,1518.5266234,1518.5266234,1518.5266234,1520.7856828999998,n,1520.7856828999998,1527.2602653,1520.7856828999998,1527.2602653,1520.7856828999998,1527.2602653,1520.7856828999998,1527.2602653,27.685185185185183,3.716227300000128,space,1517.4523764,1517.4523764,1.0997917999999345,6.423875300000077,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
S,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,12,12,12,,,,,,,,,,,,,1527.2602653,1527.2602653,space,9.541741300000126,1536.8216504000002,1537.8946765,1537.8946765,1537.8946765,1537.8946765,1537.8946765,1540.1222655000001,None,1540.1222655000001,1540.1222655000001,1540.1222655000001,1540.1222655000001,1540.1222655000001,1540.1222655000001,1540.1222655000001,1540.1222655000001,None,None,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,13,13,13,,,,,,,,,,,,,1540.1222655000001,1540.1222655000001,None,,1540.1222655000001,1541.1961133,1541.1961133,1541.1961133,1541.1961133,1541.1961133,1543.2335917999999,None,1543.2335917999999,1543.2335917999999,1543.2335917999999,1543.2335917999999,1543.2335917999999,1543.2335917999999,1543.2335917999999,1543.2335917999999,None,None,None,1540.1222655000001,1540.1222655000001,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,14,14,14,,,,,,,,,,,,,1543.2335917999999,1543.2335917999999,None,,1543.2335917999999,1544.3059669999998,1544.3059669999998,1544.3059669999998,1544.3059669999998,1544.3059669999998,1546.3393201999997,None,1546.3393201999997,1546.3393201999997,1546.3393201999997,1546.3393201999997,1546.3393201999997,1546.3393201999997,1546.3393201999997,1546.3393201999997,None,None,None,1543.2335917999999,1543.2335917999999,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
S,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,15,15,15,,,,,,,,,,,,,1546.3393201999997,1546.3393201999997,None,,1546.3393201999997,,1547.4175666,1547.4175666,1547.4175666,1547.4175666,1549.4515867,c,1549.4515867,1549.4515867,1549.4515867,1549.4515867,1549.4515867,1549.4515867,1549.4515867,1549.4515867,None,None,None,1546.3393201999997,1546.3393201999997,0.6880648000000065,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,1,0,0,0,0,0,16,16,16,,,,,,,,,,,,,1549.4515867,1549.4515867,None,,1549.4515867,1550.5230720999998,1550.5230720999998,1550.5230720999998,1550.5230720999998,1550.5230720999998,1552.7552242000002,c,1552.7552242000002,1552.7552242000002,1552.7552242000002,1552.7552242000002,1552.7552242000002,1552.7552242000002,1552.7552242000002,1552.7552242000002,None,None,None,1549.4515867,1549.4515867,0.7020008999999163,,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
W,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,1,0,0,0,0,0,17,17,17,,,,,,,,,,,,,1552.7552242000002,1552.7552242000002,None,,1552.7552242000002,1553.8255536000001,1553.8255536000001,1553.8255536000001,1553.8255536000001,1553.8255536000001,1556.0830664,n,1556.0830664,1561.7346063,1556.0830664,1561.7346063,1556.0830664,1561.7346063,1556.0830664,1561.7346063,28.919753086419746,3.2183854999998402,space,1552.7552242000002,1552.7552242000002,0.799615099999869,5.58260000000007,,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Head_Z_Back,False,1,robot,1,True,False,robot_stimuli\R_Head_Z_Back.mp4,1,0,0,0,0,0,18,18,18,,,,,,,,,,,,,1561.7346063,1561.7346063,space,13.372363699999937,1575.138317,1576.2629160000001,,1576.2629160000001,1576.2629160000001,1576.2629160000001,,None,1579.9065783,1579.9065783,1579.9065783,1579.9065783,1579.9065783,1579.9065783,1579.9065783,1579.9065783,None,None,None,,,,,1576.2629160000001,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Base_X_For,False,1,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,1,0,0,0,0,0,19,19,19,,,,,,,,,,,,,1579.9065783,1579.9065783,None,,1579.9065783,,,1581.0215405,1581.0215405,1581.0215405,,None,1584.5985937,1584.5985937,1584.5985937,1584.5985937,1584.5985937,1584.5985937,1584.5985937,1584.5985937,None,None,None,1579.9065783,1579.9065783,,,1581.0215405,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,1,0,0,0,0,0,20,20,20,,,,,,,,,,,,,1584.5985937,1584.5985937,None,,1584.5985937,1585.7023851,,1585.7023851,1585.7023851,1585.7023851,,None,1589.3570791000002,1589.3570791000002,1589.3570791000002,1589.3570791000002,1589.3570791000002,1589.3570791000002,1589.3570791000002,1589.3570791000002,None,None,None,1584.5985937,1584.5985937,,,1585.7023851,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Base_Z_Back,True,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,1,0,0,0,0,0,21,21,21,,,,,,,,,,,,,1589.3570791000002,1589.3570791000002,None,,1589.3570791000002,,,1590.4629369,1590.4629369,1590.4629369,,c,1594.1005647000002,1594.1005647000002,1594.1005647000002,1594.1005647000002,1594.1005647000002,1594.1005647000002,1594.1005647000002,1594.1005647000002,None,None,None,1589.3570791000002,1589.3570791000002,2.489890799999671,,1590.4629369,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Base_Z_Back,True,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,1,0,0,0,0,0,22,22,22,,,,,,,,,,,,,1594.1005647000002,1594.1005647000002,None,,1594.1005647000002,1595.1971856999999,,1595.1971856999999,1595.1971856999999,1595.1971856999999,,c,1598.8403428000001,1598.8403428000001,1598.8403428000001,1598.8403428000001,1598.8403428000001,1598.8403428000001,1598.8403428000001,1598.8403428000001,None,None,None,1594.1005647000002,1594.1005647000002,2.6767783000001373,,1595.1971856999999,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Head_Y_Back,False,1,robot,1,False,True,robot_stimuli\L_Head_Y_Back.mp4,1,0,0,0,0,0,23,23,23,,,,,,,,,,,,,1598.8403428000001,1598.8403428000001,None,,1598.8403428000001,,,1599.9552168999999,1599.9552168999999,1599.9552168999999,,n,1603.6306396,1611.5569486,1603.6306396,1611.5569486,1603.6306396,1611.5569486,1603.6306396,1611.5569486,32.160493827160494,3.0823013999997784,space,1598.8403428000001,1598.8403428000001,2.431104099999743,7.874834400000168,1599.9552168999999,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Torso_X_For,False,2,robot,1,True,False,robot_stimuli\R_Torso_X_For.mp4,1,0,0,0,0,0,24,24,24,,,,,,,,,,,,,1611.5569486,1611.5569486,space,0.5161331999998993,1612.1050029000003,1613.2069989000001,,1613.2069989000001,1613.2069989000001,1613.2069989000001,,None,1616.8495485000003,1616.8495485000003,1616.8495485000003,1616.8495485000003,1616.8495485000003,1616.8495485000003,1616.8495485000003,1616.8495485000003,None,None,None,,,,,1613.2069989000001,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Torso_X_For,False,2,robot,1,False,False,robot_stimuli\L_Torso_X_For.mp4,1,0,0,0,0,0,25,25,25,,,,,,,,,,,,,1616.8495485000003,1616.8495485000003,None,,1616.8495485000003,1617.9492000999999,,1617.9492000999999,1617.9492000999999,1617.9492000999999,,None,1621.5838251999999,1621.5838251999999,1621.5838251999999,1621.5838251999999,1621.5838251999999,1621.5838251999999,1621.5838251999999,1621.5838251999999,None,None,None,1616.8495485000003,1616.8495485000003,,,1617.9492000999999,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Torso_X_For,True,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,1,0,0,0,0,0,26,26,26,,,,,,,,,,,,,1621.5838251999999,1621.5838251999999,None,,1621.5838251999999,1622.6875345000003,,1622.6875345000003,1622.6875345000003,1622.6875345000003,,c,1626.3376935000001,1626.3376935000001,1626.3376935000001,1626.3376935000001,1626.3376935000001,1626.3376935000001,1626.3376935000001,1626.3376935000001,None,None,None,1621.5838251999999,1621.5838251999999,2.0986076000000367,,1622.6875345000003,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,1,0,0,0,0,0,27,27,27,,,,,,,,,,,,,1626.3376935000001,1626.3376935000001,None,,1626.3376935000001,1627.4218116000002,,1627.4218116000002,1627.4218116000002,1627.4218116000002,,n,1631.0665254,1631.0665254,1631.0665254,1631.0665254,1631.0665254,1631.0665254,1631.0665254,1631.0665254,None,None,None,1626.3376935000001,1626.3376935000001,1.9869782000001805,,1627.4218116000002,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Arm_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,1,0,0,0,0,0,28,28,28,,,,,,,,,,,,,1631.0665254,1631.0665254,None,,1631.0665254,1632.1776522999999,,1632.1776522999999,1632.1776522999999,1632.1776522999999,,n,1635.8205461000002,1635.8205461000002,1635.8205461000002,1635.8205461000002,1635.8205461000002,1635.8205461000002,1635.8205461000002,1635.8205461000002,None,None,None,1631.0665254,1631.0665254,1.6007250999997495,,1632.1776522999999,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Base_Y_For,True,2,robot,1,False,True,robot_stimuli\R_Base_Y_For.mp4,1,0,0,0,0,0,29,29,29,,,,,,,,,,,,,1635.8205461000002,1635.8205461000002,None,,1635.8205461000002,1636.9150742000002,,1636.9150742000002,1636.9150742000002,1636.9150742000002,,c,1640.5887115,1647.3926974,1640.5887115,1647.3926974,1640.5887115,1647.3926974,1640.5887115,1647.3926974,40.648148148148145,4.294650100000126,space,1635.8205461000002,1635.8205461000002,2.2151558000001614,6.756953799999906,1636.9150742000002,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Head_X_Back,False,3,robot,1,True,False,robot_stimuli\L_Head_X_Back.mp4,1,0,0,0,0,0,30,30,30,,,,,,,,,,,,,1647.3926974,1647.3926974,space,1.3133527999999615,1648.7386161,1649.8396077000002,,1649.8396077000002,1649.8396077000002,1649.8396077000002,,None,1653.4896737,1653.4896737,1653.4896737,1653.4896737,1653.4896737,1653.4896737,1653.4896737,1653.4896737,None,None,None,,,,,1649.8396077000002,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Arm_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,1,0,0,0,0,0,31,31,31,,,,,,,,,,,,,1653.4896737,1653.4896737,None,,1653.4896737,,,1654.6031501000002,1654.6031501000002,1654.6031501000002,,None,1658.2576039,1658.2576039,1658.2576039,1658.2576039,1658.2576039,1658.2576039,1658.2576039,1658.2576039,None,None,None,1653.4896737,1653.4896737,,,1654.6031501000002,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Torso_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,1,0,0,0,0,0,32,32,32,,,,,,,,,,,,,1658.2576039,1658.2576039,None,,1658.2576039,,,1659.3669595000001,1659.3669595000001,1659.3669595000001,,None,1663.0057732999999,1663.0057732999999,1663.0057732999999,1663.0057732999999,1663.0057732999999,1663.0057732999999,1663.0057732999999,1663.0057732999999,None,None,None,1658.2576039,1658.2576039,,,1659.3669595000001,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Base_Z_For,False,3,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,1,0,0,0,0,0,33,33,33,,,,,,,,,,,,,1663.0057732999999,1663.0057732999999,None,,1663.0057732999999,1664.0886409,,1664.0886409,1664.0886409,1664.0886409,,None,1667.7372602,1667.7372602,1667.7372602,1667.7372602,1667.7372602,1667.7372602,1667.7372602,1667.7372602,None,None,None,1663.0057732999999,1663.0057732999999,,,1664.0886409,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,1,0,0,0,0,0,34,34,34,,,,,,,,,,,,,1667.7372602,1667.7372602,None,,1667.7372602,1668.8170673,,1668.8170673,1668.8170673,1668.8170673,,n,1672.4675708,1672.4675708,1672.4675708,1672.4675708,1672.4675708,1672.4675708,1672.4675708,1672.4675708,None,None,None,1667.7372602,1667.7372602,3.2414519999998674,,1668.8170673,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Torso_Z_Back,True,3,robot,1,False,True,robot_stimuli\R_Torso_Z_Back.mp4,1,0,0,0,0,0,35,35,35,,,,,,,,,,,,,1672.4675708,1672.4675708,None,,1672.4675708,1673.5539239,,1673.5539239,1673.5539239,1673.5539239,,c,1677.2328009000003,1691.1511102,1677.2328009000003,1691.1511102,1677.2328009000003,1691.1511102,1677.2328009000003,1691.1511102,44.96913580246914,12.387890599999992,space,1672.4675708,1672.4675708,2.5525499999999965,13.86461440000005,1673.5539239,,,,,,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.1511102,1691.1511102,1691.1511102,c,4.914559599999961,,,,,,,,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Torso_X_Back,False,2,robot,1,True,False,robot_stimuli\L_Torso_X_Back.mp4,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1702.6386868,1703.7210236,,,,,,,1707.3705427,1707.3705427,1707.3705427,1707.3705427,1707.3705427,1707.3705427,1707.3705427,1707.3705427,None,None,None,,,,,,,,,,,1696.1264865000003,1696.1264865000003,space,6.491761699999756,1703.7210236,1703.7210236,None,,,,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
R_Head_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,1707.3705427,1708.4563005,,,,,,,1712.1033041,1712.1033041,1712.1033041,1712.1033041,1712.1033041,1712.1033041,1712.1033041,1712.1033041,None,None,None,,,,,,,,,,,1707.3705427,1707.3705427,None,,1708.4563005,1708.4563005,n,1707.3705427,1707.3705427,0.2727273999995532,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Arm_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,1712.1033041,1713.1835378,,,,,,,1716.8396902,1716.8396902,1716.8396902,1716.8396902,1716.8396902,1716.8396902,1716.8396902,1716.8396902,None,None,None,,,,,,,,,,,1712.1033041,1712.1033041,None,,1713.1835378,1713.1835378,n,1712.1033041,1712.1033041,0.8350162999996655,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Head_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Head_Y_For.mp4,1,,,,,,,,,0,3,3,3,,,,,,,,,,,,,1716.8396902,,,,,,,,1721.5894709,1721.5894709,1721.5894709,1721.5894709,1721.5894709,1721.5894709,1721.5894709,1721.5894709,None,None,None,,,,,,,,,,,1716.8396902,1716.8396902,None,,1717.9475922000001,1717.9475922000001,n,1716.8396902,1716.8396902,1.590012799999954,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
L_Head_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Head_Y_Back.mp4,1,,,,,,,,,0,4,4,4,,,,,,,,,,,,,1721.5894709,,,,,,,,1726.3304997,1726.3304997,1726.3304997,1726.3304997,1726.3304997,1726.3304997,1726.3304997,1726.3304997,None,None,None,,,,,,,,,,,1721.5894709,1721.5894709,None,,1722.6992138,1722.6992138,n,1721.5894709,1721.5894709,1.7421996999997873,,,1,001,2024-05-30_10h23.58.972,robot_nback_sign,2022.2.5,60.00056400528521,
