sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,8,8,8,,,,,,,,,,,,,91.47256430000004,91.47256430000004,None,,91.47256430000004,92.54671860000008,92.54671860000008,92.54671860000008,92.54671860000008,92.54671860000008,94.57487830000002,c,94.57487830000002,94.57487830000002,94.57487830000002,94.57487830000002,94.57487830000002,94.57487830000002,94.57487830000002,94.57487830000002,None,None,None,91.47256430000004,91.47256430000004,1.74897390000001,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
P,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,9,9,9,,,,,,,,,,,,,94.57487830000002,94.57487830000002,None,,94.57487830000002,95.64850020000006,95.64850020000006,95.64850020000006,95.64850020000006,95.64850020000006,97.87592970000003,n,97.87592970000003,97.87592970000003,97.87592970000003,97.87592970000003,97.87592970000003,97.87592970000003,97.87592970000003,97.87592970000003,None,None,None,94.57487830000002,94.57487830000002,1.5346710999999686,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,10,10,10,,,,,,,,,,,,,97.87592970000003,97.87592970000003,None,,97.87592970000003,98.94895540000005,98.94895540000005,98.94895540000005,98.94895540000005,98.94895540000005,101.18604089999997,c,101.18604089999997,101.18604089999997,101.18604089999997,101.18604089999997,101.18604089999997,101.18604089999997,101.18604089999997,101.18604089999997,None,None,None,97.87592970000003,97.87592970000003,1.8821904999999788,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
D,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,16,0,0,0,0,0,11,11,11,,,,,,,,,,,,,101.18604089999997,101.18604089999997,None,,101.18604089999997,102.27458769999998,102.27458769999998,102.27458769999998,102.27458769999998,102.27458769999998,104.33480310000004,n,104.33480310000004,151.55202400000007,104.33480310000004,151.55202400000007,104.33480310000004,151.55202400000007,104.33480310000004,151.55202400000007,29.999999999999993,38.55422930000009,space,101.18604089999997,101.18604089999997,1.4847594999999956,47.16840530000002,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
F,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,12,12,12,,,,,,,,,,,,,151.55202400000007,151.55202400000007,space,1.1916027999999415,152.76301380000007,153.83640450000007,153.83640450000007,153.83640450000007,153.83640450000007,153.83640450000007,156.06911520000006,None,156.06911520000006,156.06911520000006,156.06911520000006,156.06911520000006,156.06911520000006,156.06911520000006,156.06911520000006,156.06911520000006,None,None,None,,,,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
B,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,13,13,13,,,,,,,,,,,,,156.06911520000006,156.06911520000006,None,,156.06911520000006,157.1516504,157.1516504,157.1516504,157.1516504,157.1516504,159.17726419999997,n,159.17726419999997,159.17726419999997,159.17726419999997,159.17726419999997,159.17726419999997,159.17726419999997,159.17726419999997,159.17726419999997,None,None,None,156.06911520000006,156.06911520000006,1.4333416000000625,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,14,14,14,,,,,,,,,,,,,159.17726419999997,159.17726419999997,None,,159.17726419999997,160.24667050000005,160.24667050000005,160.24667050000005,160.24667050000005,160.24667050000005,162.27396740000006,None,162.27396740000006,162.27396740000006,162.27396740000006,162.27396740000006,162.27396740000006,162.27396740000006,162.27396740000006,162.27396740000006,None,None,None,159.17726419999997,159.17726419999997,,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
F,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,15,15,15,,,,,,,,,,,,,162.27396740000006,162.27396740000006,None,,162.27396740000006,163.34457910000003,163.34457910000003,163.34457910000003,163.34457910000003,163.34457910000003,165.37120349999998,c,165.37120349999998,165.37120349999998,165.37120349999998,165.37120349999998,165.37120349999998,165.37120349999998,165.37120349999998,165.37120349999998,None,None,None,162.27396740000006,162.27396740000006,0.7668945000000349,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,16,0,0,0,0,0,16,16,16,,,,,,,,,,,,,165.37120349999998,165.37120349999998,None,,165.37120349999998,166.44331,166.44331,166.44331,166.44331,166.44331,168.47448299999996,None,168.47448299999996,168.47448299999996,168.47448299999996,168.47448299999996,168.47448299999996,168.47448299999996,168.47448299999996,168.47448299999996,None,None,None,165.37120349999998,165.37120349999998,,,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R,True,3,letter,1,False,True,robot_stimuli\\filler.mp4,16,0,0,0,0,0,17,17,17,,,,,,,,,,,,,168.47448299999996,168.47448299999996,None,,168.47448299999996,169.54384890000006,169.54384890000006,169.54384890000006,169.54384890000006,169.54384890000006,171.60683800000004,None,171.60683800000004,175.93138940000006,171.60683800000004,175.93138940000006,171.60683800000004,175.93138940000006,171.60683800000004,175.93138940000006,40.648148148148145,3.4419158999999127,space,168.47448299999996,168.47448299999996,,4.263979400000039,,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Arm_X_Back,False,1,robot,2,True,False,robot_stimuli\L_Arm_X_Back.mp4,16,0,0,0,0,0,18,18,18,,,,,,,,,,,,,175.93138940000006,175.93138940000006,space,1.940513899999928,177.89636080000002,179.00935950000007,,179.00935950000007,179.00935950000007,179.00935950000007,,None,182.64376060000006,182.64376060000006,182.64376060000006,182.64376060000006,182.64376060000006,182.64376060000006,182.64376060000006,182.64376060000006,None,None,None,,,,,179.00935950000007,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_Y_For,False,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16,0,0,0,0,0,19,19,19,,,,,,,,,,,,,182.64376060000006,182.64376060000006,None,,182.64376060000006,183.74548530000004,,183.74548530000004,183.74548530000004,183.74548530000004,,c,187.39169349999997,187.39169349999997,187.39169349999997,187.39169349999997,187.39169349999997,187.39169349999997,187.39169349999997,187.39169349999997,None,None,None,182.64376060000006,182.64376060000006,0.5909739999999601,,183.74548530000004,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16,0,0,0,0,0,20,20,20,,,,,,,,,,,,,187.39169349999997,187.39169349999997,None,,187.39169349999997,188.48721,,188.48721,188.48721,188.48721,,c,192.1307279,192.1307279,192.1307279,192.1307279,192.1307279,192.1307279,192.1307279,192.1307279,None,None,None,187.39169349999997,187.39169349999997,0.8563245000000279,,188.48721,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_Y_For,True,1,robot,2,False,False,robot_stimuli\L_Head_Y_For.mp4,16,0,0,0,0,0,21,21,21,,,,,,,,,,,,,192.1307279,192.1307279,None,,192.1307279,193.21987320000005,,193.21987320000005,193.21987320000005,193.21987320000005,,c,196.86283660000004,196.86283660000004,196.86283660000004,196.86283660000004,196.86283660000004,196.86283660000004,196.86283660000004,196.86283660000004,None,None,None,192.1307279,192.1307279,3.4688502999999855,,193.21987320000005,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Head_Y_Back,False,1,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,16,0,0,0,0,0,22,22,22,,,,,,,,,,,,,196.86283660000004,196.86283660000004,None,,196.86283660000004,197.95735580000007,,197.95735580000007,197.95735580000007,197.95735580000007,,n,201.5901841,201.5901841,201.5901841,201.5901841,201.5901841,201.5901841,201.5901841,201.5901841,None,None,None,196.86283660000004,196.86283660000004,1.9154506999999512,,197.95735580000007,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Base_Z_For,False,1,robot,2,False,True,robot_stimuli\R_Base_Z_For.mp4,16,0,0,0,0,0,23,23,23,,,,,,,,,,,,,201.5901841,201.5901841,None,,201.5901841,202.69829620000007,,202.69829620000007,202.69829620000007,202.69829620000007,,n,206.37105080000003,211.1072001,206.37105080000003,211.1072001,206.37105080000003,211.1072001,206.37105080000003,211.1072001,23.518518518518526,4.10502120000001,space,201.5901841,201.5901841,2.1975376000000324,4.684200400000009,202.69829620000007,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Torso_X_Back,False,2,robot,2,True,False,robot_stimuli\L_Torso_X_Back.mp4,16,0,0,0,0,0,24,24,24,,,,,,,,,,,,,211.1072001,211.1072001,space,3.460850800000003,214.59686240000008,215.6918812,,215.6918812,215.6918812,215.6918812,,None,219.3444164,219.3444164,219.3444164,219.3444164,219.3444164,219.3444164,219.3444164,219.3444164,None,None,None,,,,,215.6918812,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,16,0,0,0,0,0,25,25,25,,,,,,,,,,,,,219.3444164,219.3444164,None,,219.3444164,220.4409806,,220.4409806,220.4409806,220.4409806,,None,224.07319170000005,224.07319170000005,224.07319170000005,224.07319170000005,224.07319170000005,224.07319170000005,224.07319170000005,224.07319170000005,None,None,None,219.3444164,219.3444164,,,220.4409806,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,16,0,0,0,0,0,26,26,26,,,,,,,,,,,,,224.07319170000005,224.07319170000005,None,,224.07319170000005,225.1738646,,225.1738646,225.1738646,225.1738646,,c,228.81280800000002,228.81280800000002,228.81280800000002,228.81280800000002,228.81280800000002,228.81280800000002,228.81280800000002,228.81280800000002,None,None,None,224.07319170000005,224.07319170000005,1.321296899999993,,225.1738646,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_X_For,False,2,robot,2,False,False,robot_stimuli\L_Head_X_For.mp4,16,0,0,0,0,0,27,27,27,,,,,,,,,,,,,228.81280800000002,228.81280800000002,None,,228.81280800000002,229.89515670000003,,229.89515670000003,229.89515670000003,229.89515670000003,,n,233.48503390000008,233.48503390000008,233.48503390000008,233.48503390000008,233.48503390000008,233.48503390000008,233.48503390000008,233.48503390000008,None,None,None,228.81280800000002,228.81280800000002,2.0397844000000305,,229.89515670000003,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,16,0,0,0,0,0,28,28,28,,,,,,,,,,,,,233.48503390000008,233.48503390000008,None,,233.48503390000008,234.5853952,,234.5853952,234.5853952,234.5853952,,c,238.23137359999998,238.23137359999998,238.23137359999998,238.23137359999998,238.23137359999998,238.23137359999998,238.23137359999998,238.23137359999998,None,None,None,233.48503390000008,233.48503390000008,1.7823680999999851,,234.5853952,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Arm_Z_Back,False,2,robot,2,False,True,robot_stimuli\R_Arm_Z_Back.mp4,16,0,0,0,0,0,29,29,29,,,,,,,,,,,,,238.23137359999998,238.23137359999998,None,,238.23137359999998,,,239.3386981,239.3386981,239.3386981,,n,243.0253861,245.66181930000005,243.0253861,245.66181930000005,243.0253861,245.66181930000005,243.0253861,245.66181930000005,39.413580246913575,2.0438384999999926,space,238.23137359999998,238.23137359999998,2.7163220999999567,2.565681100000006,239.3386981,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Arm_Y_For,False,3,robot,2,True,False,robot_stimuli\L_Arm_Y_For.mp4,16,0,0,0,0,0,30,30,30,,,,,,,,,,,,,245.66181930000005,245.66181930000005,space,0.4582847000000356,246.14650870000003,247.22987160000002,,247.22987160000002,247.22987160000002,247.22987160000002,,None,250.87924010000006,250.87924010000006,250.87924010000006,250.87924010000006,250.87924010000006,250.87924010000006,250.87924010000006,250.87924010000006,None,None,None,,,,,247.22987160000002,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Base_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,16,0,0,0,0,0,31,31,31,,,,,,,,,,,,,250.87924010000006,250.87924010000006,None,,250.87924010000006,251.96096910000006,,251.96096910000006,251.96096910000006,251.96096910000006,,None,255.60516500000006,255.60516500000006,255.60516500000006,255.60516500000006,255.60516500000006,255.60516500000006,255.60516500000006,255.60516500000006,None,None,None,250.87924010000006,250.87924010000006,,,251.96096910000006,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_Z_For,False,3,robot,2,False,False,robot_stimuli\L_Head_Z_For.mp4,16,0,0,0,0,0,32,32,32,,,,,,,,,,,,,255.60516500000006,255.60516500000006,None,,255.60516500000006,256.69524839999997,,256.69524839999997,256.69524839999997,256.69524839999997,,None,260.3458145000001,260.3458145000001,260.3458145000001,260.3458145000001,260.3458145000001,260.3458145000001,260.3458145000001,260.3458145000001,None,None,None,255.60516500000006,255.60516500000006,,,256.69524839999997,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Base_X_For,False,3,robot,2,False,False,robot_stimuli\L_Base_X_For.mp4,16,0,0,0,0,0,33,33,33,,,,,,,,,,,,,260.3458145000001,260.3458145000001,None,,260.3458145000001,261.4296082000001,,261.4296082000001,261.4296082000001,261.4296082000001,,c,265.0125137,265.0125137,265.0125137,265.0125137,265.0125137,265.0125137,265.0125137,265.0125137,None,None,None,260.3458145000001,260.3458145000001,1.8111092999999983,,261.4296082000001,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
R_Base_X_Back,True,3,robot,2,False,False,robot_stimuli\R_Base_X_Back.mp4,16,0,0,0,0,0,34,34,34,,,,,,,,,,,,,265.0125137,265.0125137,None,,265.0125137,266.095607,,266.095607,266.095607,266.095607,,n,269.74469510000006,269.74469510000006,269.74469510000006,269.74469510000006,269.74469510000006,269.74469510000006,269.74469510000006,269.74469510000006,None,None,None,265.0125137,265.0125137,2.391882399999986,,266.095607,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L_Head_Z_For,True,3,robot,2,False,True,robot_stimuli\L_Head_Z_For.mp4,16,0,0,0,0,0,35,35,35,,,,,,,,,,,,,269.74469510000006,269.74469510000006,None,,269.74469510000006,270.82577349999997,,270.82577349999997,270.82577349999997,270.82577349999997,,c,274.5092479,281.16872280000007,274.5092479,281.16872280000007,274.5092479,281.16872280000007,274.5092479,281.16872280000007,47.43827160493827,5.181113800000048,space,269.74469510000006,269.74469510000006,1.8939523000000236,6.586366800000064,270.82577349999997,,,,,,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.16872280000007,281.16872280000007,281.16872280000007,c,2.815782199999944,,,,,,,,,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
S,False,1,letter,1,True,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,0,0,0,,,,,,,,,,,,,285.879857,286.9553480000001,,,,,,,289.17935380000006,289.17935380000006,289.17935380000006,289.17935380000006,289.17935380000006,289.17935380000006,289.17935380000006,289.17935380000006,None,None,None,,,,,,,,,,,284.05008540000006,284.05008540000006,space,1.7972648999999592,286.9553480000001,286.9553480000001,289.17935380000006,None,,,,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,1,1,1,,,,,,,,,,,,,289.17935380000006,290.23479380000003,,,,,,,292.2623036,292.2623036,292.2623036,292.2623036,292.2623036,292.2623036,292.2623036,292.2623036,None,None,None,,,,,,,,,,,289.17935380000006,289.17935380000006,None,,290.23479380000003,290.23479380000003,292.2623036,n,289.17935380000006,289.17935380000006,0.9802121999999827,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
N,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,2,2,2,,,,,,,,,,,,,292.2623036,293.3177859,,,,,,,295.53980120000006,295.53980120000006,295.53980120000006,295.53980120000006,295.53980120000006,295.53980120000006,295.53980120000006,295.53980120000006,None,None,None,,,,,,,,,,,292.2623036,292.2623036,None,,293.3177859,293.3177859,295.53980120000006,c,292.2623036,292.2623036,0.6828880000000481,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,3,3,3,,,,,,,,,,,,,295.53980120000006,296.5999855,,,,,,,298.6319158,298.6319158,298.6319158,298.6319158,298.6319158,298.6319158,298.6319158,298.6319158,None,None,None,,,,,,,,,,,295.53980120000006,295.53980120000006,None,,296.5999855,296.5999855,298.6319158,n,295.53980120000006,295.53980120000006,0.9670164999999997,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,4,4,4,,,,,,,,,,,,,298.6319158,,,,,,,,301.92377,301.92377,301.92377,301.92377,301.92377,301.92377,301.92377,301.92377,None,None,None,,,,,,,,,,,298.6319158,298.6319158,None,,299.6988824,299.6988824,301.92377,n,298.6319158,298.6319158,0.805944199999999,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,16,,,,,,,,,0,5,5,5,,,,,,,,,,,,,301.92377,302.98615359999997,,,,,,,305.00894560000006,305.00894560000006,305.00894560000006,305.00894560000006,305.00894560000006,305.00894560000006,305.00894560000006,305.00894560000006,None,None,None,,,,,,,,,,,301.92377,301.92377,None,,302.98615359999997,302.98615359999997,305.00894560000006,n,301.92377,301.92377,0.7901109000000588,,16,001,2024-06-21_09h50.19.494,robot_nback_sign,2022.2.5,59.98760656045998,
