sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['N', 'D', 'L', 'G', 'F', 'M']",True,F,6,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,1152.3806964,1152.3806964,None,,1166.5271482,1167.5863819,1164.5102011,1166.5271482,1167.5863819,1167.5863819,1167.5863819,1167.5863819,c,1.1065817000001346,1168.841064,1171.4659795,1168.841064,1171.4659795,1168.841064,1171.4659795,1168.841064,1171.4659795,20.89506172839506,1.9755554999999276,space,1152.3806964,1152.3806964,2.5487608000001103,,,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L_Torso_Y_Back', 'L_Arm_Z_For']",False,L_Arm_Y_For,2,robot,2,True,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,2,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,1171.4659795,1171.4659795,space,1.6428106999999557,1181.4513821,1182.5431816,,,,1182.5431816,1182.5431816,1182.5431816,n,2.214576600000129,1186.1872951,1186.1872951,1186.1872951,1186.1872951,1186.1872951,1186.1872951,1186.1872951,1186.1872951,None,None,None,,,,1177.8111993,1182.5431816,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['R_Torso_Z_Back', 'L_Torso_Z_Back']",True,R_Torso_Z_Back,2,robot,2,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,2,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1186.1872951,1186.1872951,None,,1194.5352594,1195.6357575,,,,1195.6357575,1195.6357575,1195.6357575,c,2.250578600000182,1199.2801436,1199.2801436,1199.2801436,1199.2801436,1199.2801436,1199.2801436,1199.2801436,1199.2801436,None,None,None,1186.1872951,1186.1872951,,1191.027491,1195.6357575,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['R_Torso_X_For', 'R_Arm_X_Back']",True,R_Arm_X_Back,2,robot,2,False,True,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,2,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,1199.2801436,1199.2801436,None,,1207.7430668,1208.8294282,,,,1208.8294282,1208.8294282,1208.8294282,c,2.5034703000001457,1212.4993465,1215.1057263,1212.4993465,1215.1057263,1212.4993465,1215.1057263,1212.4993465,1215.1057263,9.475308641975309,1.849969099999953,space,1199.2801436,1199.2801436,2.537207699999982,1204.1138988,1208.8294282,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L_Head_Z_For', 'R_Head_Y_Back', 'R_Base_X_For', 'L_Torso_Z_For']",False,R_Torso_X_For,4,robot,2,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\R_Torso_X_For.mp4,2,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,1215.1057263,1215.1057263,space,1.0993148000000303,1232.050241,1233.1438486,,,,1233.1438486,1233.1438486,1233.1438486,n,2.7980743999999333,1236.7952993000001,1236.7952993000001,1236.7952993000001,1236.7952993000001,1236.7952993000001,1236.7952993000001,1236.7952993000001,1236.7952993000001,None,None,None,,,,1228.4091018,1233.1438486,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L_Head_Z_Back', 'R_Torso_X_For', 'L_Torso_X_For', 'L_Arm_Z_For']",True,L_Head_Z_Back,4,robot,2,False,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_Z_Back.mp4,2,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,1236.7952993000001,1236.7952993000001,None,,1252.7348588,1253.8242765,,,,1253.8242765,1253.8242765,1253.8242765,c,2.812108800000061,1257.4753997,1257.4753997,1257.4753997,1257.4753997,1257.4753997,1257.4753997,1257.4753997,1257.4753997,None,None,None,1236.7952993000001,1236.7952993000001,,1249.0907806,1253.8242765,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['R_Arm_X_For', 'L_Torso_X_For', 'R_Base_Y_Back', 'R_Base_Y_For']",True,L_Torso_X_For,4,robot,2,False,True,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,2,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,1257.4753997,1257.4753997,None,,1273.4206771,1274.5216811,,,,1274.5216811,1274.5216811,1274.5216811,n,2.956383999999872,1278.183512,1281.5841337,1278.183512,1281.5841337,1278.183512,1281.5841337,1278.183512,1281.5841337,38.02469135802469,2.5419505999998364,space,1257.4753997,1257.4753997,3.341721900000067,1269.7758268,1274.5216811,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L_Base_X_Back', 'R_Head_X_For', 'L_Head_Y_Back', 'R_Arm_X_Back', 'R_Arm_X_For', 'L_Base_Y_For']",False,L_Torso_X_Back,6,robot,2,True,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,2,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,1281.5841337,1281.5841337,space,1.0607389000001888,1305.8627676,1283.7565451,,,,1306.9564659,1306.9564659,1306.9564659,n,3.289652400000051,1310.6048428,1310.6048428,1310.6048428,1310.6048428,1310.6048428,1310.6048428,1310.6048428,1310.6048428,None,None,None,,,,1302.3300986,1306.9564659,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L_Torso_Y_For', 'L_Torso_X_For', 'L_Head_X_Back', 'L_Arm_Y_For', 'R_Arm_Z_Back', 'L_Arm_X_For']",True,L_Arm_Y_For,6,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,2,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,1310.6048428,1310.6048428,None,,1333.9106742,1334.9926255,,,,1334.9926255,1334.9926255,1334.9926255,c,2.1492762000000596,1338.6418597,1338.6418597,1338.6418597,1338.6418597,1338.6418597,1338.6418597,1338.6418597,1338.6418597,None,None,None,1310.6048428,1310.6048428,,1330.2783574,1334.9926255,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['R_Arm_Z_For', 'L_Torso_X_Back', 'L_Torso_Y_Back', 'L_Head_Y_For', 'L_Base_Y_Back', 'R_Head_Z_Back']",True,L_Base_Y_Back,6,robot,2,False,True,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,2,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,1338.6418597,1338.6418597,None,,1361.7817157,1362.8727163,,,,1362.8727163,1362.8727163,1362.8727163,n,2.9077191000001505,1366.4645239,1368.8098896,1366.4645239,1368.8098896,1366.4645239,1368.8098896,1366.4645239,1368.8098896,36.327160493827165,1.20269559999997,space,1338.6418597,1338.6418597,2.3004589000002227,1358.1398177,1362.8727163,,,,,,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.8098896,1368.8098896,1368.8098896,c,1.5143631999999627,,,,,,,,,,,,,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['Z', 'L', 'T', 'Q']",False,B,4,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1382.8028405,1383.8855821,,,,,,,,,1384.6943713,1384.6943713,1384.6943713,1384.6943713,1384.6943713,1384.6943713,1384.6943713,1384.6943713,None,None,None,,,,,,,,,,,1370.3595429,1370.3595429,space,2.462089100000213,1380.78952,1382.8028405,1383.8855821,1383.8855821,1383.8855821,1383.8855821,n,0.7115412999999364,,,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['Z', 'W', 'J', 'L']",True,L,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1394.447077,1385.7503654,,,,,,,,,1396.3402978,1396.3402978,1396.3402978,1396.3402978,1396.3402978,1396.3402978,1396.3402978,1396.3402978,None,None,None,,,,,,,,,,,1384.6943713,1384.6943713,None,,1392.4431,1394.447077,1395.514185,1395.514185,1395.514185,1395.514185,c,0.6912348000001032,1384.6943713,1384.6943713,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['J', 'F', 'Z', 'P']",False,K,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,1406.4924749,1407.5474297,,,,,,,,,1408.1736161000001,1408.1736161000001,1408.1736161000001,1408.1736161000001,1408.1736161000001,1408.1736161000001,1408.1736161000001,1408.1736161000001,None,None,None,,,,,,,,,,,1396.3402978,1396.3402978,None,,1404.2791436,1406.4924749,1407.5474297,1407.5474297,1407.5474297,1407.5474297,n,0.45857330000015395,1396.3402978,1396.3402978,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['R', 'D', 'P', 'Z']",True,D,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,1417.7258312,1418.7845242,,,,,,,,,1419.8173106,1419.8173106,1419.8173106,1419.8173106,1419.8173106,1419.8173106,1419.8173106,1419.8173106,None,None,None,,,,,,,,,,,1408.1736161000001,1408.1736161000001,None,,1415.709785,1417.7258312,1418.7845242,1418.7845242,1418.7845242,1418.7845242,c,0.853323999999958,1408.1736161000001,1408.1736161000001,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['P', 'W', 'R', 'K']",False,J,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,1429.5815514,1430.6669249,,,,,,,,,1431.2883464,1431.2883464,1431.2883464,1431.2883464,1431.2883464,1431.2883464,1431.2883464,1431.2883464,None,None,None,,,,,,,,,,,1419.8173106,1419.8173106,None,,1427.3665355,1429.5815514,1430.6669249,1430.6669249,1430.6669249,1430.6669249,n,0.5062605000000815,1419.8173106,1419.8173106,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['N', 'M', 'W', 'Z']",False,C,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,1441.0521478,1442.1143952,,,,,,,,,1442.7407522,1442.7407522,1442.7407522,1442.7407522,1442.7407522,1442.7407522,1442.7407522,1442.7407522,None,None,None,,,,,,,,,,,1431.2883464,1431.2883464,None,,1438.8289318,1441.0521478,1442.1143952,1442.1143952,1442.1143952,1442.1143952,n,0.5232982000000277,1431.2883464,1431.2883464,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['Q', 'X', 'K', 'J']",False,B,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,1452.4870549,1453.5502261,,,,,,,,,1454.1698579000001,1454.1698579000001,1454.1698579000001,1454.1698579000001,1454.1698579000001,1454.1698579000001,1454.1698579000001,1454.1698579000001,None,None,None,,,,,,,,,,,1442.7407522,1442.7407522,None,,1450.4718167,1452.4870549,1453.5502261,1453.5502261,1453.5502261,1453.5502261,n,0.5115464999999233,1442.7407522,1442.7407522,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['C', 'J', 'S', 'P']",True,P,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,1463.9186183,1464.9845432,,,,,,,,,1465.8040271,1465.8040271,1465.8040271,1465.8040271,1465.8040271,1465.8040271,1465.8040271,1465.8040271,None,None,None,,,,,,,,,,,1454.1698579000001,1454.1698579000001,None,,1461.7027023,1463.9186183,1464.9845432,1464.9845432,1464.9845432,1464.9845432,c,0.7485431000000347,1454.1698579000001,1454.1698579000001,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
"['L', 'H', 'F', 'Q']",True,L,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,1475.5526797,1476.6149795000001,,,,,,,,,1477.2426363,1477.2426363,1477.2426363,1477.2426363,1477.2426363,1477.2426363,1477.2426363,1477.2426363,None,None,None,,,,,,,,,,,1465.8040271,1465.8040271,None,,1473.3310809,1475.5526797,1476.6149795000001,1476.6149795000001,1476.6149795000001,1476.6149795000001,c,0.43870160000008696,1465.8040271,1465.8040271,,,2,001,2024-06-13_13h25.53.719,robot_sternberg_sign,2022.2.5,59.96537599189902,
