sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
N,False,1,letter,1,False,True,robot_stimuli\\filler.mp4,2,0,0,0,0,0,8,8,8,,,,,,,,,,,,,1224.8031182,1224.8031182,None,,1224.8031182,1225.8717171,1225.8717171,1225.8717171,1225.8717171,1225.8717171,1228.16624,n,1228.16624,1242.2745643,1228.16624,1242.2745643,1228.16624,1242.2745643,1228.16624,1242.2745643,30.15432098765432,12.368044699999928,space,1224.8031182,1224.8031182,1.7938868999999897,14.043495899999954,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
C,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,9,9,9,,,,,,,,,,,,,1242.2745643,1242.2745643,space,6.35015249999995,1248.653321,1249.7294177,1249.7294177,1249.7294177,1249.7294177,1249.7294177,1251.9606157,n,1251.9606157,1251.9606157,1251.9606157,1251.9606157,1251.9606157,1251.9606157,1251.9606157,1251.9606157,None,None,None,,,0.8726315000001534,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
M,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,10,10,10,,,,,,,,,,,,,1251.9606157,1251.9606157,None,,1251.9606157,1253.038204,1253.038204,1253.038204,1253.038204,1253.038204,1255.0724613,n,1255.0724613,1255.0724613,1255.0724613,1255.0724613,1255.0724613,1255.0724613,1255.0724613,1255.0724613,None,None,None,1251.9606157,1251.9606157,0.9637792000001184,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,11,11,11,,,,,,,,,,,,,1255.0724613,1255.0724613,None,,1255.0724613,,1256.1556679,1256.1556679,1256.1556679,1256.1556679,1258.3829190000001,n,1258.3829190000001,1258.3829190000001,1258.3829190000001,1258.3829190000001,1258.3829190000001,1258.3829190000001,1258.3829190000001,1258.3829190000001,None,None,None,1255.0724613,1255.0724613,1.0868660999999804,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
M,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,12,12,12,,,,,,,,,,,,,1258.3829190000001,1258.3829190000001,None,,1258.3829190000001,1259.4565631,1259.4565631,1259.4565631,1259.4565631,1259.4565631,1261.6883304,c,1261.6883304,1261.6883304,1261.6883304,1261.6883304,1261.6883304,1261.6883304,1261.6883304,1261.6883304,None,None,None,1258.3829190000001,1258.3829190000001,0.9620385999999428,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Q,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,13,13,13,,,,,,,,,,,,,1261.6883304,1261.6883304,None,,1261.6883304,,1262.7668742,1262.7668742,1262.7668742,1262.7668742,1264.7961676,c,1264.7961676,1264.7961676,1264.7961676,1264.7961676,1264.7961676,1264.7961676,1264.7961676,1264.7961676,None,None,None,1261.6883304,1261.6883304,1.0107479999999498,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,14,14,14,,,,,,,,,,,,,1264.7961676,1264.7961676,None,,1264.7961676,1265.8717332,1265.8717332,1265.8717332,1265.8717332,1265.8717332,1268.1018829,None,1268.1018829,1268.1018829,1268.1018829,1268.1018829,1268.1018829,1268.1018829,1268.1018829,1268.1018829,None,None,None,1264.7961676,1264.7961676,,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Z,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,15,15,15,,,,,,,,,,,,,1268.1018829,1268.1018829,None,,1268.1018829,1269.1687683,1269.1687683,1269.1687683,1269.1687683,1269.1687683,1271.2017469,n,1271.2017469,1271.2017469,1271.2017469,1271.2017469,1271.2017469,1271.2017469,1271.2017469,1271.2017469,None,None,None,1268.1018829,1268.1018829,1.1526862999999423,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Z,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,16,16,16,,,,,,,,,,,,,1271.2017469,1271.2017469,None,,1271.2017469,1272.2673454,1272.2673454,1272.2673454,1272.2673454,1272.2673454,1274.2928069,n,1274.2928069,1274.2928069,1274.2928069,1274.2928069,1274.2928069,1274.2928069,1274.2928069,1274.2928069,None,None,None,1271.2017469,1271.2017469,1.9016360000000816,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Z,True,2,letter,1,False,True,robot_stimuli\\filler.mp4,2,0,0,0,0,0,17,17,17,,,,,,,,,,,,,1274.2928069,1274.2928069,None,,1274.2928069,1275.3710288,1275.3710288,1275.3710288,1275.3710288,1275.3710288,1277.4319863,n,1277.4319863,1282.7029313,1277.4319863,1282.7029313,1277.4319863,1282.7029313,1277.4319863,1282.7029313,40.03086419753087,2.8768574999999146,space,1274.2928069,1274.2928069,1.3500945000000968,5.225084599999974,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
Q,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,18,18,18,,,,,,,,,,,,,1282.7029313,1282.7029313,space,1.3067820999999924,1284.0366063000001,1285.1083447,1285.1083447,1285.1083447,1285.1083447,1285.1083447,1287.3371446,n,1287.3371446,1287.3371446,1287.3371446,1287.3371446,1287.3371446,1287.3371446,1287.3371446,1287.3371446,None,None,None,,,0.6705589000000884,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
V,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,19,19,19,,,,,,,,,,,,,1287.3371446,1287.3371446,None,,1287.3371446,1288.4042424,1288.4042424,1288.4042424,1288.4042424,1288.4042424,1290.4363621,n,1290.4363621,1290.4363621,1290.4363621,1290.4363621,1290.4363621,1290.4363621,1290.4363621,1290.4363621,None,None,None,1287.3371446,1287.3371446,0.7105206999999893,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,20,20,20,,,,,,,,,,,,,1290.4363621,1290.4363621,None,,1290.4363621,1291.5051055000001,1291.5051055000001,1291.5051055000001,1291.5051055000001,1291.5051055000001,1293.7347301,n,1293.7347301,1293.7347301,1293.7347301,1293.7347301,1293.7347301,1293.7347301,1293.7347301,1293.7347301,None,None,None,1290.4363621,1290.4363621,0.7052292999999565,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
D,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,21,21,21,,,,,,,,,,,,,1293.7347301,1293.7347301,None,,1293.7347301,1294.8056845,1294.8056845,1294.8056845,1294.8056845,1294.8056845,1297.0330069000001,n,1297.0330069000001,1297.0330069000001,1297.0330069000001,1297.0330069000001,1297.0330069000001,1297.0330069000001,1297.0330069000001,1297.0330069000001,None,None,None,1293.7347301,1293.7347301,0.9324387000001764,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
V,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,22,22,22,,,,,,,,,,,,,1297.0330069000001,1297.0330069000001,None,,1297.0330069000001,1298.1020932000001,1298.1020932000001,1298.1020932000001,1298.1020932000001,1298.1020932000001,1300.1371431,n,1300.1371431,1300.1371431,1300.1371431,1300.1371431,1300.1371431,1300.1371431,1300.1371431,1300.1371431,None,None,None,1297.0330069000001,1297.0330069000001,1.6832224000000053,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
D,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,23,23,23,,,,,,,,,,,,,1300.1371431,1300.1371431,None,,1300.1371431,1301.2025646,1301.2025646,1301.2025646,1301.2025646,1301.2025646,1303.234418,None,1303.234418,1303.234418,1303.234418,1303.234418,1303.234418,1303.234418,1303.234418,1303.234418,None,None,None,1300.1371431,1300.1371431,,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
D,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,24,24,24,,,,,,,,,,,,,1303.234418,1303.234418,None,,1303.234418,1304.3040378,1304.3040378,1304.3040378,1304.3040378,1304.3040378,1306.3383809,c,1306.3383809,1306.3383809,1306.3383809,1306.3383809,1306.3383809,1306.3383809,1306.3383809,1306.3383809,None,None,None,1303.234418,1303.234418,1.8100557999999012,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
G,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,2,0,0,0,0,0,25,25,25,,,,,,,,,,,,,1306.3383809,1306.3383809,None,,1306.3383809,,1307.4181876,1307.4181876,1307.4181876,1307.4181876,1309.4514088,n,1309.4514088,1309.4514088,1309.4514088,1309.4514088,1309.4514088,1309.4514088,1309.4514088,1309.4514088,None,None,None,1306.3383809,1306.3383809,0.7599666999999783,,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
D,True,3,letter,1,False,True,robot_stimuli\\filler.mp4,2,0,0,0,0,0,26,26,26,,,,,,,,,,,,,1309.4514088,1309.4514088,None,,1309.4514088,1310.517813,1310.517813,1310.517813,1310.517813,1310.517813,1312.5798029,c,1312.5798029,1316.3921889,1312.5798029,1316.3921889,1312.5798029,1316.3921889,1312.5798029,1316.3921889,39.72222222222223,2.740587400000095,space,1309.4514088,1309.4514088,1.6442758999999398,3.7493600000000527,,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Base_X_Back,False,1,robot,2,True,False,robot_stimuli\R_Base_X_Back.mp4,2,0,0,0,0,0,27,27,27,,,,,,,,,,,,,1316.3921889,1316.3921889,space,6.120635800000201,1322.5367033,1323.651503,,1323.651503,1323.651503,1323.651503,,None,1327.2831147,1327.2831147,1327.2831147,1327.2831147,1327.2831147,1327.2831147,1327.2831147,1327.2831147,None,None,None,,,,,1323.651503,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_Z_For,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_For.mp4,2,0,0,0,0,0,28,28,28,,,,,,,,,,,,,1327.2831147,1327.2831147,None,,1327.2831147,1328.3844368,,1328.3844368,1328.3844368,1328.3844368,,None,1332.0366223,1332.0366223,1332.0366223,1332.0366223,1332.0366223,1332.0366223,1332.0366223,1332.0366223,None,None,None,1327.2831147,1327.2831147,,,1328.3844368,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_Z_For,True,1,robot,2,False,False,robot_stimuli\L_Torso_Z_For.mp4,2,0,0,0,0,0,29,29,29,,,,,,,,,,,,,1332.0366223,1332.0366223,None,,1332.0366223,1333.1282315,,1333.1282315,1333.1282315,1333.1282315,,c,1336.771265,1336.771265,1336.771265,1336.771265,1336.771265,1336.771265,1336.771265,1336.771265,None,None,None,1332.0366223,1332.0366223,2.537374999999912,,1333.1282315,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_Z_For,True,1,robot,2,False,False,robot_stimuli\L_Torso_Z_For.mp4,2,0,0,0,0,0,30,30,30,,,,,,,,,,,,,1336.771265,1336.771265,None,,1336.771265,,,1337.8769786,1337.8769786,1337.8769786,,c,1341.5198648,1341.5198648,1341.5198648,1341.5198648,1341.5198648,1341.5198648,1341.5198648,1341.5198648,None,None,None,1336.771265,1336.771265,2.595898300000073,,1337.8769786,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Arm_Z_Back,False,1,robot,2,False,False,robot_stimuli\R_Arm_Z_Back.mp4,2,0,0,0,0,0,31,31,31,,,,,,,,,,,,,1341.5198648,1341.5198648,None,,1341.5198648,1342.6192457,,1342.6192457,1342.6192457,1342.6192457,,n,1346.2742155,1346.2742155,1346.2742155,1346.2742155,1346.2742155,1346.2742155,1346.2742155,1346.2742155,None,None,None,1341.5198648,1341.5198648,3.2784265000000516,,1342.6192457,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Head_X_For,False,1,robot,2,False,False,robot_stimuli\L_Head_X_For.mp4,2,0,0,0,0,0,32,32,32,,,,,,,,,,,,,1346.2742155,1346.2742155,None,,1346.2742155,1347.3835907,,1347.3835907,1347.3835907,1347.3835907,,n,1351.0646239,1351.0646239,1351.0646239,1351.0646239,1351.0646239,1351.0646239,1351.0646239,1351.0646239,None,None,None,1346.2742155,1346.2742155,2.6584144999999637,,1347.3835907,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Head_X_For,True,1,robot,2,False,False,robot_stimuli\L_Head_X_For.mp4,2,0,0,0,0,0,33,33,33,,,,,,,,,,,,,1351.0646239,1351.0646239,None,,1351.0646239,1352.1504096,,1352.1504096,1352.1504096,1352.1504096,,c,1355.8386585,1355.8386585,1355.8386585,1355.8386585,1355.8386585,1355.8386585,1355.8386585,1355.8386585,None,None,None,1351.0646239,1351.0646239,3.45178039999999,,1352.1504096,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_Z_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,2,0,0,0,0,0,34,34,34,,,,,,,,,,,,,1355.8386585,1355.8386585,None,,1355.8386585,,,1356.9454843,1356.9454843,1356.9454843,,None,1360.585824,1360.585824,1360.585824,1360.585824,1360.585824,1360.585824,1360.585824,1360.585824,None,None,None,1355.8386585,1355.8386585,,,1356.9454843,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Base_Y_For,False,1,robot,2,False,True,robot_stimuli\R_Base_Y_For.mp4,2,0,0,0,0,0,35,35,35,,,,,,,,,,,,,1360.585824,1360.585824,None,,1360.585824,1361.6712671,,1361.6712671,1361.6712671,1361.6712671,,n,1365.3411698,1372.7472389,1365.3411698,1372.7472389,1365.3411698,1372.7472389,1365.3411698,1372.7472389,49.75308641975309,4.3133212000000185,space,1360.585824,1360.585824,3.594142200000107,7.356050699999997,1361.6712671,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_X_Back,False,2,robot,2,True,False,robot_stimuli\L_Torso_X_Back.mp4,2,0,0,0,0,0,36,36,36,,,,,,,,,,,,,1372.7472389,1372.7472389,space,4.34176840000012,1377.120023,1378.2063787,,1378.2063787,1378.2063787,1378.2063787,,n,1381.8532495,1381.8532495,1381.8532495,1381.8532495,1381.8532495,1381.8532495,1381.8532495,1381.8532495,None,None,None,,,2.2671577999999784,,1378.2063787,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_X_Back,False,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,2,0,0,0,0,0,37,37,37,,,,,,,,,,,,,1381.8532495,1381.8532495,None,,1381.8532495,1382.9308965,,1382.9308965,1382.9308965,1382.9308965,,n,1386.5724930000001,1386.5724930000001,1386.5724930000001,1386.5724930000001,1386.5724930000001,1386.5724930000001,1386.5724930000001,1386.5724930000001,None,None,None,1381.8532495,1381.8532495,2.8220377999998902,,1382.9308965,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,2,0,0,0,0,0,38,38,38,,,,,,,,,,,,,1386.5724930000001,1386.5724930000001,None,,1386.5724930000001,,,1387.6644475,1387.6644475,1387.6644475,,c,1391.2980541,1391.2980541,1391.2980541,1391.2980541,1391.2980541,1391.2980541,1391.2980541,1391.2980541,None,None,None,1386.5724930000001,1386.5724930000001,1.8017863000000318,,1387.6644475,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_X_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,2,0,0,0,0,0,39,39,39,,,,,,,,,,,,,1391.2980541,1391.2980541,None,,1391.2980541,1392.3978281,,1392.3978281,1392.3978281,1392.3978281,,c,1396.0404689,1396.0404689,1396.0404689,1396.0404689,1396.0404689,1396.0404689,1396.0404689,1396.0404689,None,None,None,1391.2980541,1391.2980541,3.220113899999916,,1392.3978281,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,2,0,0,0,0,0,40,40,40,,,,,,,,,,,,,1396.0404689,1396.0404689,None,,1396.0404689,1397.1473576,,1397.1473576,1397.1473576,1397.1473576,,n,1400.7862003,1400.7862003,1400.7862003,1400.7862003,1400.7862003,1400.7862003,1400.7862003,1400.7862003,None,None,None,1396.0404689,1396.0404689,1.0873323000000994,,1397.1473576,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
L_Torso_Z_Back,False,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,2,0,0,0,0,0,41,41,41,,,,,,,,,,,,,1400.7862003,1400.7862003,None,,1400.7862003,1401.8710634000001,,1401.8710634000001,1401.8710634000001,1401.8710634000001,,n,1405.5205865,1405.5205865,1405.5205865,1405.5205865,1405.5205865,1405.5205865,1405.5205865,1405.5205865,None,None,None,1400.7862003,1400.7862003,3.026647200000099,,1401.8710634000001,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Arm_X_Back,False,2,robot,2,False,False,robot_stimuli\R_Arm_X_Back.mp4,2,0,0,0,0,0,42,42,42,,,,,,,,,,,,,1405.5205865,1405.5205865,None,,1405.5205865,1406.6032706,,1406.6032706,1406.6032706,1406.6032706,,n,1410.2537241,1410.2537241,1410.2537241,1410.2537241,1410.2537241,1410.2537241,1410.2537241,1410.2537241,None,None,None,1405.5205865,1405.5205865,1.89474229999999,,1406.6032706,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
R_Head_Z_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Z_Back.mp4,2,0,0,0,0,0,43,43,43,,,,,,,,,,,,,1410.2537241,1410.2537241,None,,1410.2537241,1411.3372853,,1411.3372853,1411.3372853,1411.3372853,,None,1414.9800018,1414.9800018,1414.9800018,1414.9800018,1414.9800018,1414.9800018,1414.9800018,1414.9800018,None,None,None,1410.2537241,1410.2537241,,,1411.3372853,,,,,,,,,,,,,,,,,,2,001,2024-05-27_15h22.40.989,robot_nback_sign,2022.2.5,59.99872802696631,
