sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_right_H_0', 'red_left_M_0', 'blue_left_J_0', 'red_left_B_45']","{'color': 'blue_left_J_0', 'position': 'red_right_H_0', 'orientation': 'red_left_B_45'}",position,"['color', 'orientation', 'position']",red_right_H_0,0,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,7,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,203.47634679999828,203.47634679999828,None,,203.47634679999828,204.47632000000158,204.47632000000158,206.53477070000008,213.03049509999983,215.05150560000038,215.05150560000038,215.05150560000038,215.05150560000038,3,14.137135000000853,229.23463080000147,234.3937158000008,229.23463080000147,234.3937158000008,229.23463080000147,234.3937158000008,229.23463080000147,234.3937158000008,35.70987654320988,3.1074186000005284,space,203.47634679999828,203.47634679999828,5.10468530000071,,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['R_Torso_Z_Back', 'R_Base_X_For', 'R_Base_Z_For', 'L_Base_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Base_X_For'}",laterality,['laterality'],L_Base_Z_Back,3,1,robot,1,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,7,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,234.3937158000008,234.3937158000008,space,3.97022189999916,238.3928718999996,239.39283179999984,239.39283179999984,241.49288199999864,,,256.2156356000014,256.2156356000014,256.2156356000014,4,4.876420500000677,261.10953599999993,261.10953599999993,261.10953599999993,261.10953599999993,261.10953599999993,261.10953599999993,261.10953599999993,261.10953599999993,None,None,None,,,,252.5869101999997,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['R_Head_Z_For', 'L_Head_Z_For', 'L_Head_Y_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Head_Y_Back'}",movement,['movement'],L_Head_Y_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,7,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,261.10953599999993,261.10953599999993,None,,261.10953599999993,262.10961410000164,262.10961410000164,264.1987979000005,,,278.88208849999864,278.88208849999864,278.88208849999864,4,10.849973799999134,289.75953909999953,289.75953909999953,289.75953909999953,289.75953909999953,289.75953909999953,289.75953909999953,289.75953909999953,289.75953909999953,None,None,None,261.10953599999993,261.10953599999993,,275.38635609999983,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Arm_Y_Back', 'L_Arm_Z_For', 'R_Arm_Y_Back', 'L_Torso_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_Z_For'}",localisation,['localisation'],L_Torso_Y_For,3,1,robot,1,False,True,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,7,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,289.75953909999953,289.75953909999953,None,,289.75953909999953,290.7595177000003,290.7595177000003,292.8518742999986,,,307.68698270000095,307.68698270000095,307.68698270000095,2,8.86133410000184,316.6000907000016,321.35249470000053,316.6000907000016,321.35249470000053,316.6000907000016,321.35249470000053,316.6000907000016,321.35249470000053,36.635802469135804,2.5029835000023013,space,289.75953909999953,289.75953909999953,4.683605599999282,304.0392396999996,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Arm_X_Back', 'L_Head_Z_For', 'R_Head_X_For', 'L_Head_X_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Z_For'}",movement,"['localisation', 'movement']",L_Head_Z_For,1,2,robot,1,True,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,7,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,321.35249470000053,321.35249470000053,space,3.994568400001299,325.3762596000015,326.3764556999995,326.3764556999995,328.4533357,,,343.2679384000003,343.2679384000003,343.2679384000003,2,12.816811299999245,356.1096681000017,356.1096681000017,356.1096681000017,356.1096681000017,356.1096681000017,356.1096681000017,356.1096681000017,356.1096681000017,None,None,None,,,,339.6205025999989,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Head_X_For', 'R_Head_Z_For', 'R_Head_X_Back', 'R_Arm_X_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Z_For'}",localisation,"['localisation', 'movement']",R_Arm_X_Back,3,2,robot,1,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,7,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,356.1096681000017,356.1096681000017,None,,356.1096681000017,357.1096022999991,357.1096022999991,359.1927634999993,,,373.9356374000017,373.9356374000017,373.9356374000017,4,10.396163900000829,384.35966669999834,384.35966669999834,384.35966669999834,384.35966669999834,384.35966669999834,384.35966669999834,384.35966669999834,384.35966669999834,None,None,None,356.1096681000017,356.1096681000017,,370.3018701000001,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['R_Head_Z_For', 'L_Torso_Z_Back', 'R_Torso_Y_Back', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Torso_Y_Back'}",laterality,"['laterality', 'movement']",L_Torso_Z_Back,1,2,robot,1,False,True,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,7,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,384.35966669999834,384.35966669999834,None,,384.35966669999834,385.3601114000012,385.3601114000012,387.4338095999992,,,402.1388154999986,402.1388154999986,402.1388154999986,2,2.1853332000027876,404.3674568999995,408.34539999999834,404.3674568999995,408.34539999999834,404.3674568999995,408.34539999999834,404.3674568999995,408.34539999999834,38.17901234567901,2.14894060000006,space,384.35966669999834,384.35966669999834,3.9312045000006037,398.4890464000018,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Arm_Y_For', 'R_Torso_Y_Back', 'L_Torso_Y_For', 'L_Torso_X_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Torso_X_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,3,3,robot,1,True,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,7,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,408.34539999999834,408.34539999999834,space,1.9386128000005556,410.30958250000185,411.30980980000095,411.30980980000095,413.40231969999877,,,428.2217505000008,428.2217505000008,428.2217505000008,2,6.421927300001698,434.65973550000126,434.65973550000126,434.65973550000126,434.65973550000126,434.65973550000126,434.65973550000126,434.65973550000126,434.65973550000126,None,None,None,,,,424.57056400000147,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['R_Head_Y_Back', 'R_Base_X_Back', 'R_Base_Y_For', 'L_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Base_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_Y_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,7,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,434.65973550000126,434.65973550000126,None,,434.65973550000126,435.6601011999992,435.6601011999992,437.74884329999986,,,452.4829444999996,452.4829444999996,452.4829444999996,4,2.5685297999989416,455.07659350000176,455.07659350000176,455.07659350000176,455.07659350000176,455.07659350000176,455.07659350000176,455.07659350000176,455.07659350000176,None,None,None,434.65973550000126,434.65973550000126,,448.91572520000045,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Arm_Z_For', 'L_Base_X_For', 'L_Base_Z_Back', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Base_X_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_Z_For,0,3,robot,1,False,True,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,7,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,455.07659350000176,455.07659350000176,None,,455.07659350000176,456.0767486000004,456.0767486000004,458.14707329999874,,,472.81868570000006,472.81868570000006,472.81868570000006,3,7.505900000000111,480.3673950000011,484.8850835999983,480.3673950000011,484.8850835999983,480.3673950000011,484.8850835999983,480.3673950000011,484.8850835999983,48.51851851851852,3.262808600000426,space,455.07659350000176,455.07659350000176,4.452377099998557,469.27396520000184,,,,,,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.8850835999983,484.8850835999983,484.8850835999983,c,95.30342569999993,,,,,,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Torso_Y_Back', 'R_Base_Y_For', 'R_Torso_Y_Back', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Torso_Z_Back'}",laterality,"['laterality', 'movement']",L_Torso_Y_Back,0,2,robot,1,True,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,7,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,586.9264651000012,589.0042465000006,,,603.6859274999988,603.6859274999988,603.6859274999988,2,6.533872500000143,610.2433063999997,610.2433063999997,610.2433063999997,610.2433063999997,610.2433063999997,610.2433063999997,610.2433063999997,610.2433063999997,None,None,None,,,,,,,,,,580.2263607999994,580.2263607999994,space,6.681154300000344,600.0506380000006,,,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Base_X_Back', 'L_Arm_Z_For', 'L_Base_Z_Back', 'R_Base_Z_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Base_X_Back'}",movement,"['laterality', 'movement']",L_Base_X_Back,0,2,robot,1,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\L_Base_X_Back.mp4,7,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,610.2433063999997,612.3179218000005,,,627.1015187999983,627.1015187999983,627.1015187999983,2,4.662826400002814,631.7933803000014,631.7933803000014,631.7933803000014,631.7933803000014,631.7933803000014,631.7933803000014,631.7933803000014,631.7933803000014,None,None,None,,,,,,,,,,610.2433063999997,610.2433063999997,None,,623.4547104999983,610.2433063999997,610.2433063999997,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Torso_X_For', 'R_Torso_Y_For', 'L_Base_Y_Back', 'L_Torso_Y_Back']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Torso_X_For'}",movement,"['localisation', 'movement']",L_Torso_X_For,0,2,robot,1,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,7,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,631.7933803000014,633.8662102999988,,,648.4811617000014,648.4811617000014,648.4811617000014,2,8.954767100000026,657.4600602999999,657.4600602999999,657.4600602999999,657.4600602999999,657.4600602999999,657.4600602999999,657.4600602999999,657.4600602999999,None,None,None,,,,,,,,,,631.7933803000014,631.7933803000014,None,,644.9718194000016,631.7933803000014,631.7933803000014,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
"['L_Head_Z_Back', 'R_Head_Z_For', 'L_Base_Z_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Head_Y_Back'}",localisation,"['laterality', 'localisation']",L_Base_Z_Back,2,2,robot,1,False,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,7,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,657.4600602999999,659.5359284000006,,,674.3714046999994,674.3714046999994,674.3714046999994,3,5.6811909999996715,680.0767424000005,680.0767424000005,680.0767424000005,680.0767424000005,680.0767424000005,680.0767424000005,680.0767424000005,680.0767424000005,None,None,None,,,,,,,,,,657.4600602999999,657.4600602999999,None,,670.7214198000001,657.4600602999999,657.4600602999999,,,7,001,2024-07-23_15h15.42.938,robot_cogshifting_sign,2022.2.5,59.96196013252798,
