sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_left_D_0', 'blue_right_R_45', 'blue_left_B_45', 'red_left_D_45']","{'color': 'red_left_D_45', 'position': 'blue_right_R_45', 'orientation': 'blue_left_D_0'}",position,"['color', 'orientation', 'position']",blue_right_R_45,1,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,486.7417872,486.7417872,None,,486.7417872,487.742834,487.742834,489.8173498,496.32430999999997,498.3467117,498.3467117,498.3467117,498.3467117,2,5.2605942,503.6558682,514.9244201,503.6558682,514.9244201,503.6558682,514.9244201,503.6558682,514.9244201,67.65432098765432,5.736357699999985,space,486.7417872,486.7417872,11.215907300000012,,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['R_Torso_Z_For', 'L_Torso_Z_For', 'L_Torso_X_Back', 'L_Base_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Torso_X_Back'}",laterality,['laterality'],R_Torso_Z_For,0,1,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\R_Torso_Z_For.mp4,4,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,514.9244201,514.9244201,space,4.676973000000075,519.6250156,520.625445,520.625445,522.7221508,,,537.5493028,537.5493028,537.5493028,1,0.8907373999999066,538.4584375,538.4584375,538.4584375,538.4584375,538.4584375,538.4584375,538.4584375,538.4584375,None,None,None,,,,533.9183859999999,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Base_X_Back', 'R_Head_X_For', 'L_Head_X_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Z_Back'}",movement,['movement'],L_Head_Z_Back,3,1,robot,2,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,4,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,538.4584375,538.4584375,None,,538.4584375,539.4583956,539.4583956,541.5475692,,,556.2763116,556.2763116,556.2763116,4,6.740382899999972,563.0419542,563.0419542,563.0419542,563.0419542,563.0419542,563.0419542,563.0419542,563.0419542,None,None,None,538.4584375,538.4584375,,552.6502495,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Head_X_Back', 'L_Torso_X_For', 'R_Torso_X_For', 'L_Torso_Y_For']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Head_X_Back', 'movement': 'L_Torso_Y_For'}",localisation,['localisation'],L_Head_X_Back,0,1,robot,2,False,True,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Head_X_Back.mp4,4,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,563.0419542,563.0419542,None,,563.0419542,564.0420328,564.0420328,566.1227646,,,580.9644797,580.9644797,580.9644797,1,0.41123320000006913,581.417454,587.3982305,581.417454,587.3982305,581.417454,587.3982305,581.417454,587.3982305,12.407407407407407,3.092239599999971,space,563.0419542,563.0419542,5.917546399999978,577.329614,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Base_X_Back', 'L_Torso_Y_Back', 'L_Torso_X_For', 'R_Torso_X_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Torso_Y_Back'}",localisation,"['laterality', 'localisation']",L_Base_X_Back,0,2,robot,2,True,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,4,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,587.3982305,587.3982305,space,2.28249670000001,589.709071,590.7090493,590.7090493,592.7911226,,,607.4522283,607.4522283,607.4522283,1,4.444338399999978,611.9254149,611.9254149,611.9254149,611.9254149,611.9254149,611.9254149,611.9254149,611.9254149,None,None,None,,,,603.8064925,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['R_Torso_Y_Back', 'R_Arm_Y_For', 'L_Arm_Y_Back', 'R_Arm_X_For']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_X_For'}",laterality,"['laterality', 'movement']",L_Arm_Y_Back,2,2,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,4,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,611.9254149,611.9254149,None,,611.9254149,612.9257428,612.9257428,615.0142233,,,629.7195432999999,629.7195432999999,629.7195432999999,3,4.088824600000052,633.8255805,633.8255805,633.8255805,633.8255805,633.8255805,633.8255805,633.8255805,633.8255805,None,None,None,611.9254149,611.9254149,,626.0842160999999,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Head_Z_For', 'R_Base_Z_For', 'R_Head_Y_Back', 'R_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Head_Y_Back'}",movement,"['localisation', 'movement']",R_Head_Y_Back,2,2,robot,2,False,True,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,4,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,633.8255805,633.8255805,None,,633.8255805,634.8258357,634.8258357,636.9053269999999,,,651.7335328,651.7335328,651.7335328,3,2.362121199999919,654.1511429,658.8783364,654.1511429,658.8783364,654.1511429,658.8783364,654.1511429,658.8783364,40.956790123456784,3.9869939999999815,space,633.8255805,633.8255805,4.680821900000055,648.0970317,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Base_X_Back', 'L_Base_Z_Back', 'L_Torso_X_For', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Base_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Base_Z_Back,1,3,robot,2,True,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,4,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,658.8783364,658.8783364,space,2.657444199999972,661.5585768,662.5586695,662.5586695,664.6374958,,,679.2993642,679.2993642,679.2993642,2,11.508181299999919,690.8256893,690.8256893,690.8256893,690.8256893,690.8256893,690.8256893,690.8256893,690.8256893,None,None,None,,,,675.7562182,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Torso_Y_Back', 'R_Torso_Y_For', 'L_Base_Y_Back', 'L_Torso_Z_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Torso_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Base_Y_Back,2,3,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,4,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,690.8256893,690.8256893,None,,690.8256893,691.8259606,691.8259606,693.9084075,,,708.5646511,708.5646511,708.5646511,2,7.13132240000003,715.7257064,715.7257064,715.7257064,715.7257064,715.7257064,715.7257064,715.7257064,715.7257064,None,None,None,690.8256893,690.8256893,,704.9205688,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['L_Torso_X_For', 'L_Torso_Y_For', 'L_Base_Y_For', 'R_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,3,3,robot,2,False,True,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,4,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,715.7257064,715.7257064,None,,715.7257064,716.7258414,716.7258414,718.798937,,,733.4825327,733.4825327,733.4825327,4,2.7416623999999814,736.2671255,746.3621449999999,736.2671255,746.3621449999999,736.2671255,746.3621449999999,736.2671255,746.3621449999999,79.84567901234568,6.190966500000059,space,715.7257064,715.7257064,10.036095799999984,729.8467469999999,,,,,,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.3621449999999,746.3621449999999,746.3621449999999,c,2.470061599999994,,,,,,,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_bottom_Z_45', 'blue_bottom_R_45', 'blue_top_W_45', 'blue_bottom_Z_0']","{'color': 'red_bottom_Z_45', 'position': 'blue_top_W_45', 'orientation': 'blue_bottom_Z_0'}",orientation,"['color', 'orientation', 'position']",blue_bottom_Z_0,3,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,756.2926699,758.3488533,,,767.2440617,767.2440617,767.2440617,2,6.291422499999939,773.5589305999999,773.5589305999999,773.5589305999999,773.5589305999999,773.5589305999999,773.5589305999999,773.5589305999999,773.5589305999999,None,None,None,,,,,,,,,,748.9152994,748.9152994,space,7.355853600000032,765.2207255,767.2440617,,,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_right_B_45', 'red_top_W_0', 'blue_right_M_0', 'red_right_L_0']","{'color': 'blue_right_M_0', 'position': 'red_top_W_0', 'orientation': 'red_right_B_45'}",orientation,"['color', 'orientation', 'position']",red_right_B_45,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,773.5589305999999,775.6300772999999,,,784.5307067,784.5307067,784.5307067,1,8.860921599999969,793.4092303,793.4092303,793.4092303,793.4092303,793.4092303,793.4092303,793.4092303,793.4092303,None,None,None,,,,,,,,,,773.5589305999999,773.5589305999999,None,,782.3113614,784.5307067,773.5589305999999,773.5589305999999,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_right_S_0', 'blue_right_J_45', 'red_left_S_45', 'red_right_K_45']","{'color': 'blue_right_J_45', 'position': 'red_left_S_45', 'orientation': 'red_right_S_0'}",color,"['color', 'orientation', 'position']",blue_right_J_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,793.4092303,795.4727445999999,,,804.3443966,804.3443966,804.3443966,2,2.61640629999998,806.9926633,806.9926633,806.9926633,806.9926633,806.9926633,806.9926633,806.9926633,806.9926633,None,None,None,,,,,,,,,,793.4092303,793.4092303,None,,802.1387916,804.3443966,793.4092303,793.4092303,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_top_D_45', 'red_left_G_45', 'red_top_V_0', 'blue_top_Z_45']","{'color': 'blue_top_Z_45', 'position': 'red_left_G_45', 'orientation': 'red_top_V_0'}",position,"['color', 'orientation', 'position']",red_left_G_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,806.9926633,809.0575984,,,817.9369667999999,817.9369667999999,817.9369667999999,2,3.286225799999997,821.2426472999999,821.2426472999999,821.2426472999999,821.2426472999999,821.2426472999999,821.2426472999999,821.2426472999999,821.2426472999999,None,None,None,,,,,,,,,,806.9926633,806.9926633,None,,815.7190552999999,817.9369667999999,806.9926633,806.9926633,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
"['red_top_H_0', 'blue_bottom_K_0', 'red_bottom_L_45', 'red_bottom_T_0']","{'color': 'blue_bottom_K_0', 'position': 'red_top_H_0', 'orientation': 'red_bottom_L_45'}",position,"['color', 'orientation', 'position']",red_top_H_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,4,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,821.2426472999999,823.2981722,,,832.3838198,832.3838198,832.3838198,1,27.06501129999991,859.4762392,859.4762392,859.4762392,859.4762392,859.4762392,859.4762392,859.4762392,859.4762392,None,None,None,,,,,,,,,,821.2426472999999,821.2426472999999,None,,830.1654445,832.3838198,821.2426472999999,821.2426472999999,,4,001,2024-07-15_14h06.29.468,robot_cogshifting_sign,2022.2.5,59.7266312089576,
