sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
T,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,8,8,8,,,,,,,,,,,,,405.8808795,405.8808795,None,,405.8808795,406.94812780000007,406.94812780000007,406.94812780000007,406.94812780000007,406.94812780000007,408.9826173,n,408.9826173,408.9826173,408.9826173,408.9826173,408.9826173,408.9826173,408.9826173,408.9826173,None,None,None,405.8808795,405.8808795,1.2036463000000595,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
G,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,9,9,9,,,,,,,,,,,,,408.9826173,408.9826173,None,,408.9826173,,410.060017,410.060017,410.060017,410.060017,412.0964646,c,412.0964646,412.0964646,412.0964646,412.0964646,412.0964646,412.0964646,412.0964646,412.0964646,None,None,None,408.9826173,408.9826173,1.115028099999904,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,10,10,10,,,,,,,,,,,,,412.0964646,412.0964646,None,,412.0964646,413.1656379,413.1656379,413.1656379,413.1656379,413.1656379,415.40208670000004,n,415.40208670000004,415.40208670000004,415.40208670000004,415.40208670000004,415.40208670000004,415.40208670000004,415.40208670000004,415.40208670000004,None,None,None,412.0964646,412.0964646,0.7301069999999754,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
G,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,15,0,0,0,0,0,11,11,11,,,,,,,,,,,,,415.40208670000004,415.40208670000004,None,,415.40208670000004,416.47652790000006,416.47652790000006,416.47652790000006,416.47652790000006,416.47652790000006,418.54178939999997,n,418.54178939999997,425.40012220000006,418.54178939999997,425.40012220000006,418.54178939999997,425.40012220000006,418.54178939999997,425.40012220000006,19.96913580246913,3.848252699999989,space,415.40208670000004,415.40208670000004,1.1382189999999355,6.808821799999919,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
W,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,12,12,12,,,,,,,,,,,,,425.40012220000006,425.40012220000006,space,8.54300139999998,433.96355960000005,435.03261499999996,435.03261499999996,435.03261499999996,435.03261499999996,435.03261499999996,437.2641801,None,437.2641801,437.2641801,437.2641801,437.2641801,437.2641801,437.2641801,437.2641801,437.2641801,None,None,None,,,,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,13,13,13,,,,,,,,,,,,,437.2641801,437.2641801,None,,437.2641801,438.3314452000001,438.3314452000001,438.3314452000001,438.3314452000001,438.3314452000001,440.5591974,None,440.5591974,440.5591974,440.5591974,440.5591974,440.5591974,440.5591974,440.5591974,440.5591974,None,None,None,437.2641801,437.2641801,,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,14,14,14,,,,,,,,,,,,,440.5591974,440.5591974,None,,440.5591974,441.6323863,441.6323863,441.6323863,441.6323863,441.6323863,443.8690765,None,443.8690765,443.8690765,443.8690765,443.8690765,443.8690765,443.8690765,443.8690765,443.8690765,None,None,None,440.5591974,440.5591974,,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
W,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,15,15,15,,,,,,,,,,,,,443.8690765,443.8690765,None,,443.8690765,444.9492726,444.9492726,444.9492726,444.9492726,444.9492726,447.1817357,c,447.1817357,447.1817357,447.1817357,447.1817357,447.1817357,447.1817357,447.1817357,447.1817357,None,None,None,443.8690765,443.8690765,0.9285804999999527,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,15,0,0,0,0,0,16,16,16,,,,,,,,,,,,,447.1817357,447.1817357,None,,447.1817357,,448.26057390000005,448.26057390000005,448.26057390000005,448.26057390000005,450.2881099,n,450.2881099,450.2881099,450.2881099,450.2881099,450.2881099,450.2881099,450.2881099,450.2881099,None,None,None,447.1817357,447.1817357,0.6905067999999801,,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
H,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,15,0,0,0,0,0,17,17,17,,,,,,,,,,,,,450.2881099,450.2881099,None,,450.2881099,451.3640203,451.3640203,451.3640203,451.3640203,451.3640203,453.42569430000003,n,453.42569430000003,460.2136133,453.42569430000003,460.2136133,453.42569430000003,460.2136133,453.42569430000003,460.2136133,22.283950617283946,4.740259999999921,space,450.2881099,450.2881099,1.5465229000000136,6.724883900000009,,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Base_Z_For,False,1,robot,1,True,False,robot_stimuli\R_Base_Z_For.mp4,15,0,0,0,0,0,18,18,18,,,,,,,,,,,,,460.2136133,460.2136133,space,7.37706849999995,467.6132748,468.73496850000004,,468.73496850000004,468.73496850000004,468.73496850000004,,None,472.36360950000005,472.36360950000005,472.36360950000005,472.36360950000005,472.36360950000005,472.36360950000005,472.36360950000005,472.36360950000005,None,None,None,,,,,468.73496850000004,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,15,0,0,0,0,0,19,19,19,,,,,,,,,,,,,472.36360950000005,472.36360950000005,None,,472.36360950000005,473.4625539,,473.4625539,473.4625539,473.4625539,,n,477.1156376,477.1156376,477.1156376,477.1156376,477.1156376,477.1156376,477.1156376,477.1156376,None,None,None,472.36360950000005,472.36360950000005,1.8964188999999578,,473.4625539,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,15,0,0,0,0,0,20,20,20,,,,,,,,,,,,,477.1156376,477.1156376,None,,477.1156376,,,478.2327104,478.2327104,478.2327104,,n,481.74417030000006,481.74417030000006,481.74417030000006,481.74417030000006,481.74417030000006,481.74417030000006,481.74417030000006,481.74417030000006,None,None,None,477.1156376,477.1156376,2.079011899999955,,478.2327104,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,15,0,0,0,0,0,21,21,21,,,,,,,,,,,,,481.74417030000006,481.74417030000006,None,,481.74417030000006,482.8410605,,482.8410605,482.8410605,482.8410605,,c,486.4959881,486.4959881,486.4959881,486.4959881,486.4959881,486.4959881,486.4959881,486.4959881,None,None,None,481.74417030000006,481.74417030000006,1.7975738999999749,,482.8410605,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Z_Back,True,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,15,0,0,0,0,0,22,22,22,,,,,,,,,,,,,486.4959881,486.4959881,None,,486.4959881,487.58440730000007,,487.58440730000007,487.58440730000007,487.58440730000007,,c,491.23153850000006,491.23153850000006,491.23153850000006,491.23153850000006,491.23153850000006,491.23153850000006,491.23153850000006,491.23153850000006,None,None,None,486.4959881,486.4959881,1.5498215000000073,,487.58440730000007,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Z_Back,True,1,robot,1,False,True,robot_stimuli\R_Arm_Z_Back.mp4,15,0,0,0,0,0,23,23,23,,,,,,,,,,,,,491.23153850000006,491.23153850000006,None,,491.23153850000006,,,492.3376544,492.3376544,492.3376544,,c,496.01071820000004,501.03291690000003,496.01071820000004,501.03291690000003,496.01071820000004,501.03291690000003,496.01071820000004,501.03291690000003,25.67901234567901,3.519548200000031,space,491.23153850000006,491.23153850000006,2.9249257999999827,4.972621199999935,492.3376544,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Z_For,False,2,robot,1,True,False,robot_stimuli\R_Arm_Z_For.mp4,15,0,0,0,0,0,24,24,24,,,,,,,,,,,,,501.03291690000003,501.03291690000003,space,6.0388624999999365,507.09707720000006,508.19258720000005,,508.19258720000005,508.19258720000005,508.19258720000005,,None,511.8318091,511.8318091,511.8318091,511.8318091,511.8318091,511.8318091,511.8318091,511.8318091,None,None,None,,,,,508.19258720000005,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_Z_For,False,2,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,15,0,0,0,0,0,25,25,25,,,,,,,,,,,,,511.8318091,511.8318091,None,,511.8318091,,,512.9355681000001,512.9355681000001,512.9355681000001,,None,516.5763934,516.5763934,516.5763934,516.5763934,516.5763934,516.5763934,516.5763934,516.5763934,None,None,None,511.8318091,511.8318091,,,512.9355681000001,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_X_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_For.mp4,15,0,0,0,0,0,26,26,26,,,,,,,,,,,,,516.5763934,516.5763934,None,,516.5763934,517.6734582,,517.6734582,517.6734582,517.6734582,,n,521.3133668,521.3133668,521.3133668,521.3133668,521.3133668,521.3133668,521.3133668,521.3133668,None,None,None,516.5763934,516.5763934,1.6537045000000035,,517.6734582,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Head_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Head_Y_For.mp4,15,0,0,0,0,0,27,27,27,,,,,,,,,,,,,521.3133668,521.3133668,None,,521.3133668,522.3976626,,522.3976626,522.3976626,522.3976626,,n,526.0503692,526.0503692,526.0503692,526.0503692,526.0503692,526.0503692,526.0503692,526.0503692,None,None,None,521.3133668,521.3133668,2.536089699999934,,522.3976626,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_X_For,True,2,robot,1,False,False,robot_stimuli\L_Arm_X_For.mp4,15,0,0,0,0,0,28,28,28,,,,,,,,,,,,,526.0503692,526.0503692,None,,526.0503692,527.1521602,,527.1521602,527.1521602,527.1521602,,c,530.7967425,530.7967425,530.7967425,530.7967425,530.7967425,530.7967425,530.7967425,530.7967425,None,None,None,526.0503692,526.0503692,2.2553210999999465,,527.1521602,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Head_Y_For,True,2,robot,1,False,True,robot_stimuli\L_Head_Y_For.mp4,15,0,0,0,0,0,29,29,29,,,,,,,,,,,,,530.7967425,530.7967425,None,,530.7967425,531.8878704,,531.8878704,531.8878704,531.8878704,,c,535.5545406,540.5469353,535.5545406,540.5469353,535.5545406,540.5469353,535.5545406,540.5469353,28.45679012345679,3.657056599999919,space,530.7967425,530.7967425,3.350789799999916,4.931878799999936,531.8878704,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_Z_For,False,3,robot,1,True,False,robot_stimuli\L_Arm_Z_For.mp4,15,0,0,0,0,0,30,30,30,,,,,,,,,,,,,540.5469353,540.5469353,space,9.67643320000002,550.246891,551.3445666,,551.3445666,551.3445666,551.3445666,,None,554.98319,554.98319,554.98319,554.98319,554.98319,554.98319,554.98319,554.98319,None,None,None,,,,,551.3445666,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Base_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,15,0,0,0,0,0,31,31,31,,,,,,,,,,,,,554.98319,554.98319,None,,554.98319,,,556.0903484,556.0903484,556.0903484,,None,559.6640383,559.6640383,559.6640383,559.6640383,559.6640383,559.6640383,559.6640383,559.6640383,None,None,None,554.98319,554.98319,,,556.0903484,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Head_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Head_Y_For.mp4,15,0,0,0,0,0,32,32,32,,,,,,,,,,,,,559.6640383,559.6640383,None,,559.6640383,560.7545797,,560.7545797,560.7545797,560.7545797,,None,564.3948171000001,564.3948171000001,564.3948171000001,564.3948171000001,564.3948171000001,564.3948171000001,564.3948171000001,564.3948171000001,None,None,None,559.6640383,559.6640383,,,560.7545797,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,15,0,0,0,0,0,33,33,33,,,,,,,,,,,,,564.3948171000001,564.3948171000001,None,,564.3948171000001,565.4807480000001,,565.4807480000001,565.4807480000001,565.4807480000001,,c,569.1298026000001,569.1298026000001,569.1298026000001,569.1298026000001,569.1298026000001,569.1298026000001,569.1298026000001,569.1298026000001,None,None,None,564.3948171000001,564.3948171000001,2.046090700000036,,565.4807480000001,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Base_Y_Back,True,3,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,15,0,0,0,0,0,34,34,34,,,,,,,,,,,,,569.1298026000001,569.1298026000001,None,,569.1298026000001,570.2148152,,570.2148152,570.2148152,570.2148152,,c,573.7888558,573.7888558,573.7888558,573.7888558,573.7888558,573.7888558,573.7888558,573.7888558,None,None,None,569.1298026000001,569.1298026000001,2.5194289999999455,,570.2148152,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_Y_For,False,3,robot,1,False,True,robot_stimuli\L_Arm_Y_For.mp4,15,0,0,0,0,0,35,35,35,,,,,,,,,,,,,573.7888558,573.7888558,None,,573.7888558,574.8802055,,574.8802055,574.8802055,574.8802055,,c,578.5626352,585.4075493,578.5626352,585.4075493,578.5626352,585.4075493,578.5626352,585.4075493,29.38271604938271,3.800087899999994,space,573.7888558,573.7888558,2.463601199999971,6.795690299999933,574.8802055,,,,,,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.4075493,585.4075493,585.4075493,c,4.99836879999998,,,,,,,,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Head_Y_Back,False,2,robot,1,True,False,robot_stimuli\R_Head_Y_Back.mp4,15,,,,,,,,,0,0,0,0,,,,,,,,,,,,,596.6803963,597.7754356,,,,,,,601.4147776,601.4147776,601.4147776,601.4147776,601.4147776,601.4147776,601.4147776,601.4147776,None,None,None,,,,,,,,,,,590.4689158,590.4689158,space,6.19413469999995,597.7754356,597.7754356,None,,,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Base_Y_Back,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,15,,,,,,,,,0,1,1,1,,,,,,,,,,,,,601.4147776,,,,,,,,606.0905645,606.0905645,606.0905645,606.0905645,606.0905645,606.0905645,606.0905645,606.0905645,None,None,None,,,,,,,,,,,601.4147776,601.4147776,None,,602.5116722,602.5116722,None,601.4147776,601.4147776,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Head_Y_Back,True,2,robot,1,False,False,robot_stimuli\R_Head_Y_Back.mp4,15,,,,,,,,,0,2,2,2,,,,,,,,,,,,,606.0905645,607.190768,,,,,,,610.8252445,610.8252445,610.8252445,610.8252445,610.8252445,610.8252445,610.8252445,610.8252445,None,None,None,,,,,,,,,,,606.0905645,606.0905645,None,,607.190768,607.190768,c,606.0905645,606.0905645,2.1202314999999317,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\R_Arm_X_Back.mp4,15,,,,,,,,,0,3,3,3,,,,,,,,,,,,,610.8252445,611.9174284000001,,,,,,,615.5622020000001,615.5622020000001,615.5622020000001,615.5622020000001,615.5622020000001,615.5622020000001,615.5622020000001,615.5622020000001,None,None,None,,,,,,,,,,,610.8252445,610.8252445,None,,611.9174284000001,611.9174284000001,n,610.8252445,610.8252445,3.482152299999939,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Arm_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,15,,,,,,,,,0,4,4,4,,,,,,,,,,,,,615.5622020000001,616.646103,,,,,,,620.2966445000001,620.2966445000001,620.2966445000001,620.2966445000001,620.2966445000001,620.2966445000001,620.2966445000001,620.2966445000001,None,None,None,,,,,,,,,,,615.5622020000001,615.5622020000001,None,,616.646103,616.646103,n,615.5622020000001,615.5622020000001,2.6162510999999995,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,15,,,,,,,,,0,5,5,5,,,,,,,,,,,,,620.2966445000001,621.3792931,,,,,,,624.9289863,624.9289863,624.9289863,624.9289863,624.9289863,624.9289863,624.9289863,624.9289863,None,None,None,,,,,,,,,,,620.2966445000001,620.2966445000001,None,,621.3792931,621.3792931,None,620.2966445000001,620.2966445000001,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
L_Torso_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,15,,,,,,,,,0,6,6,6,,,,,,,,,,,,,624.9289863,626.0053393000001,,,,,,,629.6627833,629.6627833,629.6627833,629.6627833,629.6627833,629.6627833,629.6627833,629.6627833,None,None,None,,,,,,,,,,,624.9289863,624.9289863,None,,626.0053393000001,626.0053393000001,n,624.9289863,624.9289863,3.1203873000000613,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\R_Arm_X_Back.mp4,15,,,,,,,,,0,7,7,7,,,,,,,,,,,,,629.6627833,630.7542711,,,,,,,634.3954544000001,634.3954544000001,634.3954544000001,634.3954544000001,634.3954544000001,634.3954544000001,634.3954544000001,634.3954544000001,None,None,None,,,,,,,,,,,629.6627833,629.6627833,None,,630.7542711,630.7542711,None,629.6627833,629.6627833,,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
R_Base_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,15,,,,,,,,,0,8,8,8,,,,,,,,,,,,,634.3954544000001,635.4746158,,,,,,,639.1288945,639.1288945,639.1288945,639.1288945,639.1288945,639.1288945,639.1288945,639.1288945,None,None,None,,,,,,,,,,,634.3954544000001,634.3954544000001,None,,635.4746158,635.4746158,n,634.3954544000001,634.3954544000001,2.9084413999999015,,,15,001,2024-06-20_13h35.49.204,robot_nback_sign,2022.2.5,60.07048670909585,
