sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_bottom_H_0', 'blue_bottom_X_45', 'blue_left_Q_0', 'blue_bottom_D_0']","{'color': 'red_bottom_H_0', 'position': 'blue_left_Q_0', 'orientation': 'blue_bottom_X_45'}",position,"['color', 'orientation', 'position']",blue_left_Q_0,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,376.28269580000006,376.28269580000006,None,,376.28269580000006,377.2828964999999,377.2828964999999,379.3568422000001,386.0521619000001,388.26970389999997,388.26970389999997,388.26970389999997,388.26970389999997,3,2.923939000000132,391.2419161,394.9225590000001,391.2419161,394.9225590000001,391.2419161,394.9225590000001,391.2419161,394.9225590000001,3.148148148148147,3.2008382999999867,space,376.28269580000006,376.28269580000006,3.6220658000000867,,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['R_Torso_Z_Back', 'R_Arm_X_Back', 'R_Torso_X_Back', 'L_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Z_Back'}",movement,['movement'],R_Torso_Z_Back,0,1,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,394.9225590000001,394.9225590000001,space,1.7097921000000724,396.6493413999999,397.64953360000004,397.64953360000004,399.746271,,,414.5948117999999,414.5948117999999,414.5948117999999,2,8.782741699999974,423.39945869999997,423.39945869999997,423.39945869999997,423.39945869999997,423.39945869999997,423.39945869999997,423.39945869999997,423.39945869999997,None,None,None,,,,410.9460663,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['L_Arm_Y_For', 'L_Arm_Z_For', 'L_Base_Z_For', 'R_Arm_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Arm_Y_For'}",laterality,['laterality'],R_Arm_Z_For,3,1,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,423.39945869999997,423.39945869999997,None,,423.39945869999997,424.3994381,424.3994381,426.49130579999996,,,441.32891199999995,441.32891199999995,441.32891199999995,4,0.5199374000000034,441.8661955,441.8661955,441.8661955,441.8661955,441.8661955,441.8661955,441.8661955,441.8661955,None,None,None,423.39945869999997,423.39945869999997,,437.68091589999995,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['L_Arm_X_For', 'L_Torso_X_For', 'R_Arm_X_For', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Arm_Z_Back'}",localisation,['localisation'],L_Torso_X_For,1,1,robot,2,False,True,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,441.8661955,441.8661955,None,,441.8661955,442.86629360000006,442.86629360000006,444.94570799999997,,,459.7881084999999,459.7881084999999,459.7881084999999,2,9.05205760000024,468.8913539,471.0425014,468.8913539,471.0425014,468.8913539,471.0425014,468.8913539,471.0425014,3.3024691358024634,1.6046989999999823,space,441.8661955,441.8661955,2.0851992999999993,456.1608707999999,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['L_Torso_X_Back', 'R_Torso_X_Back', 'L_Torso_Z_Back', 'L_Base_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Torso_Z_Back'}",movement,"['laterality', 'movement']",L_Torso_Z_Back,2,2,robot,2,True,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,471.0425014,471.0425014,space,2.166601499999956,473.2328990000001,474.2329549000001,474.2329549000001,476.31617890000007,,,490.9783256999999,490.9783256999999,490.9783256999999,3,15.80650019999996,506.8166349999999,506.8166349999999,506.8166349999999,506.8166349999999,506.8166349999999,506.8166349999999,506.8166349999999,506.8166349999999,None,None,None,,,,487.4050743999999,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['L_Head_X_Back', 'R_Head_X_For', 'L_Head_Y_For', 'L_Base_X_Back']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Y_For'}",localisation,"['laterality', 'localisation']",L_Base_X_Back,3,2,robot,2,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,0,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,506.8166349999999,506.8166349999999,None,,506.8166349999999,507.8163463000001,507.8163463000001,509.89834640000004,,,524.7284525,524.7284525,524.7284525,4,14.177104900000245,538.9330611,538.9330611,538.9330611,538.9330611,538.9330611,538.9330611,538.9330611,538.9330611,None,None,None,506.8166349999999,506.8166349999999,,521.1137988999999,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['L_Head_Y_For', 'L_Arm_Z_For', 'L_Head_Z_For', 'R_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'localisation']",R_Head_Z_Back,3,2,robot,2,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,538.9330611,538.9330611,None,,538.9330611,539.9335586,539.9335586,542.0160042,,,556.8295092999999,556.8295092999999,556.8295092999999,4,5.706668899999954,562.5931025,565.4107978,562.5931025,565.4107978,562.5931025,565.4107978,562.5931025,565.4107978,3.6111111111111036,2.171373499999845,space,538.9330611,538.9330611,2.7670947999998816,553.1932511,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['R_Head_Z_Back', 'L_Head_Z_For', 'L_Base_Z_Back', 'L_Head_Y_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Z_Back,0,3,robot,2,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_Back.mp4,0,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,565.4107978,565.4107978,space,1.358119800000054,566.79989,567.8000947999999,567.8000947999999,569.8765897000001,,,584.6592307999999,584.6592307999999,584.6592307999999,2,2.98201389999997,587.6665502999999,587.6665502999999,587.6665502999999,587.6665502999999,587.6665502999999,587.6665502999999,587.6665502999999,587.6665502999999,None,None,None,,,,581.0266890999999,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['R_Head_Z_Back', 'L_Head_Y_Back', 'R_Torso_Y_Back', 'R_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Head_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Z_Back,0,3,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,0,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,587.6665502999999,587.6665502999999,None,,587.6665502999999,588.6668353,588.6668353,590.7418857,,,605.5404447000001,605.5404447000001,605.5404447000001,1,14.987751200000162,620.5499751,620.5499751,620.5499751,620.5499751,620.5499751,620.5499751,620.5499751,620.5499751,None,None,None,587.6665502999999,587.6665502999999,,601.9046544,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['R_Head_Y_For', 'L_Head_X_Back', 'L_Head_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Y_For,3,3,robot,2,False,True,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,0,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,620.5499751,620.5499751,None,,620.5499751,621.5503071,621.5503071,623.627422,,,638.4430499,638.4430499,638.4430499,4,6.030176899999901,644.5254904999999,646.4590621,644.5254904999999,646.4590621,644.5254904999999,646.4590621,644.5254904999999,646.4590621,2.3765432098765418,1.5071332999998504,space,620.5499751,620.5499751,1.8670519000000922,634.7966122,,,,,,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.4590621,646.4590621,646.4590621,c,1.9500590999999758,,,,,,,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['blue_bottom_R_0', 'red_bottom_N_0', 'blue_left_Q_0', 'blue_bottom_F_45']","{'color': 'red_bottom_N_0', 'position': 'blue_left_Q_0', 'orientation': 'blue_bottom_F_45'}",position,['position'],blue_left_Q_0,2,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,652.5169188,654.5727328,,,663.0645606999999,663.0645606999999,663.0645606999999,3,1.0810572999999977,664.1669591,664.1669591,664.1669591,664.1669591,664.1669591,664.1669591,664.1669591,664.1669591,None,None,None,,,,,,,,,,648.4505721999999,648.4505721999999,space,4.038723200000163,661.0437849,663.0645606999999,,,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['blue_right_T_0', 'red_right_N_45', 'blue_bottom_L_45', 'blue_right_V_45']","{'color': 'red_right_N_45', 'position': 'blue_bottom_L_45', 'orientation': 'blue_right_T_0'}",position,['position'],blue_bottom_L_45,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,664.1669591,666.221947,,,675.1040095000001,675.1040095000001,675.1040095000001,3,5.593062799999984,680.7168655999999,680.7168655999999,680.7168655999999,680.7168655999999,680.7168655999999,680.7168655999999,680.7168655999999,680.7168655999999,None,None,None,,,,,,,,,,664.1669591,664.1669591,None,,672.8976647,675.1040095000001,664.1669591,664.1669591,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['red_top_V_0', 'blue_top_H_45', 'blue_right_M_0', 'blue_top_M_0']","{'color': 'red_top_V_0', 'position': 'blue_right_M_0', 'orientation': 'blue_top_H_45'}",orientation,['orientation'],blue_top_H_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,680.7168655999999,682.7709176999999,,,691.4669739000001,691.4669739000001,691.4669739000001,2,0.7426681999999118,692.2336146,692.2336146,692.2336146,692.2336146,692.2336146,692.2336146,692.2336146,692.2336146,None,None,None,,,,,,,,,,680.7168655999999,680.7168655999999,None,,689.2354014,691.4669739000001,680.7168655999999,680.7168655999999,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['blue_right_J_45', 'blue_bottom_S_0', 'blue_bottom_C_45', 'red_bottom_Z_45']","{'color': 'red_bottom_Z_45', 'position': 'blue_right_J_45', 'orientation': 'blue_bottom_S_0'}",color,['color'],red_bottom_Z_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,692.2336146,694.3063351999999,,,702.7849799,702.7849799,702.7849799,4,0.4560339000000795,703.2669507,703.2669507,703.2669507,703.2669507,703.2669507,703.2669507,703.2669507,703.2669507,None,None,None,,,,,,,,,,692.2336146,692.2336146,None,,700.7626820999999,702.7849799,692.2336146,692.2336146,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
"['red_left_H_0', 'red_bottom_X_45', 'red_bottom_G_0', 'blue_bottom_W_0']","{'color': 'blue_bottom_W_0', 'position': 'red_left_H_0', 'orientation': 'red_bottom_X_45'}",color,['color'],blue_bottom_W_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,703.2669507,705.3245179999999,,,713.7978386,713.7978386,713.7978386,4,0.7322810000001709,714.5503997999999,714.5503997999999,714.5503997999999,714.5503997999999,714.5503997999999,714.5503997999999,714.5503997999999,714.5503997999999,None,None,None,,,,,,,,,,703.2669507,703.2669507,None,,711.7797582999999,713.7978386,703.2669507,703.2669507,,0,001,2024-06-26_14h47.33.096,robot_cogshifting_sign,2022.2.5,60.0087372721466,
