sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_left_C_45', 'red_left_Z_45', 'blue_left_C_0', 'blue_top_X_45']","{'color': 'red_left_Z_45', 'position': 'blue_top_X_45', 'orientation': 'blue_left_C_0'}",orientation,"['color', 'orientation', 'position']",blue_left_C_0,2,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,19,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,185.48955100029707,185.48955100029707,None,,185.48955100029707,186.49157520011067,195.05844769999385,197.0789866000414,197.0789866000414,197.0789866000414,197.0789866000414,3,3.0896463003009558,200.21854630019516,206.38066710019484,200.21854630019516,206.38066710019484,200.21854630019516,206.38066710019484,200.21854630019516,206.38066710019484,89.92063492063492,3.715570899657905,space,185.48955100029707,185.48955100029707,186.49157520011067,188.57902680011466,6.1105400999076664,,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Torso_X_Back', 'R_Head_X_Back', 'L_Head_Y_Back', 'L_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Head_Y_Back'}",movement,['movement'],L_Head_Y_Back,2,1,robot,1,True,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,19,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,206.38066710019484,206.38066710019484,space,4.043498899787664,210.45533320028335,211.45731090009212,,,228.35792880039662,228.35792880039662,228.35792880039662,4,0.9229845004156232,229.3091086000204,229.3091086000204,229.3091086000204,229.3091086000204,229.3091086000204,229.3091086000204,229.3091086000204,229.3091086000204,None,None,None,,,,,,224.71675890032202,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Torso_X_For', 'R_Head_X_Back', 'L_Head_X_Back', 'R_Head_Z_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Z_Back'}",laterality,['laterality'],L_Head_X_Back,2,1,robot,1,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,19,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,229.3091086000204,229.3091086000204,None,,229.3091086000204,230.31104870000854,,,247.22768900031224,247.22768900031224,247.22768900031224,3,0.6135510001331568,247.86229429999366,247.86229429999366,247.86229429999366,247.86229429999366,247.86229429999366,247.86229429999366,247.86229429999366,247.86229429999366,None,None,None,229.3091086000204,229.3091086000204,230.31104870000854,232.39853140013292,,243.58722650026903,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Arm_X_Back', 'R_Head_X_For', 'L_Arm_X_Back', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Arm_Z_Back'}",localisation,['localisation'],R_Head_X_For,1,1,robot,1,False,True,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,19,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,247.86229429999366,247.86229429999366,None,,247.86229429999366,248.86425770027563,,,265.7976373001002,265.7976373001002,265.7976373001002,2,0.29861109983175993,266.14828650001436,270.9744603000581,266.14828650001436,270.9744603000581,266.14828650001436,270.9744603000581,266.14828650001436,270.9744603000581,39.76190476190476,4.46827600011602,space,247.86229429999366,247.86229429999366,248.86425770027563,250.9684652001597,4.77205969998613,262.15708220005035,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Base_Y_For', 'L_Base_Y_Back', 'L_Torso_Y_For', 'L_Base_X_Back']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Base_X_Back'}",localisation,"['localisation', 'movement']",L_Torso_Y_For,2,2,robot,1,True,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Torso_Y_For.mp4,19,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,270.9744603000581,270.9744603000581,space,4.793887999840081,275.80062180012465,276.80259670037776,,,293.6023193001747,293.6023193001747,293.6023193001747,3,1.9503875002264977,295.5728430002928,295.5728430002928,295.5728430002928,295.5728430002928,295.5728430002928,295.5728430002928,295.5728430002928,295.5728430002928,None,None,None,,,,,,290.0118715004064,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Arm_X_For', 'L_Arm_Y_For', 'L_Torso_Y_For', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_X_For'}",movement,"['laterality', 'movement']",L_Arm_X_For,0,2,robot,1,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,19,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,295.5728430002928,295.5728430002928,None,,295.5728430002928,296.57483030017465,,,313.4747518002987,313.4747518002987,313.4747518002987,2,3.6695912000723183,317.1653383001685,317.1653383001685,317.1653383001685,317.1653383001685,317.1653383001685,317.1653383001685,317.1653383001685,317.1653383001685,None,None,None,295.5728430002928,295.5728430002928,296.57483030017465,298.662312600296,,309.8175847004168,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Head_X_For', 'L_Base_Z_For', 'L_Head_Z_Back', 'R_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Head_X_For'}",laterality,"['laterality', 'localisation']",R_Head_Z_Back,3,2,robot,1,False,True,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,19,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,317.1653383001685,317.1653383001685,None,,317.1653383001685,318.16732140025124,,,334.9837890001945,334.9837890001945,334.9837890001945,4,1.8169689001515508,336.8540953001939,344.3522213003598,336.8540953001939,344.3522213003598,336.8540953001939,344.3522213003598,336.8540953001939,344.3522213003598,69.92063492063492,7.340751499868929,space,317.1653383001685,317.1653383001685,318.16732140025124,320.25480450037867,7.4180008000694215,331.3432740001008,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Torso_X_For', 'L_Torso_Y_Back', 'R_Torso_Y_For', 'L_Arm_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Torso_X_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_Y_For,3,3,robot,1,True,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,19,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,344.3522213003598,344.3522213003598,space,1.015945800114423,345.38752740016207,346.38952790014446,,,363.18922780035064,363.18922780035064,363.18922780035064,4,2.603313300292939,365.81108550028875,365.81108550028875,365.81108550028875,365.81108550028875,365.81108550028875,365.81108550028875,365.81108550028875,365.81108550028875,None,None,None,,,,,,359.53208350017667,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Base_Z_For', 'R_Torso_Z_Back', 'L_Torso_Z_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Torso_X_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_X_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,19,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,365.81108550028875,365.81108550028875,None,,365.81108550028875,366.81306370021775,,,383.69626350002363,383.69626350002363,383.69626350002363,1,2.928722800221294,386.65209820028394,386.65209820028394,386.65209820028394,386.65209820028394,386.65209820028394,386.65209820028394,386.65209820028394,386.65209820028394,None,None,None,365.81108550028875,365.81108550028875,366.81306370021775,368.90051890024915,,380.05581620009616,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Base_Z_For', 'R_Torso_Y_For', 'L_Torso_Z_For', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Torso_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_Z_For,2,3,robot,1,False,True,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,19,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,386.65209820028394,386.65209820028394,None,,386.65209820028394,387.6540707000531,,,404.53731430042535,404.53731430042535,404.53731430042535,3,3.6950248000212014,408.29467760026455,411.88509050011635,408.29467760026455,411.88509050011635,408.29467760026455,411.88509050011635,408.29467760026455,411.88509050011635,100.07936507936509,3.2657214999198914,space,386.65209820028394,386.65209820028394,387.6540707000531,389.74163070041686,3.514238300267607,400.89676220016554,,,,,,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.88509050011635,411.88509050011635,411.88509050011635,c,11.63529370026663,,,,,,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Arm_Y_Back', 'L_Torso_Z_For', 'L_Torso_Y_Back', 'R_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Torso_Z_For'}",localisation,"['localisation', 'movement']",L_Arm_Y_Back,0,2,robot,1,True,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,19,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,434.7300603003241,,,451.4796994002536,451.4796994002536,451.4796994002536,1,4.176894899923354,455.68796280026436,455.68796280026436,455.68796280026436,455.68796280026436,455.68796280026436,455.68796280026436,455.68796280026436,455.68796280026436,None,None,None,,,,,,,,,,,,423.5747580002062,423.5747580002062,space,11.12972419988364,447.83918370027095,,,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Torso_X_For', 'L_Torso_X_For', 'R_Torso_Y_For', 'R_Arm_X_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Y_For'}",localisation,"['localisation', 'movement']",R_Arm_X_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,19,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,455.68796280026436,,,472.587904300075,472.587904300075,472.587904300075,4,2.356468199752271,474.9759321999736,474.9759321999736,474.9759321999736,474.9759321999736,474.9759321999736,474.9759321999736,474.9759321999736,474.9759321999736,None,None,None,,,,457.7754375003278,,,,,,,,455.68796280026436,455.68796280026436,None,,468.9641209002584,455.68796280026436,455.68796280026436,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['L_Torso_Z_Back', 'L_Torso_X_For', 'R_Torso_X_Back', 'L_Base_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Torso_Z_Back'}",movement,"['localisation', 'movement']",L_Torso_Z_Back,0,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,19,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,474.9759321999736,,,491.675479600206,491.675479600206,491.675479600206,1,1.6213343003764749,493.32872590003535,493.32872590003535,493.32872590003535,493.32872590003535,493.32872590003535,493.32872590003535,493.32872590003535,493.32872590003535,None,None,None,,,,477.06344110006467,,,,,,,,474.9759321999736,474.9759321999736,None,,488.1018501999788,474.9759321999736,474.9759321999736,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
"['R_Arm_X_For', 'L_Arm_Z_For', 'R_Arm_Z_For', 'R_Head_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Arm_X_For'}",laterality,"['laterality', 'localisation']",L_Arm_Z_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,19,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,493.32872590003535,,,510.2286199000664,510.2286199000664,510.2286199000664,2,2.2595819998532534,512.5164899001829,512.5164899001829,512.5164899001829,512.5164899001829,512.5164899001829,512.5164899001829,512.5164899001829,512.5164899001829,None,None,None,,,,495.4161659004167,,,,,,,,493.32872590003535,493.32872590003535,None,,506.57145370030776,493.32872590003535,493.32872590003535,,,19,001,2024-09-17_14h10.14.048,robot_cogshifting_sign,2022.2.5,59.875363442389805,
