sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Z,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,8,8,8,,,,,,,,,,,,,976.8923822999999,976.8923822999999,None,,976.8923822999999,977.9584483,977.9584483,977.9584483,977.9584483,977.9584483,979.9931960999999,c,979.9931960999999,979.9931960999999,979.9931960999999,979.9931960999999,979.9931960999999,979.9931960999999,979.9931960999999,979.9931960999999,None,None,None,976.8923822999999,976.8923822999999,0.7263590999999394,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
V,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,9,9,9,,,,,,,,,,,,,979.9931960999999,979.9931960999999,None,,979.9931960999999,981.0597896999999,981.0597896999999,981.0597896999999,981.0597896999999,981.0597896999999,983.0949668,c,983.0949668,983.0949668,983.0949668,983.0949668,983.0949668,983.0949668,983.0949668,983.0949668,None,None,None,979.9931960999999,979.9931960999999,1.2810030999999924,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,10,10,10,,,,,,,,,,,,,983.0949668,983.0949668,None,,983.0949668,,984.1782118,984.1782118,984.1782118,984.1782118,986.4122882999999,n,986.4122882999999,986.4122882999999,986.4122882999999,986.4122882999999,986.4122882999999,986.4122882999999,986.4122882999999,986.4122882999999,None,None,None,983.0949668,983.0949668,0.5627152999998941,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
D,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,5,0,0,0,0,0,11,11,11,,,,,,,,,,,,,986.4122882999999,986.4122882999999,None,,986.4122882999999,,987.4931697000001,987.4931697000001,987.4931697000001,987.4931697000001,989.5512499,n,989.5512499,997.5242331999999,989.5512499,997.5242331999999,989.5512499,997.5242331999999,989.5512499,997.5242331999999,37.40740740740741,6.1492955999999594,space,986.4122882999999,986.4122882999999,0.6233032000000946,7.908506699999947,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
P,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,12,12,12,,,,,,,,,,,,,997.5242331999999,997.5242331999999,space,6.158951299999984,1003.709919,1004.7786722,1004.7786722,1004.7786722,1004.7786722,1004.7786722,1007.0068299000001,n,1007.0068299000001,1007.0068299000001,1007.0068299000001,1007.0068299000001,1007.0068299000001,1007.0068299000001,1007.0068299000001,1007.0068299000001,None,None,None,,,1.4664647000000457,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
V,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,13,13,13,,,,,,,,,,,,,1007.0068299000001,1007.0068299000001,None,,1007.0068299000001,1008.0776422999999,1008.0776422999999,1008.0776422999999,1008.0776422999999,1008.0776422999999,1010.1039623999999,n,1010.1039623999999,1010.1039623999999,1010.1039623999999,1010.1039623999999,1010.1039623999999,1010.1039623999999,1010.1039623999999,1010.1039623999999,None,None,None,1007.0068299000001,1007.0068299000001,0.7116332999999884,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
H,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,14,14,14,,,,,,,,,,,,,1010.1039623999999,1010.1039623999999,None,,1010.1039623999999,1011.1786097999999,1011.1786097999999,1011.1786097999999,1011.1786097999999,1011.1786097999999,1013.4152341999999,n,1013.4152341999999,1013.4152341999999,1013.4152341999999,1013.4152341999999,1013.4152341999999,1013.4152341999999,1013.4152341999999,1013.4152341999999,None,None,None,1010.1039623999999,1010.1039623999999,0.8087124999998139,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,15,15,15,,,,,,,,,,,,,1013.4152341999999,1013.4152341999999,None,,1013.4152341999999,1014.4907365,1014.4907365,1014.4907365,1014.4907365,1014.4907365,1016.5249688999999,None,1016.5249688999999,1016.5249688999999,1016.5249688999999,1016.5249688999999,1016.5249688999999,1016.5249688999999,1016.5249688999999,1016.5249688999999,None,None,None,1013.4152341999999,1013.4152341999999,,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
V,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,0,0,0,0,0,16,16,16,,,,,,,,,,,,,1016.5249688999999,1016.5249688999999,None,,1016.5249688999999,1017.5905157000001,1017.5905157000001,1017.5905157000001,1017.5905157000001,1017.5905157000001,1019.6214214999999,c,1019.6214214999999,1019.6214214999999,1019.6214214999999,1019.6214214999999,1019.6214214999999,1019.6214214999999,1019.6214214999999,1019.6214214999999,None,None,None,1016.5249688999999,1016.5249688999999,1.254258300000032,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
J,False,3,letter,2,False,True,robot_stimuli\\filler.mp4,5,0,0,0,0,0,17,17,17,,,,,,,,,,,,,1019.6214214999999,1019.6214214999999,None,,1019.6214214999999,1020.6938193,1020.6938193,1020.6938193,1020.6938193,1020.6938193,1022.7499136999999,n,1022.7499136999999,1028.0379668,1022.7499136999999,1028.0379668,1022.7499136999999,1028.0379668,1022.7499136999999,1028.0379668,47.74691358024691,4.0233932000001005,space,1019.6214214999999,1019.6214214999999,1.3982730999999546,5.222024300000015,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Head_Z_Back,False,1,robot,1,True,False,robot_stimuli\R_Head_Z_Back.mp4,5,0,0,0,0,0,18,18,18,,,,,,,,,,,,,1028.0379668,1028.0379668,space,6.703050199999865,1034.7599691,1035.8815441000002,,1035.8815441000002,1035.8815441000002,1035.8815441000002,,None,1039.5041481,1039.5041481,1039.5041481,1039.5041481,1039.5041481,1039.5041481,1039.5041481,1039.5041481,None,None,None,,,,,1035.8815441000002,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,5,0,0,0,0,0,19,19,19,,,,,,,,,,,,,1039.5041481,1039.5041481,None,,1039.5041481,1040.6148484,,1040.6148484,1040.6148484,1040.6148484,,n,1044.2580392,1044.2580392,1044.2580392,1044.2580392,1044.2580392,1044.2580392,1044.2580392,1044.2580392,None,None,None,1039.5041481,1039.5041481,1.900882699999869,,1040.6148484,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,5,0,0,0,0,0,20,20,20,,,,,,,,,,,,,1044.2580392,1044.2580392,None,,1044.2580392,1045.3601306,,1045.3601306,1045.3601306,1045.3601306,,n,1049.006969,1049.006969,1049.006969,1049.006969,1049.006969,1049.006969,1049.006969,1049.006969,None,None,None,1044.2580392,1044.2580392,1.292009700000193,,1045.3601306,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,5,0,0,0,0,0,21,21,21,,,,,,,,,,,,,1049.006969,1049.006969,None,,1049.006969,1050.1119202,,1050.1119202,1050.1119202,1050.1119202,,c,1053.7556451,1053.7556451,1053.7556451,1053.7556451,1053.7556451,1053.7556451,1053.7556451,1053.7556451,None,None,None,1049.006969,1049.006969,2.6208322999999325,,1050.1119202,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Base_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,5,0,0,0,0,0,22,22,22,,,,,,,,,,,,,1053.7556451,1053.7556451,None,,1053.7556451,1054.8545719,,1054.8545719,1054.8545719,1054.8545719,,c,1058.4945972,1058.4945972,1058.4945972,1058.4945972,1058.4945972,1058.4945972,1058.4945972,1058.4945972,None,None,None,1053.7556451,1053.7556451,1.9815485999998543,,1054.8545719,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Base_Z_For,True,1,robot,1,False,True,robot_stimuli\R_Base_Z_For.mp4,5,0,0,0,0,0,23,23,23,,,,,,,,,,,,,1058.4945972,1058.4945972,None,,1058.4945972,,,1059.6060057000002,1059.6060057000002,1059.6060057000002,,c,1063.2655567000002,1068.0141922,1063.2655567000002,1068.0141922,1063.2655567000002,1068.0141922,1063.2655567000002,1068.0141922,45.74074074074074,2.8745916000000307,space,1058.4945972,1058.4945972,2.1180783999999164,4.706149200000112,1059.6060057000002,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Head_Y_For,False,2,robot,1,True,False,robot_stimuli\R_Head_Y_For.mp4,5,0,0,0,0,0,24,24,24,,,,,,,,,,,,,1068.0141922,1068.0141922,space,1.8543846999999403,1069.8934385,1070.9879034,,1070.9879034,1070.9879034,1070.9879034,,n,1074.6218364000001,1074.6218364000001,1074.6218364000001,1074.6218364000001,1074.6218364000001,1074.6218364000001,1074.6218364000001,1074.6218364000001,None,None,None,,,1.9516817999998182,,1070.9879034,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Head_Y_For,False,2,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,5,0,0,0,0,0,25,25,25,,,,,,,,,,,,,1074.6218364000001,1074.6218364000001,None,,1074.6218364000001,1075.7224582000001,,1075.7224582000001,1075.7224582000001,1075.7224582000001,,n,1079.3743148,1079.3743148,1079.3743148,1079.3743148,1079.3743148,1079.3743148,1079.3743148,1079.3743148,None,None,None,1074.6218364000001,1074.6218364000001,1.6502366000000563,,1075.7224582000001,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Head_Y_For,True,2,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,5,0,0,0,0,0,26,26,26,,,,,,,,,,,,,1079.3743148,1079.3743148,None,,1079.3743148,1080.4678294,,1080.4678294,1080.4678294,1080.4678294,,c,1084.1106182,1084.1106182,1084.1106182,1084.1106182,1084.1106182,1084.1106182,1084.1106182,1084.1106182,None,None,None,1079.3743148,1079.3743148,1.9918117999999083,,1080.4678294,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Arm_X_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,5,0,0,0,0,0,27,27,27,,,,,,,,,,,,,1084.1106182,1084.1106182,None,,1084.1106182,1085.2068821,,1085.2068821,1085.2068821,1085.2068821,,n,1088.8616696000001,1088.8616696000001,1088.8616696000001,1088.8616696000001,1088.8616696000001,1088.8616696000001,1088.8616696000001,1088.8616696000001,None,None,None,1084.1106182,1084.1106182,1.5968132000001276,,1085.2068821,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Torso_Z_Back,False,2,robot,1,False,False,robot_stimuli\R_Torso_Z_Back.mp4,5,0,0,0,0,0,28,28,28,,,,,,,,,,,,,1088.8616696000001,1088.8616696000001,None,,1088.8616696000001,,,1089.9725358,1089.9725358,1089.9725358,,n,1093.6045056,1093.6045056,1093.6045056,1093.6045056,1093.6045056,1093.6045056,1093.6045056,1093.6045056,None,None,None,1088.8616696000001,1088.8616696000001,2.5199458999998967,,1089.9725358,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Arm_X_Back,True,2,robot,1,False,True,robot_stimuli\L_Arm_X_Back.mp4,5,0,0,0,0,0,29,29,29,,,,,,,,,,,,,1093.6045056,1093.6045056,None,,1093.6045056,1094.7036816,,1094.7036816,1094.7036816,1094.7036816,,c,1098.3729189,1103.6555493,1098.3729189,1103.6555493,1098.3729189,1103.6555493,1098.3729189,1103.6555493,37.87037037037037,4.147164200000134,space,1093.6045056,1093.6045056,1.4691974000000698,5.230873399999922,1094.7036816,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Arm_Z_For,False,3,robot,1,True,False,robot_stimuli\L_Arm_Z_For.mp4,5,0,0,0,0,0,30,30,30,,,,,,,,,,,,,1103.6555493,1103.6555493,space,1.0855955000000392,1104.7600784,1105.8428331,,1105.8428331,1105.8428331,1105.8428331,,n,1109.4933382000002,1109.4933382000002,1109.4933382000002,1109.4933382000002,1109.4933382000002,1109.4933382000002,1109.4933382000002,1109.4933382000002,None,None,None,,,3.0011531999999477,,1105.8428331,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R_Head_Z_For,False,3,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,5,0,0,0,0,0,31,31,31,,,,,,,,,,,,,1109.4933382000002,1109.4933382000002,None,,1109.4933382000002,1110.5852406000001,,1110.5852406000001,1110.5852406000001,1110.5852406000001,,n,1114.2280229,1114.2280229,1114.2280229,1114.2280229,1114.2280229,1114.2280229,1114.2280229,1114.2280229,None,None,None,1109.4933382000002,1109.4933382000002,2.794094899999976,,1110.5852406000001,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,5,0,0,0,0,0,32,32,32,,,,,,,,,,,,,1114.2280229,1114.2280229,None,,1114.2280229,,,1115.3383395,1115.3383395,1115.3383395,,n,1118.9816495,1118.9816495,1118.9816495,1118.9816495,1118.9816495,1118.9816495,1118.9816495,1118.9816495,None,None,None,1114.2280229,1114.2280229,2.425007799999861,,1115.3383395,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Arm_Z_For,True,3,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,5,0,0,0,0,0,33,33,33,,,,,,,,,,,,,1118.9816495,1118.9816495,None,,1118.9816495,1120.0880104,,1120.0880104,1120.0880104,1120.0880104,,n,1123.7200628,1123.7200628,1123.7200628,1123.7200628,1123.7200628,1123.7200628,1123.7200628,1123.7200628,None,None,None,1118.9816495,1118.9816495,2.9566101999999717,,1120.0880104,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Arm_X_Back,False,3,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,5,0,0,0,0,0,34,34,34,,,,,,,,,,,,,1123.7200628,1123.7200628,None,,1123.7200628,1124.8096573,,1124.8096573,1124.8096573,1124.8096573,,n,1128.4594767,1128.4594767,1128.4594767,1128.4594767,1128.4594767,1128.4594767,1128.4594767,1128.4594767,None,None,None,1123.7200628,1123.7200628,3.210850499999964,,1124.8096573,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L_Torso_Y_For,True,3,robot,1,False,True,robot_stimuli\L_Torso_Y_For.mp4,5,0,0,0,0,0,35,35,35,,,,,,,,,,,,,1128.4594767,1128.4594767,None,,1128.4594767,1129.5443380000002,,1129.5443380000002,1129.5443380000002,1129.5443380000002,,None,1133.2252383,1140.2165691,1133.2252383,1140.2165691,1133.2252383,1140.2165691,1133.2252383,1140.2165691,61.635802469135804,4.78345400000012,space,1128.4594767,1128.4594767,,6.915461399999998,1129.5443380000002,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.2165691,1140.2165691,1140.2165691,n,2.3400420999999767,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,5,1,0,1,0,0,0,0,0,,,,,,,,,,,,,1142.5772437,1142.5772437,space,4.218213500000132,1146.8270384,1147.900932,1147.900932,1147.900932,1147.900932,1147.900932,1150.1242219,n,1150.1242219,1150.1242219,1150.1242219,1150.1242219,1150.1242219,1150.1242219,1150.1242219,1150.1242219,None,None,None,,,1.4072832000000233,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
P,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,1,0,1,0,0,1,1,1,,,,,,,,,,,,,1150.1242219,1150.1242219,None,,1150.1242219,1151.181876,1151.181876,1151.181876,1151.181876,1151.181876,1153.2148773000001,n,1153.2148773000001,1153.2148773000001,1153.2148773000001,1153.2148773000001,1153.2148773000001,1153.2148773000001,1153.2148773000001,1153.2148773000001,None,None,None,1150.1242219,1150.1242219,0.9736138000001517,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
P,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,1,0,1,0,0,2,2,2,,,,,,,,,,,,,1153.2148773000001,1153.2148773000001,None,,1153.2148773000001,1154.2897112,1154.2897112,1154.2897112,1154.2897112,1154.2897112,1156.3263461000001,c,1156.3263461000001,1156.3263461000001,1156.3263461000001,1156.3263461000001,1156.3263461000001,1156.3263461000001,1156.3263461000001,1156.3263461000001,None,None,None,1153.2148773000001,1153.2148773000001,0.6831903999999156,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
S,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,1,0,1,0,0,3,3,3,,,,,,,,,,,,,1156.3263461000001,1156.3263461000001,None,,1156.3263461000001,1157.3836728,1157.3836728,1157.3836728,1157.3836728,1157.3836728,1159.4072559,n,1159.4072559,1159.4072559,1159.4072559,1159.4072559,1159.4072559,1159.4072559,1159.4072559,1159.4072559,None,None,None,1156.3263461000001,1156.3263461000001,0.8768703000001494,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
S,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,1,0,1,0,0,4,4,4,,,,,,,,,,,,,1159.4072559,1159.4072559,None,,1159.4072559,1160.4627083,1160.4627083,1160.4627083,1160.4627083,1160.4627083,1162.4947534,c,1162.4947534,1162.4947534,1162.4947534,1162.4947534,1162.4947534,1162.4947534,1162.4947534,1162.4947534,None,None,None,1159.4072559,1159.4072559,0.7576294999999789,,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
T,False,1,letter,2,False,True,robot_stimuli\\filler.mp4,5,1,0,1,0,0,5,5,5,,,,,,,,,,,,,1162.4947534,1162.4947534,None,,1162.4947534,,1163.5782281000002,1163.5782281000002,1163.5782281000002,1163.5782281000002,1165.8375219000002,n,1165.8375219000002,1171.6868171,1165.8375219000002,1171.6868171,1165.8375219000002,1171.6868171,1165.8375219000002,1171.6868171,25.67901234567901,3.258181400000012,space,1162.4947534,1162.4947534,1.0815337999998462,5.798645200000095,,,,,,,,,,,,,,,,,,,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
