sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_bottom_N_0', 'red_bottom_J_45', 'red_bottom_Q_0', 'red_top_H_0']","{'color': 'blue_bottom_N_0', 'position': 'red_top_H_0', 'orientation': 'red_bottom_J_45'}",orientation,"['color', 'orientation', 'position']",red_bottom_J_45,1,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,13,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,263.52134920004755,263.52134920004755,None,,263.52134920004755,264.52333910018206,273.5077851000242,275.7287484998815,275.7287484998815,275.7287484998815,275.7287484998815,2,2.554281100165099,278.3338621999137,281.40657659992576,278.3338621999137,281.40657659992576,278.3338621999137,281.40657659992576,278.3338621999137,281.40657659992576,40.87301587301587,2.080620900262147,space,263.52134920004755,263.52134920004755,264.52333910018206,266.61084199976176,2.9960878998972476,,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Arm_Y_Back', 'R_Arm_X_For', 'L_Arm_X_For', 'R_Head_X_Back']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Y_Back'}",laterality,['laterality'],L_Arm_X_For,2,1,robot,1,True,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,13,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,281.40657659992576,281.40657659992576,space,4.2995607000775635,285.7317534000613,286.7337255999446,,,303.6846402999945,303.6846402999945,303.6846402999945,3,0.5259323003701866,304.23483290011063,304.23483290011063,304.23483290011063,304.23483290011063,304.23483290011063,304.23483290011063,304.23483290011063,304.23483290011063,None,None,None,,,,,,300.04331790003926,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Torso_Y_For', 'R_Base_Y_For', 'L_Base_Y_Back', 'R_Base_X_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Base_X_For'}",movement,['movement'],R_Base_X_For,3,1,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,13,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,304.23483290011063,304.23483290011063,None,,304.23483290011063,305.2368557001464,,,322.05326429987326,322.05326429987326,322.05326429987326,4,1.5732940002344549,323.6563984998502,323.6563984998502,323.6563984998502,323.6563984998502,323.6563984998502,323.6563984998502,323.6563984998502,323.6563984998502,None,None,None,304.23483290011063,304.23483290011063,305.2368557001464,307.3910794998519,,318.51303469995037,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Base_Y_Back', 'R_Base_Y_Back', 'L_Head_Y_Back', 'L_Base_Z_For']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Base_Z_For'}",localisation,['localisation'],L_Head_Y_Back,2,1,robot,1,False,True,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,13,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,323.6563984998502,323.6563984998502,None,,323.6563984998502,324.6583861000836,,,341.5249276999384,341.5249276999384,341.5249276999384,3,1.8454399001784623,343.4286642000079,347.53678009985015,343.4286642000079,347.53678009985015,343.4286642000079,347.53678009985015,343.4286642000079,347.53678009985015,20.555555555555554,2.7826943998225033,space,323.6563984998502,323.6563984998502,324.6583861000836,326.745824099984,4.029737600125372,337.8677575001493,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Head_X_Back', 'R_Head_Z_Back', 'R_Base_X_For', 'L_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Z_Back'}",localisation,"['localisation', 'movement']",R_Base_X_For,2,2,robot,1,True,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,13,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,347.53678009985015,347.53678009985015,space,1.2181526999920607,348.77257250016555,349.77449270011857,,,366.5574988001026,366.5574988001026,366.5574988001026,3,1.6605225997045636,368.24421059992164,368.24421059992164,368.24421059992164,368.24421059992164,368.24421059992164,368.24421059992164,368.24421059992164,368.24421059992164,None,None,None,,,,,,362.91703590005636,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Base_Z_Back', 'L_Arm_Z_For', 'L_Arm_X_For', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_X_For'}",laterality,"['laterality', 'movement']",R_Arm_Z_Back,3,2,robot,1,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,13,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,368.24421059992164,368.24421059992164,None,,368.24421059992164,369.2461349000223,,,386.1460938001983,386.1460938001983,386.1460938001983,4,1.6482263002544641,387.81604450009763,387.81604450009763,387.81604450009763,387.81604450009763,387.81604450009763,387.81604450009763,387.81604450009763,387.81604450009763,None,None,None,368.24421059992164,368.24421059992164,369.2461349000223,371.3336176001467,,382.50562509987503,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Arm_X_For', 'R_Arm_X_For', 'L_Base_X_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Y_For'}",movement,"['laterality', 'movement']",L_Arm_Y_For,3,2,robot,1,False,True,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,13,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,387.81604450009763,387.81604450009763,None,,387.81604450009763,388.81802040012553,,,405.65114569989964,405.65114569989964,405.65114569989964,3,6.254837499931455,411.9635990001261,420.14637580001727,411.9635990001261,420.14637580001727,411.9635990001261,420.14637580001727,411.9635990001261,420.14637580001727,46.111111111111114,6.990092399995774,space,387.81604450009763,387.81604450009763,388.81802040012553,390.90547120012343,8.118530199863017,402.01065920013934,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Head_X_For', 'R_Base_Z_For', 'R_Base_X_Back', 'L_Base_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Base_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Base_Z_For,1,3,robot,1,True,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,13,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,420.14637580001727,420.14637580001727,space,3.6317405002191663,423.8035554997623,424.8055607001297,,,441.6386862997897,441.6386862997897,441.6386862997897,3,8.45194419985637,450.1220897999592,450.1220897999592,450.1220897999592,450.1220897999592,450.1220897999592,450.1220897999592,450.1220897999592,450.1220897999592,None,None,None,,,,,,438.0649764998816,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Base_X_Back', 'L_Base_Z_For', 'L_Head_Z_For', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Z_For,2,3,robot,1,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,13,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,450.1220897999592,450.1220897999592,None,,450.1220897999592,451.1240715999156,,,467.9070603,467.9070603,467.9070603,3,3.071008199825883,470.9964879001491,470.9964879001491,470.9964879001491,470.9964879001491,470.9964879001491,470.9964879001491,470.9964879001491,470.9964879001491,None,None,None,450.1220897999592,450.1220897999592,451.1240715999156,453.2282203999348,,464.38347799982876,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Head_X_Back', 'R_Base_X_Back', 'R_Head_Y_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Base_X_Back', 'movement': 'R_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_X_For,3,3,robot,1,False,True,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,13,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,470.9964879001491,470.9964879001491,None,,470.9964879001491,471.99849160015583,,,488.81490029999986,488.81490029999986,488.81490029999986,4,1.8273175000213087,490.70191679988056,499.68628589995205,490.70191679988056,499.68628589995205,490.70191679988056,499.68628589995205,490.70191679988056,499.68628589995205,57.38095238095238,8.126055200118572,space,470.9964879001491,470.9964879001491,471.99849160015583,474.08595040021464,8.924340699799359,485.2411863999441,,,,,,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.68628589995205,499.68628589995205,499.68628589995205,c,2.235793000087142,,,,,,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Torso_X_Back', 'L_Torso_X_Back', 'L_Arm_X_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Torso_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Arm_X_Back,2,3,robot,1,True,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,13,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,507.31797950016335,,,524.1010082000867,524.1010082000867,524.1010082000867,2,3.7253958000801504,527.8584441998973,527.8584441998973,527.8584441998973,527.8584441998973,527.8584441998973,527.8584441998973,527.8584441998973,527.8584441998973,None,None,None,,,,,,,,,,,,501.974169800058,501.974169800058,space,5.31761520029977,520.5941416998394,,,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['R_Head_X_Back', 'L_Torso_X_For', 'L_Head_X_For', 'L_Head_Y_For']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Torso_X_For', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_X_Back,0,3,robot,1,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,13,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,527.8584441998973,,,544.7249747999012,544.7249747999012,544.7249747999012,2,1.6216279999352992,546.3782155001536,546.3782155001536,546.3782155001536,546.3782155001536,546.3782155001536,546.3782155001536,546.3782155001536,546.3782155001536,None,None,None,,,,529.9459211998619,,,,,,,,527.8584441998973,527.8584441998973,None,,541.101185800042,527.8584441998973,527.8584441998973,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Torso_Z_Back', 'R_Torso_Y_For', 'R_Arm_Z_Back', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Torso_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,1,3,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,13,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,546.3782155001536,,,563.1446118000895,563.1446118000895,563.1446118000895,3,12.338190000038594,575.5022237999365,575.5022237999365,575.5022237999365,575.5022237999365,575.5022237999365,575.5022237999365,575.5022237999365,575.5022237999365,None,None,None,,,,548.4657060001045,,,,,,,,546.3782155001536,546.3782155001536,None,,559.5040532001294,546.3782155001536,546.3782155001536,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
"['L_Torso_Y_Back', 'L_Base_X_Back', 'R_Torso_X_Back', 'L_Torso_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Torso_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_X_Back,2,3,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,13,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,575.5022237999365,,,592.2351504000835,592.2351504000835,592.2351504000835,3,3.5993307000026107,595.8589436998591,595.8589436998591,595.8589436998591,595.8589436998591,595.8589436998591,595.8589436998591,595.8589436998591,595.8589436998591,None,None,None,,,,577.5896855997853,,,,,,,,575.5022237999365,575.5022237999365,None,,588.5779977999628,575.5022237999365,575.5022237999365,,,13,001,2024-09-06_11h17.10.351,robot_cogshifting_sign,2022.2.5,59.85790936954056,
