sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
H,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,8,8,8,,,,,,,,,,,,,185.1509702000003,185.1509702000003,None,,185.1509702000003,186.21851789999982,186.21851789999982,186.21851789999982,186.21851789999982,186.21851789999982,188.2471803999997,None,188.2471803999997,188.2471803999997,188.2471803999997,188.2471803999997,188.2471803999997,188.2471803999997,188.2471803999997,188.2471803999997,None,None,None,185.1509702000003,185.1509702000003,,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,9,9,9,,,,,,,,,,,,,188.2471803999997,188.2471803999997,None,,188.2471803999997,189.3186311999998,189.3186311999998,189.3186311999998,189.3186311999998,189.3186311999998,191.34643400000004,None,191.34643400000004,191.34643400000004,191.34643400000004,191.34643400000004,191.34643400000004,191.34643400000004,191.34643400000004,191.34643400000004,None,None,None,188.2471803999997,188.2471803999997,,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
H,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,10,10,10,,,,,,,,,,,,,191.34643400000004,191.34643400000004,None,,191.34643400000004,192.41962450000028,192.41962450000028,192.41962450000028,192.41962450000028,192.41962450000028,194.4533180999997,n,194.4533180999997,194.4533180999997,194.4533180999997,194.4533180999997,194.4533180999997,194.4533180999997,194.4533180999997,194.4533180999997,None,None,None,191.34643400000004,191.34643400000004,1.8481421000005867,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R,False,2,letter,2,False,True,robot_stimuli\\filler.mp4,19,0,0,0,0,0,11,11,11,,,,,,,,,,,,,194.4533180999997,194.4533180999997,None,,194.4533180999997,195.5227636999998,195.5227636999998,195.5227636999998,195.5227636999998,195.5227636999998,197.77681759999996,n,197.77681759999996,203.27319220000027,197.77681759999996,203.27319220000027,197.77681759999996,203.27319220000027,197.77681759999996,203.27319220000027,36.79012345679013,2.9552772999995796,space,194.4533180999997,194.4533180999997,0.9613932000002023,5.426130400001057,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
S,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,12,12,12,,,,,,,,,,,,,203.27319220000027,203.27319220000027,space,4.002396700000645,207.3040807999996,208.37558609999996,208.37558609999996,208.37558609999996,208.37558609999996,208.37558609999996,210.60358600000018,None,210.60358600000018,210.60358600000018,210.60358600000018,210.60358600000018,210.60358600000018,210.60358600000018,210.60358600000018,210.60358600000018,None,None,None,,,,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,13,13,13,,,,,,,,,,,,,210.60358600000018,210.60358600000018,None,,210.60358600000018,211.66851020000013,211.66851020000013,211.66851020000013,211.66851020000013,211.66851020000013,213.70175749999999,n,213.70175749999999,213.70175749999999,213.70175749999999,213.70175749999999,213.70175749999999,213.70175749999999,213.70175749999999,213.70175749999999,None,None,None,210.60358600000018,210.60358600000018,1.4070613000003505,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
P,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,14,14,14,,,,,,,,,,,,,213.70175749999999,213.70175749999999,None,,213.70175749999999,214.76812880000034,214.76812880000034,214.76812880000034,214.76812880000034,214.76812880000034,216.79636779999964,n,216.79636779999964,216.79636779999964,216.79636779999964,216.79636779999964,216.79636779999964,216.79636779999964,216.79636779999964,216.79636779999964,None,None,None,213.70175749999999,213.70175749999999,1.6423015999998825,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
H,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,15,15,15,,,,,,,,,,,,,216.79636779999964,216.79636779999964,None,,216.79636779999964,217.86786630000006,217.86786630000006,217.86786630000006,217.86786630000006,217.86786630000006,219.90637890000016,n,219.90637890000016,219.90637890000016,219.90637890000016,219.90637890000016,219.90637890000016,219.90637890000016,219.90637890000016,219.90637890000016,None,None,None,216.79636779999964,216.79636779999964,0.9510925000004136,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
K,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,19,0,0,0,0,0,16,16,16,,,,,,,,,,,,,219.90637890000016,219.90637890000016,None,,219.90637890000016,,220.9855778000001,220.9855778000001,220.9855778000001,220.9855778000001,223.01984339999944,c,223.01984339999944,223.01984339999944,223.01984339999944,223.01984339999944,223.01984339999944,223.01984339999944,223.01984339999944,223.01984339999944,None,None,None,219.90637890000016,219.90637890000016,1.9060483000002932,,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
P,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,19,0,0,0,0,0,17,17,17,,,,,,,,,,,,,223.01984339999944,223.01984339999944,None,,223.01984339999944,224.08504639999956,224.08504639999956,224.08504639999956,224.08504639999956,224.08504639999956,226.14411909999944,c,226.14411909999944,234.2048636999998,226.14411909999944,234.2048636999998,226.14411909999944,234.2048636999998,226.14411909999944,234.2048636999998,51.141975308641975,7.0216583000001265,space,223.01984339999944,223.01984339999944,1.42929070000082,8.018764600000395,,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Base_Z_For,False,1,robot,1,True,False,robot_stimuli\L_Base_Z_For.mp4,19,0,0,0,0,0,18,18,18,,,,,,,,,,,,,234.2048636999998,234.2048636999998,space,4.125852900000609,238.35437939999974,239.47067809999953,,239.47067809999953,239.47067809999953,239.47067809999953,,None,243.1015609999995,243.1015609999995,243.1015609999995,243.1015609999995,243.1015609999995,243.1015609999995,243.1015609999995,243.1015609999995,None,None,None,,,,,239.47067809999953,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,19,0,0,0,0,0,19,19,19,,,,,,,,,,,,,243.1015609999995,243.1015609999995,None,,243.1015609999995,244.20169329999953,,244.20169329999953,244.20169329999953,244.20169329999953,,None,247.85515740000028,247.85515740000028,247.85515740000028,247.85515740000028,247.85515740000028,247.85515740000028,247.85515740000028,247.85515740000028,None,None,None,243.1015609999995,243.1015609999995,,,244.20169329999953,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Y_For,True,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,19,0,0,0,0,0,20,20,20,,,,,,,,,,,,,247.85515740000028,247.85515740000028,None,,247.85515740000028,,,248.96093699999983,248.96093699999983,248.96093699999983,,c,252.60500839999986,252.60500839999986,252.60500839999986,252.60500839999986,252.60500839999986,252.60500839999986,252.60500839999986,252.60500839999986,None,None,None,247.85515740000028,247.85515740000028,3.394489000000249,,248.96093699999983,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Y_For,True,1,robot,1,False,False,robot_stimuli\L_Arm_Y_For.mp4,19,0,0,0,0,0,21,21,21,,,,,,,,,,,,,252.60500839999986,252.60500839999986,None,,252.60500839999986,253.69469860000027,,253.69469860000027,253.69469860000027,253.69469860000027,,None,257.3379626999995,257.3379626999995,257.3379626999995,257.3379626999995,257.3379626999995,257.3379626999995,257.3379626999995,257.3379626999995,None,None,None,252.60500839999986,252.60500839999986,,,253.69469860000027,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19,0,0,0,0,0,22,22,22,,,,,,,,,,,,,257.3379626999995,257.3379626999995,None,,257.3379626999995,258.4356944000001,,258.4356944000001,258.4356944000001,258.4356944000001,,n,262.0806332000002,262.0806332000002,262.0806332000002,262.0806332000002,262.0806332000002,262.0806332000002,262.0806332000002,262.0806332000002,None,None,None,257.3379626999995,257.3379626999995,2.6389813000005233,,258.4356944000001,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Torso_Z_Back,False,1,robot,1,False,True,robot_stimuli\R_Torso_Z_Back.mp4,19,0,0,0,0,0,23,23,23,,,,,,,,,,,,,262.0806332000002,262.0806332000002,None,,262.0806332000002,263.1806052000002,,263.1806052000002,263.1806052000002,263.1806052000002,,c,266.8424925999998,272.5759259999995,266.8424925999998,272.5759259999995,266.8424925999998,272.5759259999995,266.8424925999998,272.5759259999995,40.80246913580247,4.638494499999979,space,262.0806332000002,262.0806332000002,2.878546200000528,5.680232200000319,263.1806052000002,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Head_Z_For,False,2,robot,1,True,False,robot_stimuli\R_Head_Z_For.mp4,19,0,0,0,0,0,24,24,24,,,,,,,,,,,,,272.5759259999995,272.5759259999995,space,5.307954800000516,277.9043523999999,279.0022809000002,,279.0022809000002,279.0022809000002,279.0022809000002,,None,282.6512756000002,282.6512756000002,282.6512756000002,282.6512756000002,282.6512756000002,282.6512756000002,282.6512756000002,282.6512756000002,None,None,None,,,,,279.0022809000002,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Z_For,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,19,0,0,0,0,0,25,25,25,,,,,,,,,,,,,282.6512756000002,282.6512756000002,None,,282.6512756000002,283.7424357,,283.7424357,283.7424357,283.7424357,,None,287.3793287999997,287.3793287999997,287.3793287999997,287.3793287999997,287.3793287999997,287.3793287999997,287.3793287999997,287.3793287999997,None,None,None,282.6512756000002,282.6512756000002,,,283.7424357,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Head_Z_For,True,2,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,19,0,0,0,0,0,26,26,26,,,,,,,,,,,,,287.3793287999997,287.3793287999997,None,,287.3793287999997,288.4806569000002,,288.4806569000002,288.4806569000002,288.4806569000002,,c,292.12162069999977,292.12162069999977,292.12162069999977,292.12162069999977,292.12162069999977,292.12162069999977,292.12162069999977,292.12162069999977,None,None,None,287.3793287999997,287.3793287999997,3.2991641000007803,,288.4806569000002,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Z_For,True,2,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,19,0,0,0,0,0,27,27,27,,,,,,,,,,,,,292.12162069999977,292.12162069999977,None,,292.12162069999977,293.2145246,,293.2145246,293.2145246,293.2145246,,c,296.8474420000002,296.8474420000002,296.8474420000002,296.8474420000002,296.8474420000002,296.8474420000002,296.8474420000002,296.8474420000002,None,None,None,292.12162069999977,292.12162069999977,3.4853632000003927,,293.2145246,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,19,0,0,0,0,0,28,28,28,,,,,,,,,,,,,296.8474420000002,296.8474420000002,None,,296.8474420000002,297.9465502000003,,297.9465502000003,297.9465502000003,297.9465502000003,,None,301.5887542999999,301.5887542999999,301.5887542999999,301.5887542999999,301.5887542999999,301.5887542999999,301.5887542999999,301.5887542999999,None,None,None,296.8474420000002,296.8474420000002,,,297.9465502000003,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Head_Z_Back,False,2,robot,1,False,True,robot_stimuli\R_Head_Z_Back.mp4,19,0,0,0,0,0,29,29,29,,,,,,,,,,,,,301.5887542999999,301.5887542999999,None,,301.5887542999999,,,302.6920190999999,302.6920190999999,302.6920190999999,,None,306.3678124999997,309.3874844000002,306.3678124999997,309.3874844000002,306.3678124999997,309.3874844000002,306.3678124999997,309.3874844000002,50.833333333333336,2.4702158999998574,space,301.5887542999999,301.5887542999999,,2.971512900000562,302.6920190999999,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Arm_Z_Back,False,3,robot,1,True,False,robot_stimuli\R_Arm_Z_Back.mp4,19,0,0,0,0,0,30,30,30,,,,,,,,,,,,,309.3874844000002,309.3874844000002,space,1.2308661000006396,310.6374802999999,311.7313772999996,,311.7313772999996,311.7313772999996,311.7313772999996,,None,315.3694453999997,315.3694453999997,315.3694453999997,315.3694453999997,315.3694453999997,315.3694453999997,315.3694453999997,315.3694453999997,None,None,None,,,,,311.7313772999996,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Head_Z_Back,False,3,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,19,0,0,0,0,0,31,31,31,,,,,,,,,,,,,315.3694453999997,315.3694453999997,None,,315.3694453999997,316.4536928999996,,316.4536928999996,316.4536928999996,316.4536928999996,,None,320.1047884999998,320.1047884999998,320.1047884999998,320.1047884999998,320.1047884999998,320.1047884999998,320.1047884999998,320.1047884999998,None,None,None,315.3694453999997,315.3694453999997,,,316.4536928999996,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Base_Y_Back,False,3,robot,1,False,False,robot_stimuli\R_Base_Y_Back.mp4,19,0,0,0,0,0,32,32,32,,,,,,,,,,,,,320.1047884999998,320.1047884999998,None,,320.1047884999998,321.1841058,,321.1841058,321.1841058,321.1841058,,None,324.8283921000002,324.8283921000002,324.8283921000002,324.8283921000002,324.8283921000002,324.8283921000002,324.8283921000002,324.8283921000002,None,None,None,320.1047884999998,320.1047884999998,,,321.1841058,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Arm_Z_Back,True,3,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,19,0,0,0,0,0,33,33,33,,,,,,,,,,,,,324.8283921000002,324.8283921000002,None,,324.8283921000002,325.9219046999997,,325.9219046999997,325.9219046999997,325.9219046999997,,c,329.56053939999947,329.56053939999947,329.56053939999947,329.56053939999947,329.56053939999947,329.56053939999947,329.56053939999947,329.56053939999947,None,None,None,324.8283921000002,324.8283921000002,3.368424700000105,,325.9219046999997,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Torso_X_Back,False,3,robot,1,False,False,robot_stimuli\R_Torso_X_Back.mp4,19,0,0,0,0,0,34,34,34,,,,,,,,,,,,,329.56053939999947,329.56053939999947,None,,329.56053939999947,330.65177810000023,,330.65177810000023,330.65177810000023,330.65177810000023,,n,334.2956865999995,334.2956865999995,334.2956865999995,334.2956865999995,334.2956865999995,334.2956865999995,334.2956865999995,334.2956865999995,None,None,None,329.56053939999947,329.56053939999947,3.079882300000463,,330.65177810000023,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Base_Y_Back,True,3,robot,1,False,True,robot_stimuli\R_Base_Y_Back.mp4,19,0,0,0,0,0,35,35,35,,,,,,,,,,,,,334.2956865999995,334.2956865999995,None,,334.2956865999995,335.38622620000024,,335.38622620000024,335.38622620000024,335.38622620000024,,n,339.06231299999945,342.4457431999999,339.06231299999945,342.4457431999999,339.06231299999945,342.4457431999999,339.06231299999945,342.4457431999999,48.51851851851852,2.2375236000007135,space,334.2956865999995,334.2956865999995,2.6961794000008013,3.3326358000003893,335.38622620000024,,,,,,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4457431999999,342.4457431999999,342.4457431999999,c,3.9345400000001973,,,,,,,,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Arm_X_Back,False,1,robot,1,True,False,robot_stimuli\L_Arm_X_Back.mp4,19,,,,,,,,,0,0,0,0,,,,,,,,,,,,,352.07106680000015,353.15117310000005,,,,,,,356.80393189999995,356.80393189999995,356.80393189999995,356.80393189999995,356.80393189999995,356.80393189999995,356.80393189999995,356.80393189999995,None,None,None,,,,,,,,,,,346.44294850000006,346.44294850000006,space,5.608889799999815,353.15117310000005,353.15117310000005,None,,,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,19,,,,,,,,,0,1,1,1,,,,,,,,,,,,,356.80393189999995,357.9019195999999,,,,,,,361.5518984999999,361.5518984999999,361.5518984999999,361.5518984999999,361.5518984999999,361.5518984999999,361.5518984999999,361.5518984999999,None,None,None,,,,,,,,,,,356.80393189999995,356.80393189999995,None,,357.9019195999999,357.9019195999999,n,356.80393189999995,356.80393189999995,2.6448166000009223,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,19,,,,,,,,,0,2,2,2,,,,,,,,,,,,,361.5518984999999,362.63363239999944,,,,,,,366.2849914999997,366.2849914999997,366.2849914999997,366.2849914999997,366.2849914999997,366.2849914999997,366.2849914999997,366.2849914999997,None,None,None,,,,,,,,,,,361.5518984999999,361.5518984999999,None,,362.63363239999944,362.63363239999944,None,361.5518984999999,361.5518984999999,,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,19,,,,,,,,,0,3,3,3,,,,,,,,,,,,,366.2849914999997,367.36671939999997,,,,,,,371.0207872000001,371.0207872000001,371.0207872000001,371.0207872000001,371.0207872000001,371.0207872000001,371.0207872000001,371.0207872000001,None,None,None,,,,,,,,,,,366.2849914999997,366.2849914999997,None,,367.36671939999997,367.36671939999997,n,366.2849914999997,366.2849914999997,2.8684674000005543,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,19,,,,,,,,,0,4,4,4,,,,,,,,,,,,,371.0207872000001,372.1108445,,,,,,,375.68797369999993,375.68797369999993,375.68797369999993,375.68797369999993,375.68797369999993,375.68797369999993,375.68797369999993,375.68797369999993,None,None,None,,,,,,,,,,,371.0207872000001,371.0207872000001,None,,372.1108445,372.1108445,n,371.0207872000001,371.0207872000001,3.10007190000033,,,19,001,2024-07-01_14h55.26.674,robot_nback_sign,2022.2.5,59.96879224057771,
