sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
J,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,8,8,8,,,,,,,,,,,,,109.379185,109.379185,None,,109.379185,110.44522129999996,110.44522129999996,110.44522129999996,110.44522129999996,110.44522129999996,112.47515319999991,c,112.47515319999991,112.47515319999991,112.47515319999991,112.47515319999991,112.47515319999991,112.47515319999991,112.47515319999991,112.47515319999991,None,None,None,109.379185,109.379185,1.388546500000075,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,9,9,9,,,,,,,,,,,,,112.47515319999991,112.47515319999991,None,,112.47515319999991,113.54378159999999,113.54378159999999,113.54378159999999,113.54378159999999,113.54378159999999,115.58008499999994,n,115.58008499999994,115.58008499999994,115.58008499999994,115.58008499999994,115.58008499999994,115.58008499999994,115.58008499999994,115.58008499999994,None,None,None,112.47515319999991,112.47515319999991,1.6503227000000606,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
S,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,10,10,10,,,,,,,,,,,,,115.58008499999994,115.58008499999994,None,,115.58008499999994,116.6480219,116.6480219,116.6480219,116.6480219,116.6480219,118.87917169999992,n,118.87917169999992,118.87917169999992,118.87917169999992,118.87917169999992,118.87917169999992,118.87917169999992,118.87917169999992,118.87917169999992,None,None,None,115.58008499999994,115.58008499999994,1.0026718000001438,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
P,True,2,letter,2,False,True,robot_stimuli\\filler.mp4,13,0,0,0,0,0,11,11,11,,,,,,,,,,,,,118.87917169999992,118.87917169999992,None,,118.87917169999992,119.94536999999991,119.94536999999991,119.94536999999991,119.94536999999991,119.94536999999991,122.00289309999994,c,122.00289309999994,128.1317643,122.00289309999994,128.1317643,122.00289309999994,128.1317643,122.00289309999994,128.1317643,37.561728395061735,4.753595899999937,space,118.87917169999992,118.87917169999992,1.0649709000000485,6.062677200000053,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
Q,False,3,letter,2,True,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,12,12,12,,,,,,,,,,,,,128.1317643,128.1317643,space,8.605806200000075,136.76305579999996,137.834788,137.834788,137.834788,137.834788,137.834788,140.06527699999992,None,140.06527699999992,140.06527699999992,140.06527699999992,140.06527699999992,140.06527699999992,140.06527699999992,140.06527699999992,140.06527699999992,None,None,None,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
P,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,13,13,13,,,,,,,,,,,,,140.06527699999992,140.06527699999992,None,,140.06527699999992,,141.14951309999992,141.14951309999992,141.14951309999992,141.14951309999992,143.3807435,None,143.3807435,143.3807435,143.3807435,143.3807435,143.3807435,143.3807435,143.3807435,143.3807435,None,None,None,140.06527699999992,140.06527699999992,,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
D,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,14,14,14,,,,,,,,,,,,,143.3807435,143.3807435,None,,143.3807435,,144.46119199999998,144.46119199999998,144.46119199999998,144.46119199999998,146.49660069999993,None,146.49660069999993,146.49660069999993,146.49660069999993,146.49660069999993,146.49660069999993,146.49660069999993,146.49660069999993,146.49660069999993,None,None,None,143.3807435,143.3807435,,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
X,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,15,15,15,,,,,,,,,,,,,146.49660069999993,146.49660069999993,None,,146.49660069999993,147.5601921,147.5601921,147.5601921,147.5601921,147.5601921,149.59034250000002,n,149.59034250000002,149.59034250000002,149.59034250000002,149.59034250000002,149.59034250000002,149.59034250000002,149.59034250000002,149.59034250000002,None,None,None,146.49660069999993,146.49660069999993,0.7455872000000454,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
P,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,13,0,0,0,0,0,16,16,16,,,,,,,,,,,,,149.59034250000002,149.59034250000002,None,,149.59034250000002,150.66564970000002,150.66564970000002,150.66564970000002,150.66564970000002,150.66564970000002,152.8944586,n,152.8944586,152.8944586,152.8944586,152.8944586,152.8944586,152.8944586,152.8944586,152.8944586,None,None,None,149.59034250000002,149.59034250000002,1.6004259000001184,,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
D,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,13,0,0,0,0,0,17,17,17,,,,,,,,,,,,,152.8944586,152.8944586,None,,152.8944586,153.96169309999993,153.96169309999993,153.96169309999993,153.96169309999993,153.96169309999993,156.02563039999995,n,156.02563039999995,161.57676519999995,156.02563039999995,161.57676519999995,156.02563039999995,161.57676519999995,156.02563039999995,161.57676519999995,71.66666666666667,3.849784999999997,space,152.8944586,152.8944586,1.0803710000001274,5.4954508000000715,,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_Y_For,False,1,robot,1,True,False,robot_stimuli\R_Torso_Y_For.mp4,13,0,0,0,0,0,18,18,18,,,,,,,,,,,,,161.57676519999995,161.57676519999995,space,3.297057000000109,164.8962322,166.0176272,,166.0176272,166.0176272,166.0176272,,None,169.64758339999992,169.64758339999992,169.64758339999992,169.64758339999992,169.64758339999992,169.64758339999992,169.64758339999992,169.64758339999992,None,None,None,,,,,166.0176272,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,13,0,0,0,0,0,19,19,19,,,,,,,,,,,,,169.64758339999992,169.64758339999992,None,,169.64758339999992,,,170.7642508,170.7642508,170.7642508,,None,174.41523169999994,174.41523169999994,174.41523169999994,174.41523169999994,174.41523169999994,174.41523169999994,174.41523169999994,174.41523169999994,None,None,None,169.64758339999992,169.64758339999992,,,170.7642508,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,13,0,0,0,0,0,20,20,20,,,,,,,,,,,,,174.41523169999994,174.41523169999994,None,,174.41523169999994,,,175.52550799999995,175.52550799999995,175.52550799999995,,None,179.1853097999999,179.1853097999999,179.1853097999999,179.1853097999999,179.1853097999999,179.1853097999999,179.1853097999999,179.1853097999999,None,None,None,174.41523169999994,174.41523169999994,,,175.52550799999995,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Torso_Z_For.mp4,13,0,0,0,0,0,21,21,21,,,,,,,,,,,,,179.1853097999999,179.1853097999999,None,,179.1853097999999,180.28426579999996,,180.28426579999996,180.28426579999996,180.28426579999996,,None,183.93010119999997,183.93010119999997,183.93010119999997,183.93010119999997,183.93010119999997,183.93010119999997,183.93010119999997,183.93010119999997,None,None,None,179.1853097999999,179.1853097999999,,,180.28426579999996,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_Y_Back.mp4,13,0,0,0,0,0,22,22,22,,,,,,,,,,,,,183.93010119999997,183.93010119999997,None,,183.93010119999997,185.03070400000001,,185.03070400000001,185.03070400000001,185.03070400000001,,None,188.54862749999995,188.54862749999995,188.54862749999995,188.54862749999995,188.54862749999995,188.54862749999995,188.54862749999995,188.54862749999995,None,None,None,183.93010119999997,183.93010119999997,,,185.03070400000001,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Torso_Y_Back,True,1,robot,1,False,True,robot_stimuli\L_Torso_Y_Back.mp4,13,0,0,0,0,0,23,23,23,,,,,,,,,,,,,188.54862749999995,188.54862749999995,None,,188.54862749999995,,,189.66452749999996,189.66452749999996,189.66452749999996,,c,193.2150947,198.52869069999997,193.2150947,198.52869069999997,193.2150947,198.52869069999997,193.2150947,198.52869069999997,37.098765432098766,4.318797100000097,space,188.54862749999995,188.54862749999995,1.6332031000000597,5.258065600000009,189.66452749999996,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Base_X_For,False,2,robot,1,True,False,robot_stimuli\R_Base_X_For.mp4,13,0,0,0,0,0,24,24,24,,,,,,,,,,,,,198.52869069999997,198.52869069999997,space,2.2013750000000982,200.74632039999995,201.84457049999992,,201.84457049999992,201.84457049999992,201.84457049999992,,None,205.39465229999996,205.39465229999996,205.39465229999996,205.39465229999996,205.39465229999996,205.39465229999996,205.39465229999996,205.39465229999996,None,None,None,,,,,201.84457049999992,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_X_For,False,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,13,0,0,0,0,0,25,25,25,,,,,,,,,,,,,205.39465229999996,205.39465229999996,None,,205.39465229999996,206.4931921,,206.4931921,206.4931921,206.4931921,,None,210.14414079999995,210.14414079999995,210.14414079999995,210.14414079999995,210.14414079999995,210.14414079999995,210.14414079999995,210.14414079999995,None,None,None,205.39465229999996,205.39465229999996,,,206.4931921,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Arm_Z_Back,False,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,13,0,0,0,0,0,26,26,26,,,,,,,,,,,,,210.14414079999995,210.14414079999995,None,,210.14414079999995,211.2438115,,211.2438115,211.2438115,211.2438115,,n,214.89903189999995,214.89903189999995,214.89903189999995,214.89903189999995,214.89903189999995,214.89903189999995,214.89903189999995,214.89903189999995,None,None,None,210.14414079999995,210.14414079999995,1.765957100000037,,211.2438115,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_X_For,True,2,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,13,0,0,0,0,0,27,27,27,,,,,,,,,,,,,214.89903189999995,214.89903189999995,None,,214.89903189999995,,,216.0095005999999,216.0095005999999,216.0095005999999,,c,219.6603083,219.6603083,219.6603083,219.6603083,219.6603083,219.6603083,219.6603083,219.6603083,None,None,None,214.89903189999995,214.89903189999995,2.720430800000031,,216.0095005999999,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Arm_Z_Back,True,2,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,13,0,0,0,0,0,28,28,28,,,,,,,,,,,,,219.6603083,219.6603083,None,,219.6603083,220.7572818,,220.7572818,220.7572818,220.7572818,,c,224.40379169999994,224.40379169999994,224.40379169999994,224.40379169999994,224.40379169999994,224.40379169999994,224.40379169999994,224.40379169999994,None,None,None,219.6603083,219.6603083,1.7880473000000165,,220.7572818,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Arm_Y_Back,False,2,robot,1,False,True,robot_stimuli\L_Arm_Y_Back.mp4,13,0,0,0,0,0,29,29,29,,,,,,,,,,,,,224.40379169999994,224.40379169999994,None,,224.40379169999994,225.50644160000002,,225.50644160000002,225.50644160000002,225.50644160000002,,None,229.1754305999999,233.57529369999997,229.1754305999999,233.57529369999997,229.1754305999999,233.57529369999997,229.1754305999999,233.57529369999997,49.13580246913581,2.5814307000000554,space,224.40379169999994,224.40379169999994,,4.338074600000027,225.50644160000002,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Arm_Y_For,False,3,robot,1,True,False,robot_stimuli\R_Arm_Y_For.mp4,13,0,0,0,0,0,30,30,30,,,,,,,,,,,,,233.57529369999997,233.57529369999997,space,1.859551700000111,235.4630990999999,236.56091989999993,,236.56091989999993,236.56091989999993,236.56091989999993,,None,240.07523859999992,240.07523859999992,240.07523859999992,240.07523859999992,240.07523859999992,240.07523859999992,240.07523859999992,240.07523859999992,None,None,None,,,,,236.56091989999993,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Arm_Y_Back,False,3,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,13,0,0,0,0,0,31,31,31,,,,,,,,,,,,,240.07523859999992,240.07523859999992,None,,240.07523859999992,241.163322,,241.163322,241.163322,241.163322,,None,244.81307879999997,244.81307879999997,244.81307879999997,244.81307879999997,244.81307879999997,244.81307879999997,244.81307879999997,244.81307879999997,None,None,None,240.07523859999992,240.07523859999992,,,241.163322,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Base_Y_For,False,3,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,13,0,0,0,0,0,32,32,32,,,,,,,,,,,,,244.81307879999997,244.81307879999997,None,,244.81307879999997,245.90879159999997,,245.90879159999997,245.90879159999997,245.90879159999997,,n,249.5580278,249.5580278,249.5580278,249.5580278,249.5580278,249.5580278,249.5580278,249.5580278,None,None,None,244.81307879999997,244.81307879999997,2.173443300000031,,245.90879159999997,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Arm_Y_For,True,3,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,13,0,0,0,0,0,33,33,33,,,,,,,,,,,,,249.5580278,249.5580278,None,,249.5580278,250.6459254,,250.6459254,250.6459254,250.6459254,,c,254.16298469999992,254.16298469999992,254.16298469999992,254.16298469999992,254.16298469999992,254.16298469999992,254.16298469999992,254.16298469999992,None,None,None,249.5580278,249.5580278,1.6198002000000997,,250.6459254,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Torso_Y_For,False,3,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,13,0,0,0,0,0,34,34,34,,,,,,,,,,,,,254.16298469999992,254.16298469999992,None,,254.16298469999992,255.25650929999995,,255.25650929999995,255.25650929999995,255.25650929999995,,c,258.8968159,258.8968159,258.8968159,258.8968159,258.8968159,258.8968159,258.8968159,258.8968159,None,None,None,254.16298469999992,254.16298469999992,3.5451678000000584,,255.25650929999995,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Base_Y_For,True,3,robot,1,False,True,robot_stimuli\R_Base_Y_For.mp4,13,0,0,0,0,0,35,35,35,,,,,,,,,,,,,258.8968159,258.8968159,None,,258.8968159,259.98966859999996,,259.98966859999996,259.98966859999996,259.98966859999996,,c,263.6567718,267.4161806999999,263.6567718,267.4161806999999,263.6567718,267.4161806999999,263.6567718,267.4161806999999,72.43827160493828,3.3900601999999935,space,258.8968159,258.8968159,3.3406332000000702,3.7047324000000117,259.98966859999996,,,,,,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4161806999999,267.4161806999999,267.4161806999999,c,78.84901850000006,,,,,,,,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Arm_Z_Back,False,1,robot,1,True,False,robot_stimuli\L_Arm_Z_Back.mp4,13,,,,,,,,,0,0,0,0,,,,,,,,,,,,,352.6133668,353.6976184,,,,,,,357.3491755,357.3491755,357.3491755,357.3491755,357.3491755,357.3491755,357.3491755,357.3491755,None,None,None,,,,,,,,,,,346.3370107999999,346.3370107999999,space,6.256893999999988,353.6976184,353.6976184,None,,,,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,13,,,,,,,,,0,1,1,1,,,,,,,,,,,,,357.3491755,,,,,,,,362.0233933999999,362.0233933999999,362.0233933999999,362.0233933999999,362.0233933999999,362.0233933999999,362.0233933999999,362.0233933999999,None,None,None,,,,,,,,,,,357.3491755,357.3491755,None,,358.45043469999996,358.45043469999996,n,357.3491755,357.3491755,1.8954574000000548,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,13,,,,,,,,,0,2,2,2,,,,,,,,,,,,,362.0233933999999,363.1119613999999,,,,,,,366.76369239999997,366.76369239999997,366.76369239999997,366.76369239999997,366.76369239999997,366.76369239999997,366.76369239999997,366.76369239999997,None,None,None,,,,,,,,,,,362.0233933999999,362.0233933999999,None,,363.1119613999999,363.1119613999999,n,362.0233933999999,362.0233933999999,1.2332709000000932,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,13,,,,,,,,,0,3,3,3,,,,,,,,,,,,,366.76369239999997,367.85583539999993,,,,,,,371.4919232,371.4919232,371.4919232,371.4919232,371.4919232,371.4919232,371.4919232,371.4919232,None,None,None,,,,,,,,,,,366.76369239999997,366.76369239999997,None,,367.85583539999993,367.85583539999993,n,366.76369239999997,366.76369239999997,1.8984891000001198,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Base_Z_For,True,1,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,13,,,,,,,,,0,4,4,4,,,,,,,,,,,,,371.4919232,372.5729829999999,,,,,,,376.2150588999999,376.2150588999999,376.2150588999999,376.2150588999999,376.2150588999999,376.2150588999999,376.2150588999999,376.2150588999999,None,None,None,,,,,,,,,,,371.4919232,371.4919232,None,,372.5729829999999,372.5729829999999,c,371.4919232,371.4919232,1.613446900000099,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,13,,,,,,,,,0,5,5,5,,,,,,,,,,,,,376.2150588999999,,,,,,,,380.9634954999999,380.9634954999999,380.9634954999999,380.9634954999999,380.9634954999999,380.9634954999999,380.9634954999999,380.9634954999999,None,None,None,,,,,,,,,,,376.2150588999999,376.2150588999999,None,,377.3238946,377.3238946,n,376.2150588999999,376.2150588999999,1.5738147000000708,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
L_Torso_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,13,,,,,,,,,0,6,6,6,,,,,,,,,,,,,380.9634954999999,382.04599799999994,,,,,,,385.565917,385.565917,385.565917,385.565917,385.565917,385.565917,385.565917,385.565917,None,None,None,,,,,,,,,,,380.9634954999999,380.9634954999999,None,,382.04599799999994,382.04599799999994,n,380.9634954999999,380.9634954999999,0.9870401000000584,,,13,001,2024-06-19_08h04.18.089,robot_nback_sign,2022.2.5,59.93382107474965,
