sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_top_Q_0', 'blue_right_J_0', 'blue_top_V_45', 'red_top_P_0']","{'color': 'red_top_P_0', 'position': 'blue_right_J_0', 'orientation': 'blue_top_V_45'}",position,"['color', 'orientation', 'position']",blue_right_J_0,1,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,414.5369271999989,414.5369271999989,None,,414.5369271999989,415.537037099999,415.537037099999,417.60855300000003,424.29982409999866,426.31431129999874,426.31431129999874,426.31431129999874,426.31431129999874,2,4.833267299998624,431.19473990000006,436.0852608999994,431.19473990000006,436.0852608999994,431.19473990000006,436.0852608999994,431.19473990000006,436.0852608999994,31.697530864197528,3.3138256999991427,space,414.5369271999989,414.5369271999989,4.831773400001111,,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Base_Y_For', 'R_Arm_Y_Back', 'R_Base_Z_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}",movement,['movement'],R_Base_Z_For,2,1,robot,2,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_Z_For.mp4,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,436.0852608999994,436.0852608999994,space,2.3336354000002757,438.43690179999976,439.4370863999993,439.4370863999993,441.5332903999988,,,456.27596019999874,456.27596019999874,456.27596019999874,3,1.2387698999991699,457.5369585999997,457.5369585999997,457.5369585999997,457.5369585999997,457.5369585999997,457.5369585999997,457.5369585999997,457.5369585999997,None,None,None,,,,452.64686809999876,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Torso_Z_For', 'R_Head_Z_Back', 'L_Head_Z_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_Y_Back'}",localisation,['localisation'],L_Torso_Z_For,0,1,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,10,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,457.5369585999997,457.5369585999997,None,,457.5369585999997,458.53706639999837,458.53706639999837,460.62739580000016,,,475.46171270000013,475.46171270000013,475.46171270000013,1,2.4771589000010863,477.97028150000006,477.97028150000006,477.97028150000006,477.97028150000006,477.97028150000006,477.97028150000006,477.97028150000006,477.97028150000006,None,None,None,457.5369585999997,457.5369585999997,,471.8149297,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Base_Y_Back', 'L_Torso_Y_For', 'R_Base_Y_For', 'L_Base_Z_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Base_Z_For'}",laterality,['laterality'],R_Base_Y_For,2,1,robot,2,False,True,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,10,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,477.97028150000006,477.97028150000006,None,,477.97028150000006,478.97025679999933,478.97025679999933,481.0513523999998,,,495.84736489999887,495.84736489999887,495.84736489999887,3,3.1556386000011116,499.04488299999866,502.4159940999998,499.04488299999866,502.4159940999998,499.04488299999866,502.4159940999998,499.04488299999866,502.4159940999998,24.753086419753085,2.30397880000055,space,477.97028150000006,477.97028150000006,3.3089517000007618,492.1980270999993,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Base_Z_For', 'R_Head_Z_For', 'R_Base_X_Back', 'R_Base_Z_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_X_Back'}",movement,"['laterality', 'movement']",R_Base_X_Back,2,2,robot,2,True,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,10,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,502.4159940999998,502.4159940999998,space,2.298492100000658,504.7370617999986,505.73692049999954,505.73692049999954,507.8280698999988,,,522.5282567999984,522.5282567999984,522.5282567999984,3,5.706794100000479,528.253744399999,528.253744399999,528.253744399999,528.253744399999,528.253744399999,528.253744399999,528.253744399999,528.253744399999,None,None,None,,,,518.9932745999995,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['R_Base_Y_For', 'L_Base_X_For', 'R_Base_X_Back', 'R_Arm_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Y_For'}",localisation,"['localisation', 'movement']",R_Arm_X_For,3,2,robot,2,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,10,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,528.253744399999,528.253744399999,None,,528.253744399999,529.2539593999991,529.2539593999991,531.3290063999993,,,546.0789571999994,546.0789571999994,546.0789571999994,3,14.69281029999911,560.8036882999986,560.8036882999986,560.8036882999986,560.8036882999986,560.8036882999986,560.8036882999986,560.8036882999986,560.8036882999986,None,None,None,528.253744399999,528.253744399999,,542.4350760999987,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Torso_X_For', 'R_Torso_Y_Back', 'L_Torso_Y_Back', 'L_Base_Y_For']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'movement']",R_Torso_Y_Back,1,2,robot,2,False,True,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,10,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,560.8036882999986,560.8036882999986,None,,560.8036882999986,561.8040533999992,561.8040533999992,563.8805220999984,,,578.4604003999993,578.4604003999993,578.4604003999993,2,3.4153394999993907,581.928783899999,585.5263909999994,581.928783899999,585.5263909999994,581.928783899999,585.5263909999994,581.928783899999,585.5263909999994,38.48765432098765,2.1234905000001163,space,560.8036882999986,560.8036882999986,3.5451126000007207,574.9242142999992,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['R_Arm_Y_For', 'R_Arm_X_Back', 'R_Head_X_For', 'L_Arm_X_For']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Arm_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Arm_X_For,3,3,robot,2,True,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,10,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,585.5263909999994,585.5263909999994,space,2.3795380999999907,587.9369840999989,588.9372772999996,588.9372772999996,591.0179764999993,,,605.7111639999985,605.7111639999985,605.7111639999985,4,3.163211900000533,608.9039290000001,608.9039290000001,608.9039290000001,608.9039290000001,608.9039290000001,608.9039290000001,608.9039290000001,608.9039290000001,None,None,None,,,,602.069239299999,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['R_Head_X_Back', 'R_Base_X_Back', 'R_Base_Y_Back', 'L_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Base_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_X_Back,0,3,robot,2,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,10,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,608.9039290000001,608.9039290000001,None,,608.9039290000001,609.9038841999991,609.9038841999991,611.9771320999989,,,626.7447527999993,626.7447527999993,626.7447527999993,1,2.777776000000813,629.5537482999989,629.5537482999989,629.5537482999989,629.5537482999989,629.5537482999989,629.5537482999989,629.5537482999989,629.5537482999989,None,None,None,608.9039290000001,608.9039290000001,,623.1386379999985,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['L_Torso_X_For', 'R_Base_X_Back', 'R_Torso_X_For', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_Back', 'movement': 'R_Torso_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_Back,3,3,robot,2,False,True,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,10,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,629.5537482999989,629.5537482999989,None,,629.5537482999989,630.5539304999984,630.5539304999984,632.634263599999,,,647.4561328999989,647.4561328999989,647.4561328999989,4,7.330121300001338,654.8284735999987,658.6229534999984,654.8284735999987,658.6229534999984,654.8284735999987,658.6229534999984,654.8284735999987,658.6229534999984,41.7283950617284,2.0584015000004,space,629.5537482999989,629.5537482999989,3.7499031999996078,643.8197698999993,,,,,,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6229534999984,658.6229534999984,658.6229534999984,c,2.612321599999632,,,,,,,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['red_top_J_0', 'red_right_C_45', 'blue_right_G_0', 'red_right_G_0']","{'color': 'blue_right_G_0', 'position': 'red_top_J_0', 'orientation': 'red_right_C_45'}",orientation,['orientation'],red_right_C_45,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,665.0370601999985,667.108694999999,,,675.8117052999987,675.8117052999987,675.8117052999987,2,0.8158043999992515,676.6543841999992,676.6543841999992,676.6543841999992,676.6543841999992,676.6543841999992,676.6543841999992,676.6543841999992,676.6543841999992,None,None,None,,,,,,,,,,661.2695691999998,661.2695691999998,space,3.7492449000001216,673.7875071999988,675.8117052999987,,,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['blue_right_J_45', 'red_right_P_0', 'red_top_C_45', 'red_right_K_45']","{'color': 'blue_right_J_45', 'position': 'red_top_C_45', 'orientation': 'red_right_P_0'}",position,['position'],red_top_C_45,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,676.6543841999992,678.708098699999,,,687.4156643999995,687.4156643999995,687.4156643999995,3,0.5555729999996402,688.0037660999988,688.0037660999988,688.0037660999988,688.0037660999988,688.0037660999988,688.0037660999988,688.0037660999988,688.0037660999988,None,None,None,,,,,,,,,,676.6543841999992,676.6543841999992,None,,685.2001100999987,687.4156643999995,676.6543841999992,676.6543841999992,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['blue_left_K_45', 'red_top_D_45', 'red_left_J_45', 'red_left_C_0']","{'color': 'blue_left_K_45', 'position': 'red_top_D_45', 'orientation': 'red_left_C_0'}",orientation,['orientation'],red_left_C_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,688.0037660999988,690.0597445999992,,,698.9507182999987,698.9507182999987,698.9507182999987,4,1.3238025000009657,700.3035149999996,700.3035149999996,700.3035149999996,700.3035149999996,700.3035149999996,700.3035149999996,700.3035149999996,700.3035149999996,None,None,None,,,,,,,,,,688.0037660999988,688.0037660999988,None,,696.7251701999994,698.9507182999987,688.0037660999988,688.0037660999988,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
"['blue_top_B_0', 'red_left_S_0', 'red_top_Q_0', 'red_top_W_45']","{'color': 'blue_top_B_0', 'position': 'red_left_S_0', 'orientation': 'red_top_W_45'}",position,['position'],red_left_S_0,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,10,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,700.3035149999996,702.3641855999995,,,710.8449087999998,710.8449087999998,710.8449087999998,2,1.4047263000011299,712.2700930999999,712.2700930999999,712.2700930999999,712.2700930999999,712.2700930999999,712.2700930999999,712.2700930999999,712.2700930999999,None,None,None,,,,,,,,,,700.3035149999996,700.3035149999996,None,,708.8348148999994,710.8449087999998,700.3035149999996,700.3035149999996,,10,001,2024-07-29_16h03.51.019,robot_cogshifting_sign,2022.2.5,59.880669801428404,
