sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
D,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,8,8,8,,,,,,,,,,,,,959.6774252000005,959.6774252000005,None,,959.6774252000005,960.7424220000003,960.7424220000003,960.7424220000003,960.7424220000003,960.7424220000003,962.7703885999999,c,962.7703885999999,962.7703885999999,962.7703885999999,962.7703885999999,962.7703885999999,962.7703885999999,962.7703885999999,962.7703885999999,None,None,None,959.6774252000005,959.6774252000005,0.9507006999992882,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
X,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,9,9,9,,,,,,,,,,,,,962.7703885999999,962.7703885999999,None,,962.7703885999999,963.8466365000004,963.8466365000004,963.8466365000004,963.8466365000004,963.8466365000004,966.0758674999997,c,966.0758674999997,966.0758674999997,966.0758674999997,966.0758674999997,966.0758674999997,966.0758674999997,966.0758674999997,966.0758674999997,None,None,None,962.7703885999999,962.7703885999999,0.9262054000000717,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
F,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,10,10,10,,,,,,,,,,,,,966.0758674999997,966.0758674999997,None,,966.0758674999997,967.1512465000005,967.1512465000005,967.1512465000005,967.1512465000005,967.1512465000005,969.1852141999998,n,969.1852141999998,969.1852141999998,969.1852141999998,969.1852141999998,969.1852141999998,969.1852141999998,969.1852141999998,969.1852141999998,None,None,None,966.0758674999997,966.0758674999997,0.7420954999997775,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
T,False,2,letter,1,False,True,robot_stimuli\\filler.mp4,8,0,0,0,0,0,11,11,11,,,,,,,,,,,,,969.1852141999998,969.1852141999998,None,,969.1852141999998,970.2670014000005,970.2670014000005,970.2670014000005,970.2670014000005,970.2670014000005,972.3300185999997,n,972.3300185999997,978.2605737000004,972.3300185999997,978.2605737000004,972.3300185999997,978.2605737000004,972.3300185999997,978.2605737000004,20.586419753086417,4.475202599999648,space,969.1852141999998,969.1852141999998,0.8987476999991486,5.882235899999614,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
M,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,12,12,12,,,,,,,,,,,,,978.2605737000004,978.2605737000004,space,4.288925299999391,982.5778982000002,983.6501250000001,983.6501250000001,983.6501250000001,983.6501250000001,983.6501250000001,985.8774196000004,n,985.8774196000004,985.8774196000004,985.8774196000004,985.8774196000004,985.8774196000004,985.8774196000004,985.8774196000004,985.8774196000004,None,None,None,,,1.499374699999862,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,13,13,13,,,,,,,,,,,,,985.8774196000004,985.8774196000004,None,,985.8774196000004,986.9489009999998,986.9489009999998,986.9489009999998,986.9489009999998,986.9489009999998,988.9830269000004,n,988.9830269000004,988.9830269000004,988.9830269000004,988.9830269000004,988.9830269000004,988.9830269000004,988.9830269000004,988.9830269000004,None,None,None,985.8774196000004,985.8774196000004,0.6479509999999209,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
P,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,14,14,14,,,,,,,,,,,,,988.9830269000004,988.9830269000004,None,,988.9830269000004,990.0615632999998,990.0615632999998,990.0615632999998,990.0615632999998,990.0615632999998,992.0980501000004,n,992.0980501000004,992.0980501000004,992.0980501000004,992.0980501000004,992.0980501000004,992.0980501000004,992.0980501000004,992.0980501000004,None,None,None,988.9830269000004,988.9830269000004,0.7041342999991684,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
M,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,15,15,15,,,,,,,,,,,,,992.0980501000004,992.0980501000004,None,,992.0980501000004,993.1769745000001,993.1769745000001,993.1769745000001,993.1769745000001,993.1769745000001,995.2082651000001,c,995.2082651000001,995.2082651000001,995.2082651000001,995.2082651000001,995.2082651000001,995.2082651000001,995.2082651000001,995.2082651000001,None,None,None,992.0980501000004,992.0980501000004,0.8042679000000135,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L,True,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,0,0,0,0,0,16,16,16,,,,,,,,,,,,,995.2082651000001,995.2082651000001,None,,995.2082651000001,996.2768629000002,996.2768629000002,996.2768629000002,996.2768629000002,996.2768629000002,998.3106778000001,c,998.3106778000001,998.3106778000001,998.3106778000001,998.3106778000001,998.3106778000001,998.3106778000001,998.3106778000001,998.3106778000001,None,None,None,995.2082651000001,995.2082651000001,1.0234011000002283,,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
G,False,3,letter,1,False,True,robot_stimuli\\filler.mp4,8,0,0,0,0,0,17,17,17,,,,,,,,,,,,,998.3106778000001,998.3106778000001,None,,998.3106778000001,999.3790471000002,999.3790471000002,999.3790471000002,999.3790471000002,999.3790471000002,1001.6383268999998,n,1001.6383268999998,1007.6658895999999,1001.6383268999998,1007.6658895999999,1001.6383268999998,1007.6658895999999,1001.6383268999998,1007.6658895999999,30.61728395061728,4.484016899999915,space,998.3106778000001,998.3106778000001,0.7071335000000545,5.966002199999821,,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Torso_X_For,False,1,robot,2,True,False,robot_stimuli\R_Torso_X_For.mp4,8,0,0,0,0,0,18,18,18,,,,,,,,,,,,,1007.6658895999999,1007.6658895999999,space,5.394852200000059,1013.0775211999999,1014.1961182000005,,1014.1961182000005,1014.1961182000005,1014.1961182000005,,n,1017.8285447999997,1017.8285447999997,1017.8285447999997,1017.8285447999997,1017.8285447999997,1017.8285447999997,1017.8285447999997,1017.8285447999997,None,None,None,,,3.0176964000002044,,1014.1961182000005,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Torso_X_For,True,1,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,8,0,0,0,0,0,19,19,19,,,,,,,,,,,,,1017.8285447999997,1017.8285447999997,None,,1017.8285447999997,1018.9190949000003,,1018.9190949000003,1018.9190949000003,1018.9190949000003,,c,1022.5540043999999,1022.5540043999999,1022.5540043999999,1022.5540043999999,1022.5540043999999,1022.5540043999999,1022.5540043999999,1022.5540043999999,None,None,None,1017.8285447999997,1017.8285447999997,3.1824051000003237,,1018.9190949000003,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Torso_X_For,True,1,robot,2,False,False,robot_stimuli\R_Torso_X_For.mp4,8,0,0,0,0,0,20,20,20,,,,,,,,,,,,,1022.5540043999999,1022.5540043999999,None,,1022.5540043999999,1023.6524916999997,,1023.6524916999997,1023.6524916999997,1023.6524916999997,,None,1027.2982596000002,1027.2982596000002,1027.2982596000002,1027.2982596000002,1027.2982596000002,1027.2982596000002,1027.2982596000002,1027.2982596000002,None,None,None,1022.5540043999999,1022.5540043999999,,,1023.6524916999997,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Torso_X_Back,False,1,robot,2,False,False,robot_stimuli\L_Torso_X_Back.mp4,8,0,0,0,0,0,21,21,21,,,,,,,,,,,,,1027.2982596000002,1027.2982596000002,None,,1027.2982596000002,1028.4136979000004,,1028.4136979000004,1028.4136979000004,1028.4136979000004,,n,1032.0590597999999,1032.0590597999999,1032.0590597999999,1032.0590597999999,1032.0590597999999,1032.0590597999999,1032.0590597999999,1032.0590597999999,None,None,None,1027.2982596000002,1027.2982596000002,1.4963283999995838,,1028.4136979000004,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Arm_Z_For,False,1,robot,2,False,False,robot_stimuli\R_Arm_Z_For.mp4,8,0,0,0,0,0,22,22,22,,,,,,,,,,,,,1032.0590597999999,1032.0590597999999,None,,1032.0590597999999,1033.1655913000004,,1033.1655913000004,1033.1655913000004,1033.1655913000004,,n,1036.8094772000004,1036.8094772000004,1036.8094772000004,1036.8094772000004,1036.8094772000004,1036.8094772000004,1036.8094772000004,1036.8094772000004,None,None,None,1032.0590597999999,1032.0590597999999,2.03163399999994,,1033.1655913000004,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Torso_X_Back,False,1,robot,2,False,True,robot_stimuli\L_Torso_X_Back.mp4,8,0,0,0,0,0,23,23,23,,,,,,,,,,,,,1036.8094772000004,1036.8094772000004,None,,1036.8094772000004,1037.9040962,,1037.9040962,1037.9040962,1037.9040962,,n,1041.5764092,1047.5718889999998,1041.5764092,1047.5718889999998,1041.5764092,1047.5718889999998,1041.5764092,1047.5718889999998,18.580246913580243,4.303761299999678,space,1036.8094772000004,1036.8094772000004,1.9806816999998773,5.933553900000334,1037.9040962,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Base_Y_Back,False,2,robot,2,True,False,robot_stimuli\L_Base_Y_Back.mp4,8,0,0,0,0,0,24,24,24,,,,,,,,,,,,,1047.5718889999998,1047.5718889999998,space,5.049445900000137,1052.6443424999998,1053.7449820000002,,1053.7449820000002,1053.7449820000002,1053.7449820000002,,None,1057.3303522000006,1057.3303522000006,1057.3303522000006,1057.3303522000006,1057.3303522000006,1057.3303522000006,1057.3303522000006,1057.3303522000006,None,None,None,,,,,1053.7449820000002,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Head_X_For,False,2,robot,2,False,False,robot_stimuli\R_Head_X_For.mp4,8,0,0,0,0,0,25,25,25,,,,,,,,,,,,,1057.3303522000006,1057.3303522000006,None,,1057.3303522000006,,,1058.4402765000004,1058.4402765000004,1058.4402765000004,,None,1062.0986626000004,1062.0986626000004,1062.0986626000004,1062.0986626000004,1062.0986626000004,1062.0986626000004,1062.0986626000004,1062.0986626000004,None,None,None,1057.3303522000006,1057.3303522000006,,,1058.4402765000004,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Torso_Z_Back,False,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,8,0,0,0,0,0,26,26,26,,,,,,,,,,,,,1062.0986626000004,1062.0986626000004,None,,1062.0986626000004,1063.2040610000004,,1063.2040610000004,1063.2040610000004,1063.2040610000004,,c,1066.7129780000005,1066.7129780000005,1066.7129780000005,1066.7129780000005,1066.7129780000005,1066.7129780000005,1066.7129780000005,1066.7129780000005,None,None,None,1062.0986626000004,1062.0986626000004,2.856229899999562,,1063.2040610000004,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Arm_Z_Back,False,2,robot,2,False,False,robot_stimuli\R_Arm_Z_Back.mp4,8,0,0,0,0,0,27,27,27,,,,,,,,,,,,,1066.7129780000005,1066.7129780000005,None,,1066.7129780000005,,,1067.8199757000002,1067.8199757000002,1067.8199757000002,,n,1071.4552543999998,1071.4552543999998,1071.4552543999998,1071.4552543999998,1071.4552543999998,1071.4552543999998,1071.4552543999998,1071.4552543999998,None,None,None,1066.7129780000005,1066.7129780000005,1.3211176999993768,,1067.8199757000002,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Torso_Z_Back,True,2,robot,2,False,False,robot_stimuli\L_Torso_Z_Back.mp4,8,0,0,0,0,0,28,28,28,,,,,,,,,,,,,1071.4552543999998,1071.4552543999998,None,,1071.4552543999998,1072.5534601,,1072.5534601,1072.5534601,1072.5534601,,c,1076.0639581000005,1076.0639581000005,1076.0639581000005,1076.0639581000005,1076.0639581000005,1076.0639581000005,1076.0639581000005,1076.0639581000005,None,None,None,1071.4552543999998,1071.4552543999998,1.8826155999995535,,1072.5534601,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Arm_Z_Back,True,2,robot,2,False,True,robot_stimuli\R_Arm_Z_Back.mp4,8,0,0,0,0,0,29,29,29,,,,,,,,,,,,,1076.0639581000005,1076.0639581000005,None,,1076.0639581000005,,,1077.1693003999999,1077.1693003999999,1077.1693003999999,,c,1080.8399258,1085.7194672000005,1080.8399258,1085.7194672000005,1080.8399258,1085.7194672000005,1080.8399258,1085.7194672000005,41.7283950617284,2.749192100000073,space,1076.0639581000005,1076.0639581000005,3.4277431999998953,4.836328200000025,1077.1693003999999,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Arm_Z_Back,False,3,robot,2,True,False,robot_stimuli\L_Arm_Z_Back.mp4,8,0,0,0,0,0,30,30,30,,,,,,,,,,,,,1085.7194672000005,1085.7194672000005,space,2.2373889000000418,1087.9775250000002,1089.0616639999998,,1089.0616639999998,1089.0616639999998,1089.0616639999998,,None,1092.7137109000005,1092.7137109000005,1092.7137109000005,1092.7137109000005,1092.7137109000005,1092.7137109000005,1092.7137109000005,1092.7137109000005,None,None,None,,,,,1089.0616639999998,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
R_Arm_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Arm_X_Back.mp4,8,0,0,0,0,0,31,31,31,,,,,,,,,,,,,1092.7137109000005,1092.7137109000005,None,,1092.7137109000005,,,1093.8205163000002,1093.8205163000002,1093.8205163000002,,None,1097.4617612000002,1097.4617612000002,1097.4617612000002,1097.4617612000002,1097.4617612000002,1097.4617612000002,1097.4617612000002,1097.4617612000002,None,None,None,1092.7137109000005,1092.7137109000005,,,1093.8205163000002,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Head_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,8,0,0,0,0,0,32,32,32,,,,,,,,,,,,,1097.4617612000002,1097.4617612000002,None,,1097.4617612000002,1098.5447445999998,,1098.5447445999998,1098.5447445999998,1098.5447445999998,,None,1102.1864267,1102.1864267,1102.1864267,1102.1864267,1102.1864267,1102.1864267,1102.1864267,1102.1864267,None,None,None,1097.4617612000002,1097.4617612000002,,,1098.5447445999998,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Arm_Z_Back,True,3,robot,2,False,False,robot_stimuli\L_Arm_Z_Back.mp4,8,0,0,0,0,0,33,33,33,,,,,,,,,,,,,1102.1864267,1102.1864267,None,,1102.1864267,1103.2788325000001,,1103.2788325000001,1103.2788325000001,1103.2788325000001,,c,1106.9304350000002,1106.9304350000002,1106.9304350000002,1106.9304350000002,1106.9304350000002,1106.9304350000002,1106.9304350000002,1106.9304350000002,None,None,None,1102.1864267,1102.1864267,1.8295901999999842,,1103.2788325000001,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Head_Y_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,8,0,0,0,0,0,34,34,34,,,,,,,,,,,,,1106.9304350000002,1106.9304350000002,None,,1106.9304350000002,,,1108.0267768000003,1108.0267768000003,1108.0267768000003,,n,1111.6763717000003,1111.6763717000003,1111.6763717000003,1111.6763717000003,1111.6763717000003,1111.6763717000003,1111.6763717000003,1111.6763717000003,None,None,None,1106.9304350000002,1106.9304350000002,2.521627599999192,,1108.0267768000003,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
L_Head_Y_Back,True,3,robot,2,False,True,robot_stimuli\L_Head_Y_Back.mp4,8,0,0,0,0,0,35,35,35,,,,,,,,,,,,,1111.6763717000003,1111.6763717000003,None,,1111.6763717000003,1112.7595004000004,,1112.7595004000004,1112.7595004000004,1112.7595004000004,,n,1116.4407356000002,1122.9056857000005,1116.4407356000002,1122.9056857000005,1116.4407356000002,1122.9056857000005,1116.4407356000002,1122.9056857000005,56.38888888888889,3.4678384999997434,space,1111.6763717000003,1111.6763717000003,2.2704438999999184,6.411739999999554,1112.7595004000004,,,,,,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.9056857000005,1122.9056857000005,1122.9056857000005,c,30.610658099999455,,,,,,,,,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
G,False,3,letter,1,True,False,robot_stimuli\\filler.mp4,8,,,,,,,,,0,0,0,0,,,,,,,,,,,,,1158.2942942999998,1159.3494779000002,,,,,,,1161.5842610999998,1161.5842610999998,1161.5842610999998,1161.5842610999998,1161.5842610999998,1161.5842610999998,1161.5842610999998,1161.5842610999998,None,None,None,,,,,,,,,,,1153.5840669,1153.5840669,space,4.684272299999975,1159.3494779000002,1159.3494779000002,1161.5842610999998,None,,,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
N,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,,,,,,,,,0,1,1,1,,,,,,,,,,,,,1161.5842610999998,1162.6611377,,,,,,,1164.6954579000003,1164.6954579000003,1164.6954579000003,1164.6954579000003,1164.6954579000003,1164.6954579000003,1164.6954579000003,1164.6954579000003,None,None,None,,,,,,,,,,,1161.5842610999998,1161.5842610999998,None,,1162.6611377,1162.6611377,1164.6954579000003,None,1161.5842610999998,1161.5842610999998,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
X,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,,,,,,,,,0,2,2,2,,,,,,,,,,,,,1164.6954579000003,1165.7476933999997,,,,,,,1167.9807169000005,1167.9807169000005,1167.9807169000005,1167.9807169000005,1167.9807169000005,1167.9807169000005,1167.9807169000005,1167.9807169000005,None,None,None,,,,,,,,,,,1164.6954579000003,1164.6954579000003,None,,1165.7476933999997,1165.7476933999997,1167.9807169000005,None,1164.6954579000003,1164.6954579000003,,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
T,False,3,letter,1,False,False,robot_stimuli\\filler.mp4,8,,,,,,,,,0,3,3,3,,,,,,,,,,,,,1167.9807169000005,,,,,,,,1171.2817610000002,1171.2817610000002,1171.2817610000002,1171.2817610000002,1171.2817610000002,1171.2817610000002,1171.2817610000002,1171.2817610000002,None,None,None,,,,,,,,,,,1167.9807169000005,1167.9807169000005,None,,1169.0483736000006,1169.0483736000006,1171.2817610000002,n,1167.9807169000005,1167.9807169000005,0.6528033999993568,,8,001,2024-06-13_14h42.35.897,robot_nback_sign,2022.2.5,59.83634758934138,
